,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,HOU,28.44,00-0019596
1,Ben Roethlisberger,QB,PIT,LAC,24.5,00-0022924
2,Eli Manning,QB,NYG,NO,24.06,00-0022803
3,Matt Ryan,QB,ATL,CAR,23.68,00-0026143
4,Philip Rivers,QB,LAC,PIT,20.3,00-0022942
5,Matthew Stafford,QB,DET,GB,19.46,00-0026498
6,Drew Brees,QB,NO,NYG,19.06,00-0020531
7,Colin Kaepernick,QB,SF,MIA,18.7,00-0027974
8,Joe Flacco,QB,BAL,WAS,18.18,00-0026158
9,Peyton Manning,QB,DEN,OAK,18.1,00-0010346
10,Jake Locker,QB,TEN,IND,17.58,00-0027946
11,Robert Griffin III,QB,WAS,BAL,17.08,00-0029532
12,Josh Freeman,QB,TB,PHI,16.86,00-0026993
13,Carson Palmer,QB,OAK,DEN,16.82,00-0021429
14,Aaron Rodgers,QB,GB,DET,15.12,00-0023459
15,Sam Bradford,QB,LA,BUF,14.66,00-0027854
16,Jay Cutler,QB,CHI,MIN,14.0,00-0024226
17,Tony Romo,QB,DAL,CIN,13.72,00-0021678
18,Ryan Fitzpatrick,QB,BUF,LAR,13.38,00-0023682
19,Ryan Tannehill,QB,MIA,SF,12.5,00-0029701
20,Andy Dalton,QB,CIN,DAL,11.24,00-0027973
21,Andrew Luck,QB,IND,TEN,10.54,00-0029668
22,Brandon Weeden,QB,CLE,KC,10.18,00-0029677
23,Russell Wilson,QB,SEA,ARI,10.12,00-0029263
24,Matt Schaub,QB,HOU,NE,8.28,00-0022787
25,Jason Campbell,QB,CHI,MIN,7.36,00-0023460
26,Kirk Cousins,QB,WAS,BAL,7.04,00-0029604
27,TJ Yates,QB,HOU,NE,6.7,
28,Brady Quinn,QB,KC,CLE,5.76,00-0025409
29,Chad Henne,QB,JAX,NYJ,5.5,00-0026197
30,Mark Sanchez,QB,NYJ,JAX,4.54,00-0026898
31,Christian Ponder,QB,MIN,CHI,2.64,00-0027950
32,Matt Flynn,QB,SEA,ARI,2.52,00-0026349
33,Ryan Lindley,QB,ARI,SEA,1.16,00-0029531
34,Matt Moore,QB,MIA,SF,0.0,00-0025708
35,Alex Smith,QB,SF,MIA,0.0,00-0023436
36,Chase Daniel,QB,NO,NYG,0.0,00-0026544
37,Colt McCoy,QB,CLE,KC,-0.2,00-0027688
38,Ryan Mallett,QB,NE,HOU,-1.3,00-0028012
39,John Skelton,QB,ARI,SEA,-1.84,00-0027754
40,Roddy White,WR,ATL,CAR,29.7,00-0023462
41,Victor Cruz,WR,NYG,NO,29.1,00-0027265
42,Jeremy Maclin,WR,PHI,TB,28.4,00-0026995
43,Vincent Jackson,WR,TB,PHI,28.1,00-0023496
44,Brandon Lloyd,WR,NE,HOU,27.9,00-0022097
45,Danario Alexander,WR,LAC,PIT,27.8,00-0027912
46,Kenny Britt,WR,TEN,IND,25.3,00-0027006
47,Brandon Gibson,WR,LA,BUF,25.0,00-0026937
48,Calvin Johnson,WR,DET,GB,24.8,00-0025389
49,Jason Avant,WR,PHI,TB,23.3,00-0024324
50,Anquan Boldin,WR,BAL,WAS,22.8,00-0022084
51,Steve Smith,WR,CAR,ATL,20.9,
52,Randall Cobb,WR,GB,DET,20.2,00-0028002
53,Pierre Garcon,WR,WAS,BAL,19.5,00-0026345
54,Darrius Heyward-Bey,WR,OAK,DEN,19.2,00-0026983
55,Michael Crabtree,WR,SF,MIA,18.3,00-0026986
56,Reggie Wayne,WR,IND,TEN,17.9,00-0020498
57,Julio Jones,WR,ATL,CAR,17.6,00-0027944
58,Andre Johnson,WR,HOU,NE,17.5,00-0022044
59,Rod Streater,WR,OAK,DEN,17.0,00-0029129
60,Eric Decker,WR,DEN,OAK,16.8,00-0027690
61,Hakeem Nicks,WR,NYG,NO,16.7,00-0027005
62,Josh Gordon,WR,CLE,KC,16.6,00-0029664
63,Andrew Hawkins,WR,CIN,DAL,16.4,00-0027918
64,Joseph Morgan,WR,NO,NYG,15.6,00-0028532
65,Alshon Jeffery,WR,CHI,MIN,14.7,00-0029137
66,Dez Bryant,WR,DAL,CIN,13.9,00-0027902
67,Antonio Brown,WR,PIT,LAC,13.5,00-0027793
68,Micheal Spurlock,WR,LAC,PIT,13.4,00-0023968
69,Donte' Stallworth,WR,NE,HOU,13.3,00-0021147
70,Demaryius Thomas,WR,DEN,OAK,13.3,00-0027874
71,Steve Johnson,WR,BUF,LAR,13.1,00-0026364
72,Greg Little,WR,CLE,KC,12.6,00-0027997
73,Domenik Hixon,WR,NYG,NO,12.0,00-0024345
74,Josh Morgan,WR,WAS,BAL,12.0,00-0026314
75,Justin Blackmon,WR,JAX,NYJ,11.7,00-0029707
76,Marvin Jones,WR,CIN,DAL,11.2,00-0029293
77,Leonard Hankerson,WR,WAS,BAL,11.0,00-0028017
78,Mike Williams,WR,TB,PHI,10.8,00-0033536
79,Jordan Shipley,WR,JAX,NYJ,10.5,00-0027687
80,Malcom Floyd,WR,LAC,PIT,10.0,00-0022414
81,Davone Bess,WR,MIA,SF,10.0,00-0026000
82,Kris Durham,WR,DET,GB,9.4,00-0028045
83,Marques Colston,WR,NO,NYG,9.1,00-0024466
84,Dwayne Bowe,WR,KC,CLE,9.0,00-0025410
85,Devin Hester,WR,CHI,MIN,8.9,00-0024272
86,Kendall Wright,WR,TEN,IND,8.9,00-0029708
87,Miles Austin,WR,DAL,CIN,8.6,00-0023921
88,Anthony McCoy,TE,SEA,ARI,16.5,00-0027783
89,Dennis Pitta,TE,BAL,WAS,15.6,00-0027714
90,Greg Olsen,TE,CAR,ATL,15.5,00-0025418
91,Martellus Bennett,TE,NYG,NO,14.2,00-0026201
92,Tony Gonzalez,TE,ATL,CAR,14.1,00-0006101
93,Joel Dreessen,TE,DEN,OAK,14.0,00-0023630
94,Scott Chandler,TE,BUF,LAR,12.1,00-0025516
95,Heath Miller,TE,PIT,LAC,11.6,00-0023465
96,Tony Scheffler,TE,DET,GB,11.0,00-0024276
97,Jared Cook,TE,TEN,IND,11.0,00-0027061
98,Zach Miller,TE,SEA,ARI,10.9,00-0027125
99,Jimmy Graham,TE,NO,NYG,10.6,00-0027696
100,Rob Housler,TE,ARI,SEA,10.6,00-0028007
101,Jason Witten,TE,DAL,CIN,10.2,00-0022127
102,Anthony Fasano,TE,MIA,SF,8.9,00-0024268
103,Jermaine Gresham,TE,CIN,DAL,8.3,00-0027873
104,Benjamin Watson,TE,CLE,KC,7.3,00-0022943
105,Lee Smith,TE,BUF,LAR,7.2,00-0028097
106,Lance Kendricks,TE,LA,BUF,6.6,00-0027985
107,Antonio Gates,TE,LAC,PIT,6.1,00-0021547
108,Will Heller,TE,DET,GB,6.1,00-0021756
109,Kellen Davis,TE,CHI,MIN,5.5,00-0026298
110,Jeff Cumberland,TE,NYJ,JAX,4.7,00-0027321
111,Jacob Tamme,TE,DEN,OAK,4.4,00-0026267
112,Owen Daniels,TE,HOU,NE,4.4,00-0024313
113,James Casey,TE,HOU,NE,4.0,00-0027109
114,Jermichael Finley,TE,GB,DET,3.6,00-0026231
115,Delanie Walker,TE,SF,MIA,3.0,00-0024389
116,Dallas Clark,TE,TB,PHI,2.9,00-0022165
117,Craig Stevens,TE,TEN,IND,2.9,00-0026225
118,Orson Charles,TE,CIN,DAL,2.7,00-0029414
119,Konrad Reuland,TE,NYJ,JAX,2.7,00-0028238
120,Chase Coffman,TE,ATL,CAR,2.2,00-0027069
