Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Billy Cundiff,K,8,BAL,ARI,3,3,100,47,3,3,0.00,2011
2,Nick Novak,K,8,LAC,KC,4,5,80,44,0,0,0.00,2011
3,Rob Bironas,K,8,TEN,IND,2,2,100,51,3,3,0.00,2011
4,Rian Lindell,K,8,BUF,WAS,3,4,75,44,2,2,0.00,2011
5,Shaun Suisham,K,8,PIT,NE,3,4,75,33,2,2,0.00,2011
6,Ryan Succop,K,8,KC,LAC,3,3,100,47,2,2,0.00,2011
7,Mike Nugent,K,8,CIN,SEA,2,2,100,48,4,4,0.00,2011
8,Alex Henery,K,8,PHI,DAL,2,2,100,26,4,4,0.00,2011
9,Jay Feely,K,8,ARI,BAL,2,2,100,45,3,3,0.00,2011
10,Jason Hanson,K,8,DET,DEN,1,1,100,50,6,6,0.00,2011
11,Lawrence Tynes,K,8,NYG,MIA,2,2,100,29,2,2,0.00,2011
12,David Akers,K,8,SF,CLE,2,2,100,29,2,2,0.00,2011
13,Josh Brown,K,8,LAR,NO,1,1,100,38,4,4,0.00,2011
14,Ryan Longwell,K,8,MIN,CAR,1,2,50,31,3,3,0.00,2011
15,Neil Rackers,K,8,HOU,JAX,1,2,50,39,3,3,0.00,2011
16,Phil Dawson,K,8,CLE,SF,1,1,100,52,1,1,0.00,2011
17,Steven Hauschka,K,8,SEA,CIN,2,2,100,47,0,0,0.00,2011
18,Thomas Howard,K,8,CIN,SEA,0,0,0,0,0,0,0.00,2011
19,Dan Carpenter,K,8,MIA,NYG,1,1,100,40,2,2,0.00,2011
20,Stephen Gostkowski,K,8,NE,PIT,1,2,50,46,2,2,0.00,2011
21,Adam Vinatieri,K,8,IND,TEN,1,1,100,22,1,1,0.00,2011
22,Matt Prater,K,8,DEN,DET,1,1,100,39,1,1,0.00,2011
23,Olindo Mare,K,8,CAR,MIN,0,1,0,0,3,3,0.00,2011
24,John Kasay,K,8,NO,LAR,0,1,0,0,3,3,0.00,2011
25,Josh Scobee,K,8,JAX,HOU,0,0,0,0,2,2,0.00,2011
26,Dan Bailey,K,8,DAL,PHI,0,0,0,0,1,1,0.00,2011
27,Graham Gano,K,8,WAS,BUF,0,1,0,0,0,0,0.00,2011
28,David Buehler,K,8,DAL,PHI,0,0,0,0,0,0,0.00,2011
