Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Steven Jackson,RB,8,LAR,NO,25,159,6,2,5,4,32,0,0,0,38.10,2011
2,LeSean McCoy,RB,8,PHI,DAL,30,185,6,2,3,2,15,0,0,0,37.00,2011
3,Ray Rice,RB,8,BAL,ARI,18,63,4,3,9,7,36,0,0,0,34.90,2011
4,Adrian Peterson,RB,8,MIN,CAR,21,86,4,1,5,5,76,1,0,0,33.20,2011
5,Fred Jackson,RB,8,BUF,WAS,26,120,5,0,4,3,74,0,0,0,25.40,2011
6,Frank Gore,RB,8,SF,CLE,31,134,4,1,0,0,0,0,0,0,22.40,2011
7,Arian Foster,RB,8,HOU,JAX,33,112,3,1,4,1,12,0,0,0,22.40,2011
8,Reggie Bush,RB,8,MIA,NYG,15,103,7,0,5,4,17,0,0,0,19.00,2011
9,Curtis Brinkley,RB,8,LAC,KC,10,43,4,1,3,3,24,0,0,0,17.70,2011
10,Ryan Mathews,RB,8,LAC,KC,13,57,4,0,7,6,55,0,1,1,16.20,2011
11,Javon Ringer,RB,8,TEN,IND,14,60,4,0,6,5,42,0,0,0,15.20,2011
12,Maurice Jones-Drew,RB,8,JAX,HOU,18,63,4,1,4,1,11,0,0,0,14.40,2011
13,Chris Wells,RB,8,ARI,BAL,22,83,4,1,0,0,0,0,0,0,14.30,2011
14,Ahmad Bradshaw,RB,8,NYG,MIA,13,50,4,0,5,5,38,0,0,0,13.80,2011
15,Darren Sproles,RB,8,NO,LAR,6,16,3,0,7,6,60,0,0,0,13.60,2011
16,Maurice Morris,RB,8,DET,DEN,13,58,5,1,3,1,7,0,0,0,13.50,2011
17,Pierre Thomas,RB,8,NO,LAR,7,23,3,1,4,4,11,0,0,0,13.40,2011
18,Jackie Battle,FB,8,KC,LAC,19,70,4,1,0,0,0,0,0,0,13.00,2011
19,Mewelde Moore,RB,8,PIT,NE,1,16,16,0,2,2,29,1,0,0,12.50,2011
20,Rashard Mendenhall,RB,8,PIT,NE,13,70,5,0,4,3,22,0,0,0,12.20,2011
21,Chris Ogbonnaya,RB,8,CLE,SF,11,37,3,0,8,5,24,0,1,0,11.10,2011
22,Bernard Scott,RB,8,CIN,SEA,22,76,4,0,3,3,0,0,0,0,10.60,2011
23,Donald Brown,RB,8,IND,TEN,10,33,3,1,1,1,1,0,0,0,10.40,2011
24,Kevin Faulk,RB,8,NE,PIT,6,32,5,0,5,5,20,0,0,0,10.20,2011
25,Knowshon Moreno,RB,8,DEN,DET,14,69,5,0,2,1,5,0,0,0,8.40,2011
26,DeMarco Murray,RB,8,DAL,PHI,8,74,9,0,3,1,-2,0,0,0,8.20,2011
27,Chris Johnson,RB,8,TEN,IND,14,34,2,0,5,3,17,0,0,0,8.10,2011
28,Jonathan Stewart,RB,8,CAR,MIN,13,49,4,0,3,2,10,0,0,0,7.90,2011
29,Marshawn Lynch,RB,8,SEA,CIN,16,24,2,1,0,0,0,0,1,1,7.40,2011
30,Steve Slaton,RB,8,MIA,NYG,5,7,1,1,0,0,0,0,0,0,6.70,2011
31,Delone Carter,RB,8,IND,TEN,9,46,5,0,2,2,1,0,0,0,6.70,2011
32,Lance Ball,RB,8,DEN,DET,6,63,11,0,3,1,4,0,1,1,6.70,2011
33,DeAngelo Williams,RB,8,CAR,MIN,7,26,4,0,2,2,13,0,0,0,5.90,2011
34,Ricky Williams,RB,8,BAL,ARI,4,29,7,0,2,2,8,0,0,0,5.70,2011
35,Roy Helu,RB,8,WAS,BUF,0,0,0,0,4,3,20,0,0,0,5.00,2011
36,Dexter McCluster,RB,8,KC,LAC,6,0,0,0,3,3,28,0,1,1,4.80,2011
37,Jed Collins,FB,8,NO,LAR,0,0,0,0,3,3,15,0,0,0,4.50,2011
38,Phillip Tanner,RB,8,DAL,PHI,1,2,2,0,2,2,19,0,0,0,4.10,2011
39,Keiland Williams,RB,8,DET,DEN,11,25,2,0,1,1,5,0,0,0,4.00,2011
40,Brian Leonard,RB,8,CIN,SEA,2,7,4,0,3,2,10,0,0,0,3.70,2011
41,LeRon McClain,RB,8,KC,LAC,0,0,0,0,2,2,17,0,0,0,3.70,2011
42,Leon Washington,RB,8,SEA,CIN,2,34,17,0,2,0,0,0,0,0,3.40,2011
43,Ahmard Hall,FB,8,TEN,IND,0,0,0,0,2,2,13,0,0,0,3.30,2011
44,Ben Tate,RB,8,HOU,JAX,5,42,8,0,0,0,0,0,1,1,3.20,2011
45,Ryan Torain,RB,8,WAS,BUF,8,14,2,0,1,1,6,0,0,0,3.00,2011
46,CJ Spiller,RB,8,BUF,WAS,0,0,0,0,3,2,9,0,0,0,2.90,2011
47,Toby Gerhart,RB,8,MIN,CAR,5,26,5,0,0,0,0,0,0,0,2.60,2011
48,Kendall Hunter,RB,8,SF,CLE,3,26,9,0,0,0,0,0,0,0,2.60,2011
49,Isaac Redman,RB,8,PIT,NE,7,11,2,0,2,1,5,0,0,0,2.60,2011
50,Justin Forsett,RB,8,SEA,CIN,0,0,0,0,1,1,13,0,0,0,2.30,2011
