Player,Position,Team,Opponent,Points
Ben Roethlisberger,QB,PIT,NE,24.70
Eli Manning,QB,NYG,MIA,24.66
Michael Vick,QB,PHI,DAL,24.16
Matt Schaub,QB,HOU,JAX,18.20
Ryan Fitzpatrick,QB,BUF,WAS,16.88
Philip Rivers,QB,LAC,KC,16.86
Joe Flacco,QB,BAL,ARI,15.94
Tom Brady,QB,NE,PIT,15.92
Curtis Painter,QB,IND,TEN,15.90
Tim Tebow,QB,DEN,DET,15.18
Tarvaris Jackson,QB,SEA,CIN,15.12
Colt McCoy,QB,CLE,SF,14.64
Christian Ponder,QB,MIN,CAR,13.84
Matt Moore,QB,MIA,NYG,13.62
Alex Smith,QB,SF,CLE,13.28
Andy Dalton,QB,CIN,SEA,13.02
Matt Hasselbeck,QB,TEN,IND,12.86
Matt Cassel,QB,KC,LAC,12.84
Drew Brees,QB,NO,LAR,12.66
Tony Romo,QB,DAL,PHI,12.02
AJ Feeley,QB,LAR,NO,10.50
Kevin Kolb,QB,ARI,BAL,9.62
John Beck,QB,WAS,BUF,7.32
Blaine Gabbert,QB,JAX,HOU,7.28
Charlie Whitehurst,QB,SEA,CIN,2.18
Shaun Hill,QB,DET,DEN,0.10
Chase Daniel,QB,NO,LAR,0.00
Joe Webb,QB,MIN,CAR,0.00
Luke McCown,QB,JAX,HOU,0.00
Anquan Boldin,WR,BAL,ARI,24.50
Laurent Robinson,WR,DAL,PHI,24.30
Victor Cruz,WR,NYG,MIA,22.90
Antonio Brown,WR,PIT,NE,21.70
Lance Moore,WR,NO,LAR,20.40
Sidney Rice,WR,SEA,CIN,20.20
Nate Washington,WR,TEN,IND,19.70
Jonathan Baldwin,WR,KC,LAC,19.20
Eric Decker,WR,DEN,DET,19.20
Malcom Floyd,WR,LAC,KC,18.70
Mario Manningham,WR,NYG,MIA,18.30
Ben Obomanu,WR,SEA,CIN,17.70
Brandon Lloyd,WR,LAR,NO,17.30
Titus Young,WR,DET,DEN,16.60
Percy Harvin,WR,MIN,CAR,16.40
Michael Crabtree,WR,SF,CLE,16.40
AJ Green,WR,CIN,SEA,16.30
Jeremy Maclin,WR,PHI,DAL,14.40
Mike Wallace,WR,PIT,NE,14.00
Joshua Cribbs,WR,CLE,SF,13.60
Deion Branch,WR,NE,PIT,13.60
Pierre Garcon,WR,IND,TEN,13.60
Larry Fitzgerald,WR,ARI,BAL,12.80
Hakeem Nicks,WR,NYG,MIA,12.70
Jason Avant,WR,PHI,DAL,12.40
Doug Baldwin,WR,SEA,CIN,12.30
Emmanuel Sanders,WR,PIT,NE,12.00
Kevin Walter,WR,HOU,JAX,12.00
Steve Johnson,WR,BUF,WAS,11.70
Reggie Wayne,WR,IND,TEN,11.10
Greg Salas,WR,LAR,NO,10.50
Dwayne Bowe,WR,KC,LAC,10.20
Eddie Royal,WR,DEN,DET,10.10
Early Doucet,WR,ARI,BAL,10.00
Damian Williams,WR,TEN,IND,10.00
Legedu Naanee,WR,CAR,MIN,9.90
Wes Welker,WR,NE,PIT,9.90
Brandon Marshall,WR,MIA,NYG,9.50
Austin Collie,WR,IND,TEN,9.40
Jacoby Jones,WR,HOU,JAX,8.90
Torrey Smith,WR,BAL,ARI,8.70
David Nelson,WR,BUF,WAS,8.70
Jerome Simpson,WR,CIN,SEA,8.40
Braylon Edwards,WR,SF,CLE,8.20
Jordan Norwood,WR,CLE,SF,8.20
Patrick Crayton,WR,LAC,KC,8.00
Marques Colston,WR,NO,LAR,8.00
Jabar Gaffney,WR,WAS,BUF,8.00
Fred Davis,TE,WAS,BUF,17.40
Greg Olsen,TE,CAR,MIN,17.30
Rob Gronkowski,TE,NE,PIT,16.40
Heath Miller,TE,PIT,NE,15.50
Dallas Clark,TE,IND,TEN,13.70
Tony Scheffler,TE,DET,DEN,12.80
Antonio Gates,TE,LAC,KC,11.30
Ed Dickson,TE,BAL,ARI,10.60
Dennis Pitta,TE,BAL,ARI,10.40
Owen Daniels,TE,HOU,JAX,10.00
Joel Dreessen,TE,HOU,JAX,9.90
Jake Ballard,TE,NYG,MIA,9.50
Benjamin Watson,TE,CLE,SF,9.40
Aaron Hernandez,TE,NE,PIT,9.10
Marcedes Lewis,TE,JAX,HOU,8.50
Jimmy Graham,TE,NO,LAR,7.90
Donald Lee,TE,CIN,SEA,7.40
Jeremy Shockey,TE,CAR,MIN,7.10
Jason Witten,TE,DAL,PHI,6.80
Zach Miller,TE,SEA,CIN,6.70
Visanthe Shiancoe,TE,MIN,CAR,6.70
Jared Cook,TE,TEN,IND,6.00
Jeff King,TE,ARI,BAL,5.90
Vernon Davis,TE,SF,CLE,5.70
Cameron Morrah,TE,SEA,CIN,4.10
Brandon Pettigrew,TE,DET,DEN,3.80
Evan Moore,TE,CLE,SF,3.70
Kyle Rudolph,TE,MIN,CAR,3.50
Bear Pascoe,TE,NYG,MIA,3.20
Randy McMichael,TE,LAC,KC,3.10
Alex Smith,TE,CLE,SF,3.00
Justin Peelle,TE,SF,CLE,2.90
Charles Clay,TE,MIA,NYG,2.60
Leonard Pope,TE,KC,LAC,2.10
Clay Harbor,TE,PHI,DAL,2.10
Billy Bajema,TE,LAR,NO,1.70
David Johnson,TE,PIT,NE,1.70
Dante Rosario,TE,DEN,DET,1.70
Daniel Fells,TE,DEN,DET,1.50
Rob Housler,TE,ARI,BAL,1.30
Lance Kendricks,TE,LAR,NO,1.20
Anthony Fasano,TE,MIA,NYG,0.00
Martin Rucker,TE,JAX,HOU,0.00
Stephen Spach,TE,LAR,NO,0.00
Lee Smith,TE,BUF,WAS,0.00
Will Heller,TE,DET,DEN,0.00
Ben Hartsock,TE,CAR,MIN,0.00
Colin Cochart,TE,CIN,SEA,0.00
Ray Rice,RB,BAL,ARI,34.90
Adrian Peterson,RB,MIN,CAR,33.20
Fred Jackson,RB,BUF,WAS,25.40
Frank Gore,RB,SF,CLE,22.40
Arian Foster,RB,HOU,JAX,22.40
Reggie Bush,RB,MIA,NYG,19.00
