Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Brent Celek,TE,8,PHI,DAL,9,7,78,94,1,22,10,13,0,0,0,0,0,22.40,2011
2,Scott Chandler,TE,8,BUF,WAS,2,2,100,35,2,20,18,18,0,0,0,0,0,17.50,2011
3,Fred Davis,TE,8,WAS,BUF,9,8,89,94,0,24,10,12,0,0,0,0,0,17.40,2011
4,Greg Olsen,TE,8,CAR,MIN,7,4,57,73,1,39,10,18,0,0,0,0,0,17.30,2011
5,Rob Gronkowski,TE,8,NE,PIT,9,7,78,94,0,23,10,13,0,0,0,0,0,16.40,2011
6,Heath Miller,TE,8,PIT,NE,9,7,78,85,0,19,9,12,0,0,0,0,0,15.50,2011
7,Dallas Clark,TE,8,IND,TEN,10,6,60,77,0,21,8,13,0,0,0,0,0,13.70,2011
8,Tony Scheffler,TE,8,DET,DEN,3,3,100,38,1,28,13,13,0,0,0,0,0,12.80,2011
9,Antonio Gates,TE,8,LAC,KC,7,4,57,73,0,27,10,18,0,0,0,0,0,11.30,2011
10,Ed Dickson,TE,8,BAL,ARI,9,6,67,46,0,14,5,8,0,0,0,0,0,10.60,2011
11,Dennis Pitta,TE,8,BAL,ARI,8,6,75,44,0,12,6,7,0,0,0,0,0,10.40,2011
12,Owen Daniels,TE,8,HOU,JAX,6,4,67,60,0,30,10,15,0,0,0,0,0,10.00,2011
13,Joel Dreessen,TE,8,HOU,JAX,2,2,100,19,1,12,10,10,0,0,0,0,0,9.90,2011
14,Jake Ballard,TE,8,NYG,MIA,7,4,57,55,0,22,8,14,0,0,0,0,0,9.50,2011
15,Benjamin Watson,TE,8,CLE,SF,3,3,100,64,0,29,21,21,0,0,0,0,0,9.40,2011
16,Aaron Hernandez,TE,8,NE,PIT,4,2,50,9,1,8,2,5,1,2,0,0,0,9.10,2011
17,Marcedes Lewis,TE,8,JAX,HOU,9,4,44,45,0,21,5,11,0,0,0,0,0,8.50,2011
18,Jimmy Graham,TE,8,NO,LAR,8,4,50,39,0,13,5,10,0,0,0,0,0,7.90,2011
19,Donald Lee,TE,8,CIN,SEA,3,3,100,44,0,26,15,15,0,0,0,0,0,7.40,2011
