,Player,Position,Team,Opponent,Points,PlayerID
0,Cam Newton,QB,CAR,TB,29.32,00-0027939
1,Brandon Weeden,QB,CLE,JAX,27.3,00-0029677
2,Matthew Stafford,QB,DET,GB,26.0,00-0026498
3,Ryan Tannehill,QB,MIA,NYJ,25.44,00-0029701
4,Josh McCown,QB,CHI,MIN,25.2,00-0021206
5,Tom Brady,QB,NE,HOU,24.84,00-0019596
6,Carson Palmer,QB,ARI,PHI,23.98,00-0021429
7,Nick Foles,QB,PHI,ARI,23.68,00-0029567
8,Alex Smith,QB,KC,DEN,23.32,00-0023436
9,Robert Griffin III,QB,WAS,NYG,21.08,00-0029532
10,Matt Ryan,QB,ATL,BUF,20.14,00-0026143
11,Ryan Fitzpatrick,QB,TEN,IND,19.44,00-0023682
12,Ben Roethlisberger,QB,PIT,BAL,19.38,00-0022924
13,EJ Manuel,QB,BUF,ATL,18.7,00-0030526
14,Colin Kaepernick,QB,SF,LAR,17.1,00-0027974
15,Case Keenum,QB,HOU,NE,16.48,00-0028986
16,Chad Henne,QB,JAX,CLE,14.8,00-0026197
17,Joe Flacco,QB,BAL,PIT,14.74,00-0026158
18,Kellen Clemens,QB,LA,SF,13.82,00-0024264
19,Philip Rivers,QB,LAC,CIN,13.48,00-0022942
20,Tony Romo,QB,DAL,OAK,12.9,00-0021678
21,Matt Cassel,QB,MIN,CHI,12.72,00-0023662
22,Eli Manning,QB,NYG,WAS,12.4,00-0022803
23,Andy Dalton,QB,CIN,LAC,11.5,00-0027973
24,Andrew Luck,QB,IND,TEN,11.2,00-0029668
25,Matt McGloin,QB,OAK,DAL,9.1,00-0030419
26,Drew Brees,QB,NO,SEA,8.78,00-0020531
27,Mike Glennon,QB,TB,CAR,5.5,00-0030520
28,Matt Flynn,QB,GB,DET,2.96,00-0026349
29,Christian Ponder,QB,MIN,CHI,1.6,00-0027950
30,Chris Simms,QB,NYJ,MIA,1.36,00-0022005
31,Geno Smith,QB,NYJ,MIA,0.36,00-0030565
32,Derek Anderson,QB,CAR,TB,0.2,00-0023645
33,Thaddeus Lewis,QB,BUF,ATL,0.0,
34,Joe Webb,QB,MIN,CHI,0.0,00-0027796
35,Luke McCown,QB,NO,SEA,0.0,00-0022864
36,Shaun Hill,QB,DET,GB,-0.2,00-0020679
37,Josh Gordon,WR,CLE,JAX,51.1,00-0029664
38,Brian Hartline,WR,MIA,NYJ,30.7,00-0027077
39,Roddy White,WR,ATL,BUF,27.3,00-0023462
40,Calvin Johnson,WR,DET,GB,25.1,00-0025389
41,Andre Holmes,WR,OAK,DAL,23.6,00-0028263
42,Andre Johnson,WR,HOU,NE,23.1,00-0022044
43,Julian Edelman,WR,NE,HOU,22.1,00-0027150
44,Torrey Smith,WR,BAL,PIT,21.3,00-0027996
45,Mike Wallace,WR,MIA,NYJ,21.2,00-0026901
46,Michael Floyd,WR,ARI,PHI,20.9,00-0029638
47,Greg Jennings,WR,MIN,CHI,20.8,00-0024267
48,Keenan Allen,WR,LAC,CIN,20.6,00-0030279
49,AJ Green,WR,CIN,LAC,19.3,00-0027942
50,Dez Bryant,WR,DAL,OAK,19.1,00-0027902
51,Anquan Boldin,WR,SF,LAR,18.8,00-0022084
52,Cecil Shorts,WR,JAX,CLE,18.4,00-0028052
53,Larry Fitzgerald,WR,ARI,PHI,18.2,00-0022921
54,Doug Baldwin,WR,SEA,NO,17.7,00-0028434
55,Demaryius Thomas,WR,DEN,KC,16.6,00-0027874
56,Emmanuel Sanders,WR,PIT,BAL,16.3,00-0027685
57,Ace Sanders,WR,JAX,CLE,15.1,00-0030550
58,Pierre Garcon,WR,WAS,NYG,14.1,00-0026345
59,Victor Cruz,WR,NYG,WAS,14.0,00-0027265
60,Kendall Wright,WR,TEN,IND,13.7,00-0029708
61,Harry Douglas,WR,ATL,BUF,13.3,00-0026224
62,Junior Hemingway,WR,KC,DEN,13.2,00-0029311
63,Brian Quick,WR,LA,SF,13.1,00-0029640
64,Nate Washington,WR,TEN,IND,13.1,00-0023367
65,Ted Ginn,WR,CAR,TB,12.7,00-0025396
66,Brandon LaFell,WR,CAR,TB,12.6,00-0027681
67,James Jones,WR,GB,DET,10.9,00-0025465
68,Antonio Brown,WR,PIT,BAL,10.9,00-0027793
69,Jerome Simpson,WR,MIN,CHI,10.6,00-0026186
70,Vincent Jackson,WR,TB,CAR,10.5,00-0023496
71,Danny Amendola,WR,NE,HOU,10.4,00-0026035
72,Cordarrelle Patterson,WR,MIN,CHI,10.1,00-0030578
73,Andrew Hawkins,WR,CIN,LAC,10.1,00-0027918
74,Jeremy Ross,WR,DET,GB,9.9,00-0028249
75,Kris Durham,WR,DET,GB,9.8,00-0028045
76,DeAndre Hopkins,WR,HOU,NE,9.7,00-0030564
77,TY Hilton,WR,IND,TEN,9.6,00-0029608
78,Steve Johnson,WR,BUF,ATL,9.5,00-0026364
79,Jacoby Jones,WR,BAL,PIT,9.3,00-0025460
80,Kevin Ogletree,WR,DET,GB,9.0,00-0026780
81,Greg Little,WR,CLE,JAX,8.9,00-0027997
82,Michael Crabtree,WR,SF,LAR,8.8,00-0026986
83,Rod Streater,WR,OAK,DAL,8.7,00-0029129
84,Jerricho Cotchery,WR,PIT,BAL,8.6,00-0022811
85,Zach Miller,TE,SEA,NO,19.6,00-0027125
86,Vernon Davis,TE,SF,LAR,18.2,00-0024221
87,Brandon Myers,TE,NYG,WAS,17.1,00-0027135
88,Heath Miller,TE,PIT,BAL,16.6,00-0023465
89,Charles Clay,TE,MIA,NYJ,15.0,00-0028112
90,Tony Gonzalez,TE,ATL,BUF,14.2,00-0006101
91,Greg Olsen,TE,CAR,TB,13.5,00-0025418
92,Jimmy Graham,TE,NO,SEA,13.2,00-0027696
93,Logan Paulsen,TE,WAS,NYG,13.1,00-0027215
94,Brent Celek,TE,PHI,ARI,12.9,00-0025549
95,Ladarius Green,TE,LAC,CIN,12.5,00-0029275
96,Anthony Fasano,TE,KC,DEN,11.8,00-0024268
97,Marcedes Lewis,TE,JAX,CLE,11.6,00-0024243
98,Jim Dray,TE,ARI,PHI,11.6,00-0027825
99,Clay Harbor,TE,JAX,CLE,10.3,00-0027725
100,John Carlson,TE,MIN,CHI,10.1,00-0026178
101,Scott Chandler,TE,BUF,ATL,9.3,00-0025516
102,Jason Witten,TE,DAL,OAK,8.3,00-0022127
103,Jordan Cameron,TE,CLE,JAX,8.3,00-0028040
104,Antonio Gates,TE,LAC,CIN,8.1,00-0021547
105,Coby Fleener,TE,IND,TEN,8.0,00-0029697
