Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Peyton Manning,QB,13,DEN,KC,22,35,63,403,12,5,2,118,3,-3,-1,0,36.82,2013
2,Russell Wilson,QB,13,SEA,NO,22,30,73,310,10,3,0,140,8,47,6,0,32.10,2013
3,Cam Newton,QB,13,CAR,TB,18,29,62,263,9,2,2,86,5,68,14,1,29.32,2013
4,Brandon Weeden,QB,13,CLE,JAX,24,40,60,370,9,3,2,95,2,5,3,0,27.30,2013
5,Matthew Stafford,QB,13,DET,GB,22,35,63,330,9,3,2,99,1,8,8,0,26.00,2013
6,Ryan Tannehill,QB,13,MIA,NYJ,28,43,65,331,8,2,1,94,3,22,7,0,25.44,2013
7,Josh McCown,QB,13,CHI,MIN,23,36,64,355,10,2,0,115,0,0,0,0,25.20,2013
8,Tom Brady,QB,13,NE,HOU,29,41,71,371,9,2,1,105,0,0,0,0,24.84,2013
9,Carson Palmer,QB,13,ARI,PHI,24,41,59,302,7,3,2,86,1,-1,-1,0,23.98,2013
10,Nick Foles,QB,13,PHI,ARI,21,34,62,237,7,3,0,112,9,22,2,0,23.68,2013
11,Alex Smith,QB,13,KC,DEN,26,42,62,293,7,2,1,89,4,46,12,0,23.32,2013
12,Robert Griffin III,QB,13,WAS,NYG,24,32,75,207,7,1,0,102,12,88,7,0,21.08,2013
13,Matt Ryan,QB,13,ATL,BUF,28,47,60,311,7,1,0,86,2,17,9,0,20.14,2013
14,Ryan Fitzpatrick,QB,13,TEN,IND,21,37,57,201,5,1,3,47,8,54,7,1,19.44,2013
15,Ben Roethlisberger,QB,13,PIT,BAL,28,44,64,257,6,2,0,95,1,11,11,0,19.38,2013
16,EJ Manuel,QB,13,BUF,ATL,18,32,56,210,7,1,0,87,4,3,1,1,18.70,2013
17,Colin Kaepernick,QB,13,SF,LAR,19,28,68,275,10,1,0,111,4,21,5,0,17.10,2013
18,Case Keenum,QB,13,HOU,NE,15,30,50,272,9,0,1,68,3,6,2,1,16.48,2013
19,Chad Henne,QB,13,JAX,CLE,22,40,55,195,5,2,1,74,0,0,0,0,14.80,2013
20,Joe Flacco,QB,13,BAL,PIT,24,35,69,251,7,1,0,99,4,7,2,0,14.74,2013
21,Kellen Clemens,QB,13,LAR,SF,19,37,51,218,6,1,1,67,3,21,7,0,13.82,2013
22,Philip Rivers,QB,13,LAC,CIN,23,37,62,252,7,1,1,80,1,4,4,0,13.48,2013
23,Tony Romo,QB,13,DAL,OAK,23,32,72,225,7,1,0,102,1,-1,-1,0,12.90,2013
24,Matt Cassel,QB,13,MIN,CHI,20,33,61,243,7,1,1,81,1,0,0,0,12.72,2013
25,Eli Manning,QB,13,NYG,WAS,22,28,79,235,8,1,1,99,3,0,0,0,12.40,2013
26,Andy Dalton,QB,13,CIN,LAC,14,23,61,190,8,1,1,84,3,9,3,0,11.50,2013
27,Andrew Luck,QB,13,IND,TEN,17,32,53,200,6,0,1,59,5,42,8,0,11.20,2013
28,Matt McGloin,QB,13,OAK,DAL,18,30,60,255,9,0,1,74,2,-1,-1,0,9.10,2013
29,Drew Brees,QB,13,NO,SEA,23,38,61,147,4,1,0,77,1,-1,-1,0,8.78,2013
30,Mike Glennon,QB,13,TB,CAR,14,21,67,180,9,0,1,74,2,3,2,0,5.50,2013
31,Matt Flynn,QB,13,GB,DET,10,20,50,139,7,0,1,52,2,4,2,0,2.96,2013
32,Christian Ponder,QB,13,MIN,CHI,3,8,38,40,5,0,0,54,0,0,0,0,1.60,2013
33,Chris Simms,QB,13,NYJ,MIA,9,18,50,79,4,0,1,39,2,2,1,0,1.36,2013
34,Geno Smith,QB,13,NYJ,MIA,4,10,40,29,3,0,1,8,1,2,2,0,0.36,2013
35,Derek Anderson,QB,13,CAR,TB,0,0,0,0,0,0,0,0,1,2,2,0,0.20,2013
36,Joe Webb,QB,13,MIN,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
37,Thaddeus Lewis,QB,13,BUF,ATL,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
38,Luke McCown,QB,13,NO,SEA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
39,Shaun Hill,QB,13,DET,GB,0,0,0,0,0,0,0,0,2,-2,-1,0,-0.20,2013
