Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,DeMarco Murray,RB,13,DAL,OAK,17,63,4,3,5,5,39,0,0,0,33.20,2013
2,Ben Tate,RB,13,HOU,NE,22,102,5,3,0,0,0,0,0,0,31.20,2013
3,Reggie Bush,RB,13,DET,GB,20,117,6,1,5,5,65,0,1,1,31.20,2013
4,CJ Spiller,RB,13,BUF,ATL,15,149,10,1,4,2,8,0,0,0,26.70,2013
5,Le'Veon Bell,RB,13,PIT,BAL,16,73,5,1,9,7,63,0,0,0,26.60,2013
6,Adrian Peterson,RB,13,MIN,CHI,35,211,6,0,4,2,0,0,0,0,26.10,2013
7,Fred Jackson,RB,13,BUF,ATL,11,42,4,1,4,4,36,1,0,0,23.80,2013
8,Chris Johnson,RB,13,TEN,IND,18,69,4,0,7,6,32,1,0,0,22.10,2013
9,Joique Bell,RB,13,DET,GB,19,94,5,1,4,3,34,0,0,0,21.80,2013
10,Steven Jackson,RB,13,ATL,BUF,23,84,4,2,1,1,0,0,0,0,21.40,2013
11,Andre Brown,RB,13,NYG,WAS,14,35,3,2,5,3,23,0,0,0,20.80,2013
12,Matt Forte,RB,13,CHI,MIN,23,120,5,0,2,2,31,0,0,0,20.10,2013
13,Jamaal Charles,RB,13,KC,DEN,19,93,5,1,2,2,27,0,1,0,20.00,2013
14,Knowshon Moreno,RB,13,DEN,KC,15,18,1,0,5,4,72,1,0,0,19.00,2013
15,Shane Vereen,RB,13,NE,HOU,10,38,4,0,6,5,37,1,0,0,18.50,2013
16,Rashad Jennings,RB,13,OAK,DAL,17,35,2,2,2,1,8,0,0,0,17.30,2013
17,LeSean McCoy,RB,13,PHI,ARI,19,79,4,0,6,5,36,0,0,0,16.50,2013
18,Montee Ball,RB,13,DEN,KC,13,117,9,0,2,1,4,0,0,0,16.10,2013
19,BenJarvus Green-Ellis,RB,13,CIN,LAC,20,92,5,1,1,1,3,0,1,1,15.50,2013
20,Willis McGahee,RB,13,CLE,JAX,14,57,4,1,2,2,14,0,0,0,15.10,2013
21,Maurice Jones-Drew,RB,13,JAX,CLE,23,77,3,0,8,2,4,0,0,0,14.42,2013
22,Donald Brown,RB,13,IND,TEN,14,54,4,1,3,2,10,0,0,0,14.40,2013
23,Alfred Morris,RB,13,WAS,NYG,11,26,2,1,3,3,27,0,0,0,14.30,2013
24,Ryan Mathews,RB,13,LAC,CIN,14,61,4,0,6,5,31,0,0,0,14.20,2013
25,Ray Rice,RB,13,BAL,PIT,12,32,3,0,7,6,38,0,0,0,13.00,2013
26,Mike Tolbert,FB,13,CAR,TB,9,48,5,0,4,3,41,0,0,0,11.90,2013
27,Frank Gore,RB,13,SF,LAR,15,42,3,1,2,2,7,0,1,1,11.90,2013
28,Knile Davis,RB,13,KC,DEN,1,20,20,0,2,2,18,0,0,0,11.80,2013
29,Antone Smith,RB,13,ATL,BUF,1,38,38,1,2,1,6,0,0,0,11.40,2013
30,Darren Sproles,RB,13,NO,SEA,3,11,4,0,8,7,32,0,0,0,11.30,2013
31,LeGarrette Blount,RB,13,NE,HOU,12,44,4,1,0,0,0,0,0,0,10.40,2013
32,Lance Dunbar,RB,13,DAL,OAK,12,82,7,0,1,1,12,0,0,0,10.40,2013
33,Lamar Miller,RB,13,MIA,NYJ,22,72,3,0,1,1,13,0,0,0,9.50,2013
34,Dexter McCluster,RB,13,KC,DEN,1,0,0,0,6,5,43,0,0,0,9.30,2013
35,Bobby Rainey,RB,13,TB,CAR,17,63,4,0,3,2,8,0,0,0,9.10,2013
36,Bilal Powell,RB,13,NYJ,MIA,7,34,5,0,5,3,25,0,0,0,8.90,2013
37,Marshawn Lynch,RB,13,SEA,NO,16,45,3,0,4,3,12,0,1,0,8.70,2013
38,James Develin,RB,13,NE,HOU,2,4,2,1,1,1,12,0,0,0,8.60,2013
39,Chris Ivory,RB,13,NYJ,MIA,12,61,5,0,1,1,12,0,0,0,8.30,2013
40,Zac Stacy,RB,13,LAR,SF,19,72,4,0,2,1,-1,0,0,0,8.10,2013
41,Derrick Coleman,FB,13,SEA,NO,2,3,2,0,1,1,8,1,0,0,8.10,2013
42,Stepfan Taylor,RB,13,ARI,PHI,3,15,5,0,3,2,45,0,0,0,8.00,2013
43,Roy Helu,RB,13,WAS,NYG,4,6,2,0,4,4,34,0,0,0,8.00,2013
44,Rashard Mendenhall,RB,13,ARI,PHI,18,76,4,0,0,0,0,0,0,0,7.60,2013
45,Giovani Bernard,RB,13,CIN,LAC,14,57,4,0,2,1,9,0,0,0,7.60,2013
46,Bernard Pierce,RB,13,BAL,PIT,9,35,4,0,3,3,4,0,0,0,6.90,2013
47,Jonathan Stewart,RB,13,CAR,TB,14,39,3,0,2,2,3,0,0,0,6.20,2013
48,Peyton Hillis,RB,13,NYG,WAS,6,45,8,0,1,1,6,0,0,0,6.10,2013
49,Pierre Thomas,RB,13,NO,SEA,4,0,0,0,4,4,21,0,0,0,6.10,2013
50,Eddie Lacy,RB,13,GB,DET,10,16,2,0,4,2,23,0,0,0,5.90,2013
