Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Eric Decker,WR,13,DEN,KC,12,8,67,174,4,42,15,22,0,0,0,0,0,52.40,2013
2,Alshon Jeffery,WR,13,CHI,MIN,15,12,80,249,2,80,17,21,1,0,0,0,0,51.90,2013
3,Josh Gordon,WR,13,CLE,JAX,15,10,67,261,2,95,17,26,0,0,0,0,0,51.10,2013
4,Brian Hartline,WR,13,MIA,NYJ,15,9,60,127,1,31,9,14,0,0,0,0,0,30.70,2013
5,Roddy White,WR,13,ATL,BUF,14,10,71,143,0,29,10,14,0,0,0,0,0,27.30,2013
6,Calvin Johnson,WR,13,DET,GB,10,6,60,101,1,20,10,17,0,0,0,0,0,25.10,2013
7,Andre Holmes,WR,13,OAK,DAL,11,7,64,136,0,35,12,19,0,0,0,0,0,23.60,2013
8,Andre Johnson,WR,13,HOU,NE,9,8,89,121,0,29,13,15,0,0,0,0,0,23.10,2013
9,Julian Edelman,WR,13,NE,HOU,12,9,75,101,0,25,8,11,0,0,0,0,0,22.10,2013
10,Torrey Smith,WR,13,BAL,PIT,10,6,60,93,1,54,9,16,0,0,0,0,0,21.30,2013
11,Mike Wallace,WR,13,MIA,NYJ,9,7,78,82,1,28,9,12,0,0,0,0,0,21.20,2013
12,Michael Floyd,WR,13,ARI,PHI,10,5,50,99,1,34,10,20,0,0,0,0,0,20.90,2013
13,Greg Jennings,WR,13,MIN,CHI,9,7,78,78,1,19,9,11,0,0,0,0,0,20.80,2013
14,Keenan Allen,WR,13,LAC,CIN,10,8,80,106,0,22,11,13,0,0,0,1,1,20.60,2013
15,AJ Green,WR,13,CIN,LAC,7,5,71,83,1,28,12,17,0,0,0,0,0,19.30,2013
16,Dez Bryant,WR,13,DAL,OAK,9,7,78,61,1,25,7,9,0,0,0,1,0,19.10,2013
17,Anquan Boldin,WR,13,SF,LAR,13,9,69,98,0,21,8,11,0,0,0,0,0,18.80,2013
18,Cecil Shorts,WR,13,JAX,CLE,11,6,55,64,1,20,6,11,0,0,0,0,0,18.40,2013
19,Larry Fitzgerald,WR,13,ARI,PHI,8,5,63,72,1,43,9,14,0,0,0,0,0,18.20,2013
20,Doug Baldwin,WR,13,SEA,NO,5,4,80,77,1,52,15,19,0,0,0,0,0,17.70,2013
21,Demaryius Thomas,WR,13,DEN,KC,6,3,50,106,0,77,18,35,0,0,0,0,0,16.60,2013
22,Emmanuel Sanders,WR,13,PIT,BAL,11,6,55,43,1,15,4,7,0,0,0,0,0,16.30,2013
23,Ace Sanders,WR,13,JAX,CLE,11,8,73,67,0,25,6,8,1,4,0,0,0,15.10,2013
24,Pierre Garcon,WR,13,WAS,NYG,12,9,75,61,0,16,5,7,0,0,0,1,1,14.10,2013
25,Victor Cruz,WR,13,NYG,WAS,7,6,86,80,0,22,11,13,0,0,0,0,0,14.00,2013
26,Kendall Wright,WR,13,TEN,IND,11,6,55,77,0,35,7,13,0,0,0,0,0,13.70,2013
27,Harry Douglas,WR,13,ATL,BUF,15,6,40,73,0,20,5,12,0,0,0,0,0,13.30,2013
28,Junior Hemingway,WR,13,KC,DEN,3,3,100,42,1,17,14,14,0,0,0,0,0,13.20,2013
29,Brian Quick,WR,13,LAR,SF,4,3,75,41,1,29,10,14,0,0,0,0,0,13.10,2013
30,Nate Washington,WR,13,TEN,IND,6,5,83,81,0,31,14,16,0,0,0,0,0,13.10,2013
31,Ted Ginn,WR,13,CAR,TB,4,2,50,47,1,36,12,24,0,0,0,0,0,12.70,2013
32,Brandon LaFell,WR,13,CAR,TB,7,3,43,36,1,16,5,12,0,0,0,0,0,12.60,2013
33,James Jones,WR,13,GB,DET,5,3,60,79,0,56,16,26,0,0,0,0,0,10.90,2013
34,Antonio Brown,WR,13,PIT,BAL,8,5,63,59,0,19,7,12,0,0,0,0,0,10.90,2013
35,Jerome Simpson,WR,13,MIN,CHI,9,3,33,76,0,32,8,25,0,0,0,0,0,10.60,2013
36,Vincent Jackson,WR,13,TB,CAR,5,3,60,75,0,60,15,25,1,0,0,0,0,10.50,2013
37,Danny Amendola,WR,13,NE,HOU,5,5,100,54,0,17,11,11,0,0,0,0,0,10.40,2013
38,Cordarrelle Patterson,WR,13,MIN,CHI,4,1,25,4,0,4,1,4,2,27,1,0,0,10.10,2013
39,Andrew Hawkins,WR,13,CIN,LAC,3,3,100,65,0,50,22,22,1,6,0,0,0,10.10,2013
40,Jeremy Ross,WR,13,DET,GB,1,1,100,5,1,5,5,5,1,24,0,0,0,9.90,2013
41,Kris Durham,WR,13,DET,GB,7,3,43,68,0,36,10,23,0,0,0,0,0,9.80,2013
42,DeAndre Hopkins,WR,13,HOU,NE,5,2,40,77,0,66,15,39,0,0,0,0,0,9.70,2013
43,TY Hilton,WR,13,IND,TEN,7,5,71,46,0,20,7,9,0,0,0,0,0,9.60,2013
44,Steve Johnson,WR,13,BUF,ATL,8,5,63,55,0,15,7,11,0,0,0,1,1,9.50,2013
45,Jacoby Jones,WR,13,BAL,PIT,7,4,57,53,0,34,8,13,0,0,0,0,0,9.30,2013
46,Kevin Ogletree,WR,13,DET,GB,1,1,100,20,1,20,20,20,0,0,0,0,0,9.00,2013
47,Greg Little,WR,13,CLE,JAX,4,2,50,9,1,5,2,5,0,0,0,0,0,8.90,2013
48,Michael Crabtree,WR,13,SF,LAR,4,2,50,68,0,60,17,34,0,0,0,0,0,8.80,2013
49,Rod Streater,WR,13,OAK,DAL,4,3,75,57,0,27,14,19,0,0,0,0,0,8.70,2013
50,Jerricho Cotchery,WR,13,PIT,BAL,6,2,33,6,1,5,1,3,0,0,0,0,0,8.60,2013
