,Player,Position,Team,Opponent,Points,PlayerID
0,Colin Kaepernick,QB,SF,GB,33.68,00-0027974
1,Aaron Rodgers,QB,GB,SF,28.62,00-0023459
2,Matt Schaub,QB,HOU,LAC,27.84,00-0022787
3,Michael Vick,QB,PHI,WAS,26.52,
4,Andrew Luck,QB,IND,OAK,24.92,00-0029668
5,Philip Rivers,QB,LAC,HOU,24.6,00-0022942
6,Robert Griffin III,QB,WAS,PHI,24.56,00-0029532
7,Drew Brees,QB,NO,ATL,24.48,00-0020531
8,Matthew Stafford,QB,DET,MIN,24.48,00-0026498
9,Joe Flacco,QB,BAL,DEN,23.48,00-0026158
10,Matt Ryan,QB,ATL,NO,23.36,00-0026143
11,Carson Palmer,QB,ARI,LAR,22.08,00-0021429
12,Sam Bradford,QB,LA,ARI,21.06,00-0027854
13,Russell Wilson,QB,SEA,CAR,19.5,00-0029263
14,Jay Cutler,QB,CHI,CIN,18.28,00-0024226
15,Andy Dalton,QB,CIN,CHI,17.48,00-0027973
16,Alex Smith,QB,KC,JAX,17.42,00-0023436
17,Tony Romo,QB,DAL,NYG,17.42,00-0021678
18,Tom Brady,QB,NE,BUF,17.12,00-0019596
19,Geno Smith,QB,NYJ,TB,16.94,00-0030565
20,EJ Manuel,QB,BUF,NE,16.3,00-0030526
21,Ryan Tannehill,QB,MIA,CLE,14.18,00-0029701
22,Cam Newton,QB,CAR,SEA,12.8,00-0027939
23,Brandon Weeden,QB,CLE,MIA,12.56,00-0029677
24,Josh Freeman,QB,TB,NYJ,11.4,00-0026993
25,Ben Roethlisberger,QB,PIT,TEN,10.64,00-0022924
26,Christian Ponder,QB,MIN,DET,10.64,00-0027950
27,Jake Locker,QB,TEN,PIT,5.3,00-0027946
28,Blaine Gabbert,QB,JAX,KC,4.44,00-0027948
29,Chad Henne,QB,JAX,KC,1.44,00-0026197
30,Kyle Orton,QB,DAL,NYG,0.0,00-0023541
31,Luke McCown,QB,NO,ATL,0.0,00-0022864
32,Joe Webb,QB,MIN,DET,0.0,00-0027796
33,Chase Daniel,QB,KC,JAX,-0.2,00-0026544
34,Victor Cruz,WR,NYG,DAL,37.8,00-0027265
35,Demaryius Thomas,WR,DEN,BAL,36.1,00-0027874
36,Andre Johnson,WR,HOU,LAC,29.6,00-0022044
37,Brian Hartline,WR,MIA,CLE,29.4,00-0027077
38,Jordy Nelson,WR,GB,SF,29.0,00-0026176
39,Larry Fitzgerald,WR,ARI,LAR,28.0,00-0022921
40,Randall Cobb,WR,GB,SF,27.4,00-0028002
41,Brandon Marshall,WR,CHI,CIN,27.4,00-0024334
42,Julian Edelman,WR,NE,BUF,26.9,00-0027150
43,Wes Welker,WR,DEN,BAL,26.7,00-0022427
44,DeSean Jackson,WR,PHI,WAS,26.4,00-0026189
45,Vincent Jackson,WR,TB,NYJ,25.4,00-0023496
46,Leonard Hankerson,WR,WAS,PHI,25.0,00-0028017
47,Terrelle Pryor,WR,OAK,IND,24.88,00-0028825
48,Jerome Simpson,WR,MIN,DET,24.0,00-0026186
49,Reggie Wayne,WR,IND,OAK,23.6,00-0020498
50,Danny Amendola,WR,NE,BUF,23.4,00-0026035
51,Julio Jones,WR,ATL,NO,19.6,00-0027944
52,Hakeem Nicks,WR,NYG,DAL,19.4,00-0027005
53,Rueben Randle,WR,NYG,DAL,18.1,00-0029262
54,Marques Colston,WR,NO,ATL,17.8,00-0024466
55,Andre Roberts,WR,ARI,LAR,17.7,00-0027691
56,Eddie Royal,WR,LAC,HOU,17.4,00-0026182
57,Miles Austin,WR,DAL,NYG,17.2,00-0023921
58,Steve Smith,WR,CAR,SEA,17.1,
59,Marlon Brown,WR,BAL,DEN,16.5,00-0030400
60,Doug Baldwin,WR,SEA,CAR,16.4,00-0028434
61,Denarius Moore,WR,OAK,IND,15.3,00-0028086
62,Mike Williams,WR,TB,NYJ,15.2,00-0033536
63,Brandon Gibson,WR,MIA,CLE,14.7,00-0026937
64,Nate Burleson,WR,DET,MIN,13.8,00-0021999
65,Jerricho Cotchery,WR,PIT,TEN,13.4,00-0022811
66,Pierre Garcon,WR,WAS,PHI,13.4,00-0026345
67,Harry Douglas,WR,ATL,NO,13.3,00-0026224
68,Torrey Smith,WR,BAL,DEN,13.2,00-0027996
69,Jermaine Kearse,WR,SEA,CAR,12.9,00-0029159
70,Steve Johnson,WR,BUF,NE,12.9,00-0026364
71,Rod Streater,WR,OAK,IND,12.9,00-0029129
72,Emmanuel Sanders,WR,PIT,TEN,12.7,00-0027685
73,Antonio Brown,WR,PIT,TEN,12.5,00-0027793
74,Michael Floyd,WR,ARI,LAR,12.2,00-0029638
75,DeAndre Hopkins,WR,HOU,LAC,11.6,00-0030564
