Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Adrian Peterson,RB,1,MIN,DET,18,93,5,2,4,4,18,1,0,0,33.10,2013
2,Reggie Bush,RB,1,DET,MIN,21,90,4,0,8,4,101,1,0,0,32.10,2013
3,LeSean McCoy,RB,1,PHI,WAS,31,184,6,1,1,1,5,0,0,0,28.90,2013
4,Joique Bell,RB,1,DET,MIN,6,25,4,2,6,5,67,0,0,0,26.20,2013
5,Shane Vereen,RB,1,NE,BUF,14,101,7,0,10,7,58,0,0,0,25.90,2013
6,Ray Rice,RB,1,BAL,DEN,12,36,3,1,11,8,35,0,0,0,21.10,2013
7,DeMarco Murray,RB,1,DAL,NYG,20,86,4,0,10,8,39,0,0,0,20.50,2013
8,Matt Forte,RB,1,CHI,CIN,19,50,3,1,6,4,41,0,0,0,19.10,2013
9,Jamaal Charles,RB,1,KC,JAX,16,77,5,1,6,3,23,0,0,0,19.00,2013
10,Steven Jackson,RB,1,ATL,NO,11,77,7,0,8,5,45,0,0,0,17.20,2013
11,Darren Sproles,RB,1,NO,ATL,8,22,3,0,6,6,88,0,0,0,17.00,2013
12,Darren McFadden,RB,1,OAK,IND,17,48,3,1,5,3,18,0,0,0,15.60,2013
13,Arian Foster,RB,1,HOU,LAC,18,57,3,0,8,6,33,0,0,0,15.00,2013
14,Fred Jackson,RB,1,BUF,NE,13,67,5,0,5,4,41,0,1,0,14.80,2013
15,Daryl Richardson,RB,1,LAR,ARI,20,63,3,0,6,5,33,0,0,0,14.60,2013
16,Frank Gore,RB,1,SF,GB,21,44,2,1,2,2,21,0,0,0,14.50,2013
17,Ryan Mathews,RB,1,LAC,HOU,13,33,3,0,2,2,22,1,0,0,13.50,2013
18,Doug Martin,RB,1,TB,NYJ,24,65,3,1,6,2,-1,0,2,1,13.40,2013
19,Eddie Lacy,RB,1,GB,SF,14,41,3,1,2,1,31,0,1,1,13.20,2013
20,Da'Rel Scott,RB,1,NYG,DAL,5,23,5,0,8,5,51,0,0,0,12.40,2013
21,DeAngelo Williams,RB,1,CAR,SEA,17,86,5,0,3,3,14,0,2,1,12.00,2013
22,Alfred Morris,RB,1,WAS,PHI,12,45,4,1,1,1,9,0,1,1,11.40,2013
23,Bilal Powell,RB,1,NYJ,TB,12,29,2,0,5,4,35,0,1,0,10.40,2013
24,Vonta Leach,RB,1,BAL,DEN,0,0,0,0,4,3,12,1,0,0,10.20,2013
25,BenJarvus Green-Ellis,RB,1,CIN,CHI,14,25,2,1,1,1,4,0,0,0,9.90,2013
26,Pierre Thomas,RB,1,NO,ATL,9,43,5,0,4,4,16,0,0,0,9.90,2013
27,Trent Richardson,RB,1,CLE,MIA,13,47,4,0,6,2,30,0,0,0,9.70,2013
28,Knowshon Moreno,RB,1,DEN,BAL,9,28,3,0,3,3,37,0,0,0,9.50,2013
29,CJ Spiller,RB,1,BUF,NE,17,41,2,0,6,5,14,0,1,1,9.50,2013
30,Daniel Thomas,RB,1,MIA,CLE,8,14,2,1,1,1,5,0,0,0,8.90,2013
31,Anthony Sherman,FB,1,KC,JAX,0,0,0,0,4,4,44,0,0,0,8.40,2013
32,Ben Tate,RB,1,HOU,LAC,9,55,6,0,2,2,7,0,0,0,8.20,2013
33,Jackie Battle,FB,1,TEN,PIT,8,21,3,1,0,0,0,0,0,0,8.10,2013
34,Rashard Mendenhall,RB,1,ARI,LAR,16,60,4,0,1,1,4,0,0,0,7.40,2013
35,Dexter McCluster,RB,1,KC,JAX,0,0,0,0,5,3,43,0,0,0,7.30,2013
36,Marshawn Lynch,RB,1,SEA,CAR,17,43,3,0,3,2,9,0,0,0,7.20,2013
37,Ronnie Brown,RB,1,LAC,HOU,5,27,5,0,2,2,24,0,0,0,7.10,2013
38,Chris Johnson,RB,1,TEN,PIT,25,70,3,0,0,0,0,0,0,0,7.00,2013
39,Justin Forsett,RB,1,JAX,KC,1,7,7,0,5,4,22,0,0,0,6.90,2013
40,Vick Ballard,RB,1,IND,OAK,13,63,5,0,2,1,-5,0,0,0,6.80,2013
41,Ronnie Hillman,RB,1,DEN,BAL,4,15,4,0,2,2,27,0,0,0,6.20,2013
42,Derrick Coleman,FB,1,SEA,CAR,0,0,0,0,3,3,30,0,0,0,6.00,2013
43,Jordan Todman,RB,1,JAX,KC,1,2,2,0,4,3,20,0,0,0,5.20,2013
44,LaRod Stephens-Howling,RB,1,PIT,TEN,6,19,3,0,3,2,11,0,0,0,5.00,2013
45,Robert Turbin,RB,1,SEA,CAR,3,17,6,0,2,2,13,0,0,0,5.00,2013
46,Maurice Jones-Drew,RB,1,JAX,KC,15,45,3,0,2,0,0,0,0,0,4.50,2013
47,Bruce Miller,FB,1,SF,GB,0,0,0,0,2,2,24,0,0,0,4.40,2013
48,Ahmad Bradshaw,RB,1,IND,OAK,7,26,4,0,1,1,7,0,0,0,4.30,2013
49,Giovani Bernard,RB,1,CIN,CHI,4,22,6,0,2,1,8,0,0,0,4.00,2013
50,Jason Snelling,RB,1,ATL,NO,0,0,0,0,3,2,17,0,0,0,3.70,2013
