Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jared Cook,TE,1,LAR,ARI,10,7,70,141,2,47,14,20,0,0,0,1,1,35.10,2013
2,Julius Thomas,TE,1,DEN,BAL,7,5,71,110,2,44,16,22,0,0,0,0,0,31.00,2013
3,Jordan Cameron,TE,1,CLE,MIA,13,9,69,108,1,22,8,12,0,0,0,0,0,28.80,2013
4,Vernon Davis,TE,1,SF,GB,9,6,67,98,2,37,11,16,0,0,0,0,0,27.80,2013
5,Jason Witten,TE,1,DAL,NYG,9,8,89,70,2,21,8,9,0,0,0,0,0,27.00,2013
6,Owen Daniels,TE,1,HOU,LAC,7,5,71,67,2,28,10,13,0,0,0,0,0,23.70,2013
7,Kellen Winslow,TE,1,NYJ,TB,8,7,88,79,1,25,10,11,0,0,0,0,0,20.90,2013
8,Brandon Myers,TE,1,NYG,DAL,9,7,78,66,1,19,7,9,0,0,0,0,0,19.60,2013
9,Jermichael Finley,TE,1,GB,SF,8,5,63,56,1,13,7,11,0,0,0,0,0,16.60,2013
10,Dallas Clark,TE,1,BAL,DEN,12,7,58,87,0,31,7,12,0,0,0,0,0,15.70,2013
11,Jimmy Graham,TE,1,NO,ATL,7,4,57,45,1,21,6,11,0,0,0,0,0,14.50,2013
12,Martellus Bennett,TE,1,CHI,CIN,6,3,50,49,1,30,8,16,0,0,0,0,0,13.90,2013
13,Brent Celek,TE,1,PHI,WAS,3,2,67,56,1,28,19,28,0,0,0,0,0,13.60,2013
14,Garrett Graham,TE,1,HOU,LAC,5,4,80,27,1,12,5,7,0,0,0,0,0,12.70,2013
15,Tony Gonzalez,TE,1,ATL,NO,6,3,50,36,1,16,6,12,0,0,0,0,0,12.60,2013
16,Joseph Fauria,TE,1,DET,MIN,3,3,100,27,1,22,9,9,0,0,0,0,0,11.70,2013
17,Greg Olsen,TE,1,CAR,SEA,10,5,50,56,0,27,6,11,0,0,0,0,0,10.60,2013
