Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Greg Zuerlein,K,1,LAR,ARI,4,4,100,48,1,1,0.00,2013
2,Dan Bailey,K,1,DAL,NYG,3,3,100,45,3,3,0.00,2013
3,Stephen Gostkowski,K,1,NE,BUF,3,3,100,48,2,2,0.00,2013
4,Caleb Sturgis,K,1,MIA,CLE,3,3,100,49,2,2,0.00,2013
5,Garrett Hartley,K,1,NO,ATL,3,3,100,48,2,2,0.00,2013
6,David Akers,K,1,DET,MIN,2,2,100,42,4,4,0.00,2013
7,Nick Folk,K,1,NYJ,TB,3,3,100,48,1,1,0.00,2013
8,Rob Bironas,K,1,TEN,PIT,3,3,100,44,1,1,0.00,2013
9,Phil Dawson,K,1,SF,GB,2,3,67,33,4,4,0.00,2013
10,Justin Tucker,K,1,BAL,DEN,2,2,100,30,3,3,0.00,2013
11,Blair Walsh,K,1,MIN,DET,1,1,100,52,3,3,0.00,2013
12,Robbie Gould,K,1,CHI,CIN,1,1,100,58,3,3,0.00,2013
13,Matt Prater,K,1,DEN,BAL,0,0,0,0,7,7,0.00,2013
14,Josh Brown,K,1,NYG,DAL,1,1,100,20,4,4,0.00,2013
15,Alex Henery,K,1,PHI,WAS,1,1,100,48,4,4,0.00,2013
16,Randy Bullock,K,1,HOU,LAC,1,2,50,41,4,4,0.00,2013
17,Steven Hauschka,K,1,SEA,CAR,2,2,100,40,0,0,0.00,2013
18,Jay Feely,K,1,ARI,LAR,1,2,50,30,3,3,0.00,2013
19,Matt Bryant,K,1,ATL,NO,1,1,100,23,2,2,0.00,2013
20,Rian Lindell,K,1,TB,NYJ,1,1,100,37,2,2,0.00,2013
21,Sebastian Janikowski,K,1,OAK,IND,1,2,50,38,2,2,0.00,2013
22,Ryan Succop,K,1,KC,JAX,0,0,0,0,4,4,0.00,2013
23,Billy Cundiff,K,1,CLE,MIA,1,1,100,39,1,1,0.00,2013
24,Mason Crosby,K,1,GB,SF,0,0,0,0,4,4,0.00,2013
25,Nick Novak,K,1,LAC,HOU,0,0,0,0,4,4,0.00,2013
26,Adam Vinatieri,K,1,IND,OAK,0,0,0,0,3,3,0.00,2013
27,Mike Nugent,K,1,CIN,CHI,0,0,0,0,3,3,0.00,2013
28,Dan Carpenter,K,1,BUF,NE,0,0,0,0,3,3,0.00,2013
29,Kai Forbath,K,1,WAS,PHI,0,1,0,0,3,3,0.00,2013
30,Graham Gano,K,1,CAR,SEA,0,0,0,0,1,1,0.00,2013
31,Shaun Suisham,K,1,PIT,TEN,0,0,0,0,1,1,0.00,2013
32,Josh Scobee,K,1,JAX,KC,0,0,0,0,0,0,0.00,2013
