Player,Position,Team,Opponent,Points
Colin Kaepernick,QB,SF,GB,33.68
Aaron Rodgers,QB,GB,SF,28.62
Matt Schaub,QB,HOU,LAC,27.84
Michael Vick,QB,PHI,WAS,26.52
Andrew Luck,QB,IND,OAK,24.92
Philip Rivers,QB,LAC,HOU,24.60
Robert Griffin III,QB,WAS,PHI,24.56
Drew Brees,QB,NO,ATL,24.48
Matthew Stafford,QB,DET,MIN,24.48
Joe Flacco,QB,BAL,DEN,23.48
Matt Ryan,QB,ATL,NO,23.36
Carson Palmer,QB,ARI,LAR,22.08
Sam Bradford,QB,LAR,ARI,21.06
Russell Wilson,QB,SEA,CAR,19.50
Jay Cutler,QB,CHI,CIN,18.28
Andy Dalton,QB,CIN,CHI,17.48
Alex Smith,QB,KC,JAX,17.42
Tony Romo,QB,DAL,NYG,17.42
Tom Brady,QB,NE,BUF,17.12
Geno Smith,QB,NYJ,TB,16.94
EJ Manuel,QB,BUF,NE,16.30
Ryan Tannehill,QB,MIA,CLE,14.18
Cam Newton,QB,CAR,SEA,12.80
Brandon Weeden,QB,CLE,MIA,12.56
Josh Freeman,QB,TB,NYJ,11.40
Ben Roethlisberger,QB,PIT,TEN,10.64
Christian Ponder,QB,MIN,DET,10.64
Jake Locker,QB,TEN,PIT,5.30
Blaine Gabbert,QB,JAX,KC,4.44
Chad Henne,QB,JAX,KC,1.44
Kyle Orton,QB,DAL,NYG,0.00
Luke McCown,QB,NO,ATL,0.00
Joe Webb,QB,MIN,DET,0.00
Chase Daniel,QB,KC,JAX,-0.20
Victor Cruz,WR,NYG,DAL,37.80
Demaryius Thomas,WR,DEN,BAL,36.10
Andre Johnson,WR,HOU,LAC,29.60
Brian Hartline,WR,MIA,CLE,29.40
Jordy Nelson,WR,GB,SF,29.00
Larry Fitzgerald,WR,ARI,LAR,28.00
Randall Cobb,WR,GB,SF,27.40
Brandon Marshall,WR,CHI,CIN,27.40
Julian Edelman,WR,NE,BUF,26.90
Wes Welker,WR,DEN,BAL,26.70
DeSean Jackson,WR,PHI,WAS,26.40
Vincent Jackson,WR,TB,NYJ,25.40
Leonard Hankerson,WR,WAS,PHI,25.00
Terrelle Pryor,WR,OAK,IND,24.88
Jerome Simpson,WR,MIN,DET,24.00
Reggie Wayne,WR,IND,OAK,23.60
Danny Amendola,WR,NE,BUF,23.40
Julio Jones,WR,ATL,NO,19.60
Hakeem Nicks,WR,NYG,DAL,19.40
Rueben Randle,WR,NYG,DAL,18.10
Marques Colston,WR,NO,ATL,17.80
Andre Roberts,WR,ARI,LAR,17.70
Eddie Royal,WR,LAC,HOU,17.40
Miles Austin,WR,DAL,NYG,17.20
Steve Smith,WR,CAR,SEA,17.10
Marlon Brown,WR,BAL,DEN,16.50
Doug Baldwin,WR,SEA,CAR,16.40
Denarius Moore,WR,OAK,IND,15.30
Mike Williams,WR,TB,NYJ,15.20
Brandon Gibson,WR,MIA,CLE,14.70
Nate Burleson,WR,DET,MIN,13.80
Jerricho Cotchery,WR,PIT,TEN,13.40
Pierre Garcon,WR,WAS,PHI,13.40
Harry Douglas,WR,ATL,NO,13.30
Torrey Smith,WR,BAL,DEN,13.20
Jermaine Kearse,WR,SEA,CAR,12.90
Steve Johnson,WR,BUF,NE,12.90
Rod Streater,WR,OAK,IND,12.90
Emmanuel Sanders,WR,PIT,TEN,12.70
Antonio Brown,WR,PIT,TEN,12.50
Michael Floyd,WR,ARI,LAR,12.20
