Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,TY Hilton,WR,6,IND,HOU,9,9,100,223,1,49,25,25,0,0,0,0,0,40.30,2014
2,Demaryius Thomas,WR,6,DEN,NYJ,12,10,83,124,1,54,10,12,0,0,0,0,0,31.40,2014
3,Andre Holmes,WR,6,OAK,LAC,8,4,50,121,2,77,15,30,0,0,0,0,0,31.10,2014
4,Mohamed Sanu,WR,6,CIN,CAR,14,10,71,120,1,34,9,12,0,0,0,0,0,31.00,2014
5,Jordy Nelson,WR,6,GB,MIA,16,9,56,107,1,22,7,12,0,0,0,0,0,28.70,2014
6,Brandon LaFell,WR,6,NE,BUF,6,4,67,97,2,56,16,24,0,0,0,0,0,25.70,2014
7,Steve Smith,WR,6,BAL,TB,6,5,83,110,1,56,18,22,0,0,0,0,0,25.00,2014
8,Malcom Floyd,WR,6,LAC,OAK,7,5,71,103,1,44,15,21,0,0,0,0,0,24.30,2014
9,DeSean Jackson,WR,6,WAS,ARI,5,3,60,115,1,64,23,38,1,5,0,0,0,24.00,2014
10,Robert Woods,WR,6,BUF,NE,10,7,70,78,1,35,8,11,0,0,0,0,0,22.80,2014
11,Anquan Boldin,WR,6,SF,LAR,9,7,78,94,1,28,10,13,0,0,0,0,0,22.40,2014
12,Cecil Shorts,WR,6,JAX,TEN,16,10,63,103,0,23,6,10,0,0,0,1,1,22.30,2014
13,Andre Johnson,WR,6,HOU,IND,12,7,58,99,1,26,8,14,0,0,0,1,1,21.90,2014
14,Larry Fitzgerald,WR,6,ARI,WAS,6,6,100,98,1,24,16,16,0,0,0,0,0,21.80,2014
15,Alshon Jeffery,WR,6,CHI,ATL,7,5,71,136,0,74,19,27,2,0,0,0,0,21.60,2014
16,Antonio Brown,WR,6,PIT,CLE,10,7,70,118,0,23,12,17,1,-2,0,0,0,21.60,2014
17,Torrey Smith,WR,6,BAL,TB,5,4,80,51,2,18,10,13,0,0,0,0,0,21.10,2014
18,Brandon Marshall,WR,6,CHI,ATL,9,6,67,113,0,47,13,19,0,0,0,0,0,20.30,2014
19,Louis Murphy,WR,6,TB,BAL,9,7,78,72,1,24,8,10,0,0,0,0,0,20.20,2014
20,Jarvis Landry,WR,6,MIA,GB,8,6,75,75,1,21,9,13,0,0,0,0,0,19.50,2014
21,Julian Edelman,WR,6,NE,BUF,12,9,75,91,0,20,8,10,1,10,0,0,0,19.10,2014
22,Chris Hogan,WR,6,BUF,NE,6,5,83,72,1,24,12,14,0,0,0,0,0,18.20,2014
23,Kelvin Benjamin,WR,6,CAR,CIN,8,7,88,49,1,13,6,7,0,0,0,0,0,17.90,2014
24,Mike Wallace,WR,6,MIA,GB,9,5,56,67,1,25,7,13,0,0,0,0,0,17.70,2014
25,Eric Decker,WR,6,NYJ,DEN,10,6,60,54,1,15,5,9,0,0,0,0,0,17.40,2014
26,Randall Cobb,WR,6,GB,MIA,7,5,71,58,1,28,8,12,1,1,0,0,0,16.90,2014
27,James Jones,WR,6,OAK,LAC,7,5,71,56,1,18,8,11,0,0,0,0,0,16.60,2014
28,Mike Evans,WR,6,TB,BAL,8,4,50,55,1,25,7,14,0,0,0,0,0,15.50,2014
29,Brice Butler,WR,6,OAK,LAC,5,3,60,64,1,47,13,21,0,0,0,0,0,15.40,2014
30,Brandon Lloyd,WR,6,SF,LAR,1,1,100,80,1,80,80,80,0,0,0,0,0,15.00,2014
31,Allen Robinson,WR,6,JAX,TEN,9,8,89,68,0,15,8,9,0,0,0,0,0,14.80,2014
32,Brandon Tate,WR,6,CIN,CAR,5,4,80,38,1,16,8,10,1,9,0,0,0,14.70,2014
33,Michael Floyd,WR,6,ARI,WAS,7,4,57,47,1,20,7,12,0,0,0,1,0,14.70,2014
34,Michael Crabtree,WR,6,SF,LAR,8,3,38,49,1,32,6,16,0,0,0,0,0,13.90,2014
35,Davante Adams,WR,6,GB,MIA,8,6,75,77,0,24,10,13,0,0,0,0,0,13.70,2014
