,Player,Position,Team,Opponent,Points,PlayerID
0,Tom Brady,QB,NE,BUF,33.74,00-0019596
1,Colin Kaepernick,QB,SF,LAR,32.42,00-0027974
2,Andrew Luck,QB,IND,HOU,29.6,00-0029668
3,Philip Rivers,QB,LAC,OAK,28.82,00-0022942
4,Derek Carr,QB,OAK,LAC,26.48,00-0031280
5,Aaron Rodgers,QB,GB,MIA,25.96,00-0023459
6,Jay Cutler,QB,CHI,ATL,24.64,00-0024226
7,Andy Dalton,QB,CIN,CAR,24.42,00-0027973
8,Blake Bortles,QB,JAX,TEN,23.24,00-0031407
9,Mike Glennon,QB,TB,BAL,22.56,00-0030520
10,Kirk Cousins,QB,WAS,ARI,22.16,00-0029604
11,Peyton Manning,QB,DEN,NYJ,21.48,00-0010346
12,Ryan Tannehill,QB,MIA,GB,20.66,00-0029701
13,Kyle Orton,QB,BUF,NE,19.96,00-0023541
14,Carson Palmer,QB,ARI,WAS,17.7,00-0021429
15,Tony Romo,QB,DAL,SEA,16.9,00-0021678
16,Nick Foles,QB,PHI,NYG,16.42,00-0029567
17,Geno Smith,QB,NYJ,DEN,15.7,00-0030565
18,Matt Ryan,QB,ATL,CHI,13.74,00-0026143
19,Ben Roethlisberger,QB,PIT,CLE,12.82,00-0022924
20,Brian Hoyer,QB,CLE,PIT,12.68,00-0026625
21,Austin Davis,QB,LA,SF,12.34,00-0028957
22,Ryan Fitzpatrick,QB,HOU,IND,11.98,00-0023682
23,Matthew Stafford,QB,DET,MIN,11.5,00-0026498
24,Russell Wilson,QB,SEA,DAL,11.24,00-0029263
25,Charlie Whitehurst,QB,TEN,JAX,9.42,00-0024296
26,Eli Manning,QB,NYG,PHI,6.34,00-0022803
27,Teddy Bridgewater,QB,MIN,DET,5.62,00-0031237
28,Ryan Nassib,QB,NYG,PHI,2.4,00-0030586
29,Tyrod Taylor,QB,BAL,TB,-0.3,00-0028118
30,Andre Holmes,WR,OAK,LAC,31.1,00-0028263
31,Mohamed Sanu,WR,CIN,CAR,31.0,00-0029632
32,Jordy Nelson,WR,GB,MIA,28.7,00-0026176
33,Brandon LaFell,WR,NE,BUF,25.7,00-0027681
34,Steve Smith,WR,BAL,TB,25.0,
35,Malcom Floyd,WR,LAC,OAK,24.3,00-0022414
36,DeSean Jackson,WR,WAS,ARI,24.0,00-0026189
37,Robert Woods,WR,BUF,NE,22.8,00-0030431
38,Anquan Boldin,WR,SF,LAR,22.4,00-0022084
39,Cecil Shorts,WR,JAX,TEN,22.3,00-0028052
40,Andre Johnson,WR,HOU,IND,21.9,00-0022044
41,Larry Fitzgerald,WR,ARI,WAS,21.8,00-0022921
42,Alshon Jeffery,WR,CHI,ATL,21.6,00-0029137
43,Antonio Brown,WR,PIT,CLE,21.6,00-0027793
44,Torrey Smith,WR,BAL,TB,21.1,00-0027996
45,Brandon Marshall,WR,CHI,ATL,20.3,00-0024334
46,Louis Murphy,WR,TB,BAL,20.2,00-0027089
47,Jarvis Landry,WR,MIA,GB,19.5,00-0031382
48,Julian Edelman,WR,NE,BUF,19.1,00-0027150
49,Chris Hogan,WR,BUF,NE,18.2,00-0028237
50,Kelvin Benjamin,WR,CAR,CIN,17.9,00-0031359
51,Mike Wallace,WR,MIA,GB,17.7,00-0026901
52,Eric Decker,WR,NYJ,DEN,17.4,00-0027690
53,Randall Cobb,WR,GB,MIA,16.9,00-0028002
54,James Jones,WR,OAK,LAC,16.6,00-0025465
55,Mike Evans,WR,TB,BAL,15.5,00-0031408
56,Brice Butler,WR,OAK,LAC,15.4,00-0030516
57,Brandon Lloyd,WR,SF,LAR,15.0,00-0022097
58,Allen Robinson,WR,JAX,TEN,14.8,00-0031428
59,Michael Floyd,WR,ARI,WAS,14.7,00-0029638
60,Brandon Tate,WR,CIN,CAR,14.7,00-0027057
61,Michael Crabtree,WR,SF,LAR,13.9,00-0026986
62,Davante Adams,WR,GB,MIA,13.7,00-0031381
63,Pierre Garcon,WR,WAS,ARI,13.1,00-0026345
64,Eddie Royal,WR,LAC,OAK,12.9,00-0026182
65,Golden Tate,WR,DET,MIN,11.4,00-0027891
66,Brian Tyms,WR,NE,BUF,11.3,00-0028984
67,Julio Jones,WR,ATL,CHI,10.9,00-0027944
68,Riley Cooper,WR,PHI,NYG,10.9,00-0027758
69,Michael Campanaro,WR,BAL,TB,10.8,00-0031025
70,Rueben Randle,WR,NYG,PHI,10.8,00-0029262
71,Justin Hunter,WR,TEN,JAX,10.7,00-0030521
72,Vincent Jackson,WR,TB,BAL,10.6,00-0023496
73,Dez Bryant,WR,DAL,SEA,10.3,00-0027902
