Player,Position,Team,Opponent,Points
Tom Brady,QB,NE,BUF,33.74
Colin Kaepernick,QB,SF,LAR,32.42
Andrew Luck,QB,IND,HOU,29.60
Philip Rivers,QB,LAC,OAK,28.82
Derek Carr,QB,OAK,LAC,26.48
Aaron Rodgers,QB,GB,MIA,25.96
Jay Cutler,QB,CHI,ATL,24.64
Andy Dalton,QB,CIN,CAR,24.42
Blake Bortles,QB,JAX,TEN,23.24
Mike Glennon,QB,TB,BAL,22.56
Kirk Cousins,QB,WAS,ARI,22.16
Peyton Manning,QB,DEN,NYJ,21.48
Ryan Tannehill,QB,MIA,GB,20.66
Kyle Orton,QB,BUF,NE,19.96
Carson Palmer,QB,ARI,WAS,17.70
Tony Romo,QB,DAL,SEA,16.90
Nick Foles,QB,PHI,NYG,16.42
Geno Smith,QB,NYJ,DEN,15.70
Matt Ryan,QB,ATL,CHI,13.74
Ben Roethlisberger,QB,PIT,CLE,12.82
Brian Hoyer,QB,CLE,PIT,12.68
Austin Davis,QB,LAR,SF,12.34
Ryan Fitzpatrick,QB,HOU,IND,11.98
Matthew Stafford,QB,DET,MIN,11.50
Russell Wilson,QB,SEA,DAL,11.24
Charlie Whitehurst,QB,TEN,JAX,9.42
Eli Manning,QB,NYG,PHI,6.34
Teddy Bridgewater,QB,MIN,DET,5.62
Ryan Nassib,QB,NYG,PHI,2.40
Tyrod Taylor,QB,BAL,TB,-0.30
Andre Holmes,WR,OAK,LAC,31.10
Mohamed Sanu,WR,CIN,CAR,31.00
Jordy Nelson,WR,GB,MIA,28.70
Brandon LaFell,WR,NE,BUF,25.70
Steve Smith,WR,BAL,TB,25.00
Malcom Floyd,WR,LAC,OAK,24.30
DeSean Jackson,WR,WAS,ARI,24.00
Robert Woods,WR,BUF,NE,22.80
Anquan Boldin,WR,SF,LAR,22.40
Cecil Shorts,WR,JAX,TEN,22.30
Andre Johnson,WR,HOU,IND,21.90
Larry Fitzgerald,WR,ARI,WAS,21.80
Alshon Jeffery,WR,CHI,ATL,21.60
Antonio Brown,WR,PIT,CLE,21.60
Torrey Smith,WR,BAL,TB,21.10
Brandon Marshall,WR,CHI,ATL,20.30
Louis Murphy,WR,TB,BAL,20.20
Jarvis Landry,WR,MIA,GB,19.50
Julian Edelman,WR,NE,BUF,19.10
Chris Hogan,WR,BUF,NE,18.20
Kelvin Benjamin,WR,CAR,CIN,17.90
Mike Wallace,WR,MIA,GB,17.70
Eric Decker,WR,NYJ,DEN,17.40
Randall Cobb,WR,GB,MIA,16.90
James Jones,WR,OAK,LAC,16.60
Mike Evans,WR,TB,BAL,15.50
Brice Butler,WR,OAK,LAC,15.40
Brandon Lloyd,WR,SF,LAR,15.00
Allen Robinson,WR,JAX,TEN,14.80
Michael Floyd,WR,ARI,WAS,14.70
Brandon Tate,WR,CIN,CAR,14.70
Michael Crabtree,WR,SF,LAR,13.90
Davante Adams,WR,GB,MIA,13.70
Pierre Garcon,WR,WAS,ARI,13.10
Eddie Royal,WR,LAC,OAK,12.90
Golden Tate,WR,DET,MIN,11.40
Brian Tyms,WR,NE,BUF,11.30
Julio Jones,WR,ATL,CHI,10.90
Riley Cooper,WR,PHI,NYG,10.90
Michael Campanaro,WR,BAL,TB,10.80
Rueben Randle,WR,NYG,PHI,10.80
Justin Hunter,WR,TEN,JAX,10.70
Vincent Jackson,WR,TB,BAL,10.60
Dez Bryant,WR,DAL,SEA,10.30
Steve Johnson,WR,SF,LAR,10.30
Kamar Aiken,WR,BAL,TB,10.00
Jerricho Cotchery,WR,CAR,CIN,9.80
Jason Avant,WR,CAR,CIN,9.70
Julius Thomas,TE,DEN,NYJ,21.10
Scott Chandler,TE,BUF,NE,19.50
Greg Olsen,TE,CAR,CIN,18.20
Clay Harbor,TE,JAX,TEN,18.10
Jordan Reed,TE,WAS,ARI,17.20
Rob Gronkowski,TE,NE,BUF,16.40
Zach Ertz,TE,PHI,NYG,13.70
Jermaine Gresham,TE,CIN,CAR,12.80
Antonio Gates,TE,LAC,OAK,11.70
Jared Cook,TE,LAR,SF,11.40
Martellus Bennett,TE,CHI,ATL,11.20
Jason Witten,TE,DAL,SEA,10.40
Ladarius Green,TE,LAC,OAK,10.00
Austin Seferian-Jenkins,TE,TB,BAL,9.80
James Casey,TE,PHI,NYG,9.60
Lance Kendricks,TE,LAR,SF,9.20
Andrew Quarless,TE,GB,MIA,9.10
Coby Fleener,TE,IND,HOU,9.10
Delanie Walker,TE,TEN,JAX,8.70
Brent Celek,TE,PHI,NYG,8.50
Dwayne Allen,TE,IND,HOU,7.90
Chase Ford,TE,MIN,DET,7.70
Gavin Escobar,TE,DAL,SEA,7.20
Tim Wright,TE,NE,BUF,7.10
Charles Clay,TE,MIA,GB,6.50
Levine Toilolo,TE,ATL,CHI,6.40
Vernon Davis,TE,SF,LAR,6.00
Owen Daniels,TE,BAL,TB,5.40
John Carlson,TE,ARI,WAS,5.40
Daniel Fells,TE,NYG,PHI,5.00
Brandon Myers,TE,TB,BAL,4.90
Eric Ebron,TE,DET,MIN,4.30
Jim Dray,TE,CLE,PIT,4.10
Adrien Robinson,TE,NYG,PHI,3.90
Heath Miller,TE,PIT,CLE,3.90
Crockett Gillmore,TE,BAL,TB,3.60
Rob Housler,TE,ARI,WAS,3.50
Luke Willson,TE,SEA,DAL,3.10
Jeff Cumberland,TE,NYJ,DEN,3.00
Jack Doyle,TE,IND,HOU,2.90
Brandon Williams,TE,CAR,CIN,2.60
Michael Hoomanawanui,TE,NE,BUF,2.50
Vance McDonald,TE,SF,LAR,2.10
Niles Paul,TE,WAS,ARI,1.70
