Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Green Bay Packers,DST,6,GB,DET,10,5,11,3,0,0,0,0,0,21.00,2009
2,New England Patriots,DST,6,NE,TEN,4,0,1,2,3,0,0,0,0,20.00,2009
3,Tampa Bay Buccaneers,DST,6,TB,CAR,3,1,4,2,1,0,1,1,28,20.00,2009
4,Denver Broncos,DST,6,DEN,LAC,6,5,5,0,1,0,0,2,23,19.00,2009
5,Buffalo Bills,DST,6,BUF,NYJ,6,2,2,6,0,0,0,0,13,18.00,2009
6,Cleveland Browns,DST,6,CLE,PIT,2,3,8,1,3,0,0,1,27,17.00,2009
7,Arizona Cardinals,DST,6,ARI,SEA,8,5,9,1,1,0,0,0,3,16.00,2009
8,Kansas City Chiefs,DST,6,KC,WAS,5,3,4,1,1,1,0,0,6,16.00,2009
9,Los Angeles Rams,DST,6,LAR,JAX,6,3,12,2,1,0,1,0,23,15.00,2009
10,Pittsburgh Steelers,DST,6,PIT,CLE,2,2,2,2,2,0,0,0,14,11.00,2009
11,Oakland Raiders,DST,6,OAK,PHI,10,6,10,0,0,0,0,0,9,10.00,2009
12,Philadelphia Eagles,DST,6,PHI,OAK,6,2,4,2,0,0,0,0,13,10.00,2009
13,Atlanta Falcons,DST,6,ATL,CHI,5,2,7,2,1,0,0,0,14,9.00,2009
14,Carolina Panthers,DST,6,CAR,TB,6,4,2,1,1,0,0,0,21,9.00,2009
15,Detroit Lions,DST,6,DET,GB,6,5,6,1,1,0,0,0,26,9.00,2009
16,Washington Redskins,DST,6,WAS,KC,9,5,9,0,0,0,0,0,14,9.00,2009
17,Houston Texans,DST,6,HOU,CIN,1,1,1,1,2,0,0,0,17,8.00,2009
18,Cincinnati Bengals,DST,6,CIN,HOU,3,2,6,1,1,0,0,0,28,7.00,2009
19,New Orleans Saints,DST,6,NO,NYG,1,2,4,1,1,0,0,0,27,6.00,2009
20,New York Jets,DST,6,NYJ,BUF,6,1,4,1,1,0,0,0,16,6.00,2009
21,Los Angeles Chargers,DST,6,LAC,DEN,3,1,2,0,0,0,0,1,34,6.00,2009
22,Seattle Seahawks,DST,6,SEA,ARI,8,2,5,1,1,0,0,0,27,6.00,2009
23,Chicago Bears,DST,6,CHI,ATL,1,0,0,2,0,0,0,0,21,4.00,2009
24,Jacksonville Jaguars,DST,6,JAX,LAR,5,1,2,1,0,0,0,0,20,4.00,2009
25,Baltimore Ravens,DST,6,BAL,MIN,6,3,5,0,0,0,0,0,33,2.00,2009
26,Minnesota Vikings,DST,6,MIN,BAL,8,3,9,0,0,0,0,0,31,2.00,2009
27,Tennessee Titans,DST,6,TEN,NE,2,2,4,0,0,0,0,0,59,-2.00,2009
28,New York Giants,DST,6,NYG,NO,4,0,2,0,0,0,0,0,48,-2.00,2009
