,Player,Position,Team,Opponent,Points,PlayerID
0,Matt Schaub,QB,HOU,CIN,33.58,00-0022787
1,Ben Roethlisberger,QB,PIT,CLE,26.78,00-0022924
2,Joe Flacco,QB,BAL,MIN,26.4,00-0026158
3,Jay Cutler,QB,CHI,ATL,24.4,00-0024226
4,Aaron Rodgers,QB,GB,DET,24.22,00-0023459
5,Brett Favre,QB,MIN,BAL,23.12,00-0005106
6,Kyle Orton,QB,DEN,LAC,18.26,00-0023541
7,David Garrard,QB,JAX,LAR,17.5,00-0021231
8,Kurt Warner,QB,ARI,SEA,17.04,00-0017200
9,Matt Ryan,QB,ATL,CHI,14.2,00-0026143
10,Philip Rivers,QB,LAC,DEN,14.06,00-0022942
11,Carson Palmer,QB,CIN,HOU,13.56,00-0021429
12,JaMarcus Russell,QB,OAK,PHI,11.76,00-0025388
13,Donovan McNabb,QB,PHI,OAK,11.56,00-0011022
14,Marc Bulger,QB,LA,JAX,11.52,00-0019599
15,Ryan Fitzpatrick,QB,BUF,NYJ,9.64,00-0023682
16,Matt Cassel,QB,KC,WAS,9.04,00-0023662
17,Eli Manning,QB,NYG,NO,9.02,00-0022803
18,Josh Johnson,QB,TB,CAR,8.38,
19,Brian Hoyer,QB,NE,TEN,7.88,00-0026625
20,David Carr,QB,NYG,NO,7.28,00-0020608
21,Derek Anderson,QB,CLE,PIT,5.78,00-0023645
22,Jake Delhomme,QB,CAR,TB,5.1,00-0004161
23,Jason Campbell,QB,WAS,KC,3.16,00-0023460
24,Todd Collins,QB,WAS,KC,3.0,00-0003315
25,Matt Hasselbeck,QB,SEA,ARI,2.68,00-0007091
26,Trent Edwards,QB,BUF,NYJ,1.72,00-0025479
27,Daunte Culpepper,QB,DET,GB,0.92,00-0003739
28,Matt Leinart,QB,ARI,SEA,0.74,00-0024225
29,Mark Sanchez,QB,NYJ,BUF,0.36,00-0026898
30,Drew Stanton,QB,DET,GB,0.28,00-0025430
31,Matt Flynn,QB,GB,DET,0.0,00-0026349
32,Michael Vick,QB,PHI,OAK,-0.4,
33,Mark Brunell,QB,NO,NYG,-0.9,00-0002110
34,Vince Young,QB,TEN,NE,-1.1,00-0024218
35,Kerry Collins,QB,TEN,NE,-2.38,00-0003292
36,Marques Colston,WR,NO,NYG,33.6,00-0024466
37,Hines Ward,WR,PIT,CLE,32.9,00-0017162
38,Larry Fitzgerald,WR,ARI,SEA,32.0,00-0022921
39,Sidney Rice,WR,MIN,BAL,26.6,00-0025431
40,Hakeem Nicks,WR,NYG,NO,25.4,00-0027005
41,Andre Johnson,WR,HOU,CIN,24.5,00-0022044
42,Mike Sims-Walker,WR,JAX,LAR,24.0,00-0025466
43,Derrick Mason,WR,BAL,MIN,22.7,00-0010500
44,Steve Breaston,WR,ARI,SEA,20.7,00-0025529
45,Donald Driver,WR,GB,DET,20.7,00-0004541
46,Dwayne Bowe,WR,KC,WAS,19.9,00-0025410
47,Lance Moore,WR,NO,NYG,19.8,00-0023310
48,Santonio Holmes,WR,PIT,CLE,18.4,00-0024240
49,Chad Johnson,WR,CIN,HOU,18.3,00-0020397
50,Torry Holt,WR,JAX,LAR,18.1,00-0007681
51,Lee Evans,WR,BUF,NYJ,16.8,00-0022910
52,Roddy White,WR,ATL,CHI,15.6,00-0023462
53,Sammie Stroughter,WR,TB,CAR,15.5,00-0026953
54,Devin Hester,WR,CHI,ATL,15.4,00-0024272
55,DeSean Jackson,WR,PHI,OAK,15.4,00-0026189
56,Robert Meachem,WR,NO,NYG,15.2,00-0025414
57,Mario Manningham,WR,NYG,NO,15.0,00-0026235
58,Mark Clayton,WR,BAL,MIN,14.7,00-0023457
59,Vincent Jackson,WR,LAC,DEN,14.6,00-0023496
60,Laveranues Coles,WR,CIN,HOU,14.0,00-0018958
61,James Jones,WR,GB,DET,13.5,00-0025465
62,Mohamed Massaquoi,WR,CLE,PIT,13.3,00-0027026
63,Johnny Knox,WR,CHI,ATL,12.4,00-0026913
64,Greg Jennings,WR,GB,DET,12.4,00-0024267
65,Mike Thomas,WR,JAX,LAR,12.2,00-0033114
66,Eddie Royal,WR,DEN,LAC,12.0,00-0026182
67,Andre Caldwell,WR,CIN,HOU,11.7,00-0026237
68,Brandon Stokley,WR,DEN,LAC,11.4,00-0015754
69,Anquan Boldin,WR,ARI,SEA,11.4,00-0022084
70,Jacoby Jones,WR,HOU,CIN,10.9,00-0025460
71,Bernard Berrian,WR,MIN,BAL,10.8,00-0022807
72,Julian Edelman,WR,NE,TEN,10.3,00-0027150
73,Brandon Marshall,WR,DEN,LAC,9.9,00-0029620
74,Earl Bennett,WR,CHI,ATL,9.7,00-0026210
75,Joshua Cribbs,WR,CLE,PIT,9.5,
76,Mike Wallace,WR,PIT,CLE,9.1,00-0026901
77,Dennis Northcutt,WR,DET,GB,9.0,00-0019650
78,Donnie Avery,WR,LA,JAX,8.7,00-0026173
79,Keenan Burton,WR,LA,JAX,8.7,00-0026268
80,Steve Smith,WR,NYG,NO,8.4,
81,Malcom Floyd,WR,LAC,DEN,8.1,00-0022414
82,Kelley Washington,WR,BAL,MIN,7.8,00-0022171
83,TJ Houshmandzadeh,WR,SEA,ARI,7.4,
84,Tony Scheffler,TE,DEN,LAC,25.1,00-0024276
85,Visanthe Shiancoe,TE,MIN,BAL,20.8,00-0022054
86,Heath Miller,TE,PIT,CLE,19.0,00-0023465
87,Greg Olsen,TE,CHI,ATL,16.7,00-0025418
88,Tony Gonzalez,TE,ATL,CHI,15.2,00-0006101
89,Jeremy Shockey,TE,NO,NYG,13.7,00-0021148
90,Antonio Gates,TE,LAC,DEN,12.0,00-0021547
91,Brent Celek,TE,PHI,OAK,11.5,00-0025549
92,Chris Cooley,TE,WAS,KC,10.7,00-0022738
93,Jermichael Finley,TE,GB,DET,10.4,00-0026231
94,Jeff King,TE,CAR,TB,8.8,00-0024369
95,Todd Heap,TE,BAL,MIN,8.1,00-0020516
96,John Carlson,TE,SEA,ARI,7.5,00-0026178
97,Donald Lee,TE,GB,DET,6.9,00-0021929
98,Randy McMichael,TE,LA,JAX,6.2,00-0021236
99,Desmond Clark,TE,CHI,ATL,6.2,00-0003035
100,Daniel Coats,TE,CIN,HOU,6.2,00-0024607
101,Kellen Winslow,TE,TB,CAR,5.9,00-0022922
102,Shawn Nelson,TE,BUF,NYJ,5.4,00-0027088
103,Dustin Keller,TE,NYJ,BUF,3.6,00-0026170
104,Will Heller,TE,DET,GB,3.2,00-0021756
105,Tony Stewart,TE,OAK,PHI,3.1,00-0020268
106,Daniel Fells,TE,LA,JAX,3.1,00-0023752
107,Kevin Boss,TE,NYG,NO,2.8,00-0025540
108,Justin Peelle,TE,ATL,CHI,2.8,00-0021227
109,Zach Miller,TE,JAX,LAR,2.4,00-0027125
110,Fred Davis,TE,WAS,KC,2.2,00-0026188
111,Sean Ryan,TE,KC,WAS,2.1,00-0022817
112,Ben Patrick,TE,ARI,SEA,2.0,00-0025602
113,Spencer Havner,TE,GB,DET,1.9,00-0023832
114,Dante Rosario,TE,CAR,TB,1.6,00-0025542
115,Leonard Pope,TE,KC,WAS,1.5,00-0024287
116,Derek Fine,TE,BUF,NYJ,1.5,00-0026272
117,Marcedes Lewis,TE,JAX,LAR,1.5,00-0024243
118,Mike Sellers,TE,WAS,KC,1.4,00-0014655
119,Jimmy Kleinsasser,TE,MIN,BAL,1.3,00-0009323
120,Chris Baker,TE,NE,TEN,1.2,
121,Ernest Wilford,TE,JAX,LAR,1.1,00-0022901
122,JP Foschi,TE,CIN,HOU,0.6,
123,Greg Estandia,TE,CLE,PIT,0.0,00-0023784
124,Keith Zinger,TE,ATL,CHI,0.0,00-0026372
125,Joel Dreessen,TE,HOU,CIN,0.0,00-0023630
126,David Johnson,TE,PIT,CLE,0.0,
127,Jared Cook,TE,TEN,NE,0.0,00-0027061
128,Casey Fitzsimmons,TE,DET,GB,0.0,00-0021525
