Player,Position,Team,Opponent,Points
Matt Schaub,QB,HOU,CIN,33.58
Ben Roethlisberger,QB,PIT,CLE,26.78
Joe Flacco,QB,BAL,MIN,26.40
Jay Cutler,QB,CHI,ATL,24.40
Aaron Rodgers,QB,GB,DET,24.22
Brett Favre,QB,MIN,BAL,23.12
Kyle Orton,QB,DEN,LAC,18.26
David Garrard,QB,JAX,LAR,17.50
Kurt Warner,QB,ARI,SEA,17.04
Matt Ryan,QB,ATL,CHI,14.20
Philip Rivers,QB,LAC,DEN,14.06
Carson Palmer,QB,CIN,HOU,13.56
JaMarcus Russell,QB,OAK,PHI,11.76
Donovan McNabb,QB,PHI,OAK,11.56
Marc Bulger,QB,LAR,JAX,11.52
Ryan Fitzpatrick,QB,BUF,NYJ,9.64
Matt Cassel,QB,KC,WAS,9.04
Eli Manning,QB,NYG,NO,9.02
Josh Johnson,QB,TB,CAR,8.38
Brian Hoyer,QB,NE,TEN,7.88
David Carr,QB,NYG,NO,7.28
Derek Anderson,QB,CLE,PIT,5.78
Jake Delhomme,QB,CAR,TB,5.10
Jason Campbell,QB,WAS,KC,3.16
Todd Collins,QB,WAS,KC,3.00
Matt Hasselbeck,QB,SEA,ARI,2.68
Trent Edwards,QB,BUF,NYJ,1.72
Daunte Culpepper,QB,DET,GB,0.92
Matt Leinart,QB,ARI,SEA,0.74
Mark Sanchez,QB,NYJ,BUF,0.36
Drew Stanton,QB,DET,GB,0.28
Matt Flynn,QB,GB,DET,0.00
Michael Vick,QB,PHI,OAK,-0.40
Mark Brunell,QB,NO,NYG,-0.90
Vince Young,QB,TEN,NE,-1.10
Kerry Collins,QB,TEN,NE,-2.38
Marques Colston,WR,NO,NYG,33.60
Hines Ward,WR,PIT,CLE,32.90
Larry Fitzgerald,WR,ARI,SEA,32.00
Sidney Rice,WR,MIN,BAL,26.60
Hakeem Nicks,WR,NYG,NO,25.40
Andre Johnson,WR,HOU,CIN,24.50
Mike Sims-Walker,WR,JAX,LAR,24.00
Derrick Mason,WR,BAL,MIN,22.70
Steve Breaston,WR,ARI,SEA,20.70
Donald Driver,WR,GB,DET,20.70
Dwayne Bowe,WR,KC,WAS,19.90
Lance Moore,WR,NO,NYG,19.80
Santonio Holmes,WR,PIT,CLE,18.40
Chad Johnson,WR,CIN,HOU,18.30
Torry Holt,WR,JAX,LAR,18.10
Lee Evans,WR,BUF,NYJ,16.80
Roddy White,WR,ATL,CHI,15.60
Sammie Stroughter,WR,TB,CAR,15.50
Devin Hester,WR,CHI,ATL,15.40
DeSean Jackson,WR,PHI,OAK,15.40
Robert Meachem,WR,NO,NYG,15.20
Mario Manningham,WR,NYG,NO,15.00
Mark Clayton,WR,BAL,MIN,14.70
Vincent Jackson,WR,LAC,DEN,14.60
Laveranues Coles,WR,CIN,HOU,14.00
James Jones,WR,GB,DET,13.50
Mohamed Massaquoi,WR,CLE,PIT,13.30
Johnny Knox,WR,CHI,ATL,12.40
Greg Jennings,WR,GB,DET,12.40
Mike Thomas,WR,JAX,LAR,12.20
Eddie Royal,WR,DEN,LAC,12.00
Andre Caldwell,WR,CIN,HOU,11.70
Brandon Stokley,WR,DEN,LAC,11.40
Anquan Boldin,WR,ARI,SEA,11.40
