Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,CJ Anderson,RB,2,DEN,DAL,25,118,5,1,3,3,36,1,0,0,33.40,2017
2,Ty Montgomery,RB,2,GB,ATL,10,35,4,1,7,6,75,1,0,0,29.00,2017
3,Todd Gurley,RB,2,LAR,WAS,16,88,6,1,4,3,48,1,2,1,27.60,2017
4,Kareem Hunt,RB,2,KC,PHI,13,81,6,2,3,3,28,0,0,0,25.90,2017
5,Chris Thompson,RB,2,WAS,LAR,3,77,26,2,7,3,29,0,0,0,25.60,2017
6,Devonta Freeman,RB,2,ATL,GB,19,84,4,2,2,2,16,0,0,0,24.00,2017
7,Javorius Allen,RB,2,BAL,CLE,14,66,5,0,6,5,35,1,0,0,21.10,2017
8,Melvin Gordon,RB,2,LAC,MIA,9,13,1,1,8,7,65,0,0,0,20.80,2017
9,Carlos Hyde,RB,2,SF,SEA,15,124,8,0,6,3,19,0,0,0,20.30,2017
10,Jalen Richard,RB,2,OAK,NYJ,6,58,10,1,2,2,51,0,0,0,18.90,2017
11,Jay Ajayi,RB,2,MIA,LAC,28,122,4,0,2,2,4,0,0,0,17.60,2017
12,James White,RB,2,NE,NO,2,11,6,0,8,8,85,0,0,0,17.60,2017
13,Derrick Henry,RB,2,TEN,JAX,14,92,7,1,0,0,0,0,0,0,15.20,2017
14,Leonard Fournette,RB,2,JAX,TEN,14,40,3,1,5,2,21,0,0,0,14.10,2017
15,Tarik Cohen,RB,2,CHI,TB,7,13,2,0,9,8,55,0,1,1,13.80,2017
16,Rex Burkhead,RB,2,NE,NO,2,3,2,0,4,3,41,1,0,0,13.40,2017
17,Le'Veon Bell,RB,2,PIT,MIN,27,87,3,0,4,4,4,0,0,0,13.10,2017
18,Mike Gillislee,RB,2,NE,NO,18,69,4,1,0,0,0,0,0,0,12.90,2017
19,Jacquizz Rodgers,RB,2,TB,CHI,19,67,4,1,0,0,0,0,0,0,12.70,2017
20,Terrance West,RB,2,BAL,CLE,8,22,3,1,2,2,23,0,0,0,12.50,2017
21,Tevin Coleman,RB,2,ATL,GB,6,42,7,0,2,2,3,1,0,0,12.50,2017
22,Matt Forte,RB,2,NYJ,OAK,9,53,6,0,3,3,38,0,0,0,12.10,2017
23,Marshawn Lynch,RB,2,OAK,NYJ,12,45,4,1,2,1,4,0,0,0,11.90,2017
24,Lamar Miller,RB,2,HOU,CIN,18,61,3,0,3,3,26,0,0,0,11.70,2017
25,Mark Ingram,RB,2,NO,NE,8,52,7,0,5,4,24,0,0,0,11.60,2017
26,Chris Carson,RB,2,SEA,SF,20,93,5,0,2,1,7,0,0,0,11.00,2017
27,Duke Johnson,RB,2,CLE,BAL,4,21,5,0,6,3,59,0,0,0,11.00,2017
28,Frank Gore,RB,2,IND,ARI,14,46,3,1,2,0,0,0,0,0,10.60,2017
29,LeSean McCoy,RB,2,BUF,CAR,12,9,1,0,7,6,34,0,0,0,10.30,2017
30,Darren Sproles,RB,2,PHI,KC,10,48,5,0,4,2,30,0,1,1,8.80,2017
31,Ameer Abdullah,RB,2,DET,NYG,17,86,5,0,0,0,0,0,0,0,8.60,2017
32,Shane Vereen,RB,2,NYG,DET,6,28,5,0,3,3,27,0,0,0,8.50,2017
33,Dalvin Cook,RB,2,MIN,PIT,12,64,5,0,3,2,0,0,0,0,8.40,2017
34,Alvin Kamara,RB,2,NO,NE,1,3,3,0,7,3,51,0,0,0,8.40,2017
35,Christian McCaffrey,RB,2,CAR,BUF,8,10,1,0,5,4,34,0,0,0,8.40,2017
36,Rob Kelley,RB,2,WAS,LAR,12,78,7,0,0,0,0,0,0,0,7.80,2017
37,Chris Ivory,RB,2,JAX,TEN,6,17,3,0,4,3,31,0,0,0,7.80,2017
38,Samaje Perine,RB,2,WAS,LAR,21,67,3,0,1,1,0,0,0,0,7.70,2017
39,Theo Riddick,RB,2,DET,NYG,9,20,2,0,3,3,17,0,0,0,6.70,2017
40,Deandre Washington,RB,2,OAK,NYJ,6,20,3,0,3,3,15,0,1,0,6.50,2017
41,Jalston Fowler,RB,2,TEN,JAX,1,3,3,1,0,0,0,0,0,0,6.30,2017
42,Jamaal Charles,RB,2,DEN,DAL,9,46,5,0,1,1,6,0,0,0,6.20,2017
43,Ezekiel Elliott,RB,2,DAL,DEN,9,8,1,0,5,4,14,0,0,0,6.20,2017
44,CJ Ham,RB,2,MIN,PIT,1,1,1,1,0,0,0,0,0,0,6.10,2017
45,Jerick McKinnon,RB,2,MIN,PIT,3,16,5,0,5,3,9,0,0,0,5.50,2017
46,Andre Ellington,RB,2,ARI,IND,2,11,6,0,5,3,12,0,0,0,5.30,2017
47,CJ Prosise,RB,2,SEA,SF,0,0,0,0,6,3,22,0,0,0,5.20,2017
48,Joe Mixon,RB,2,CIN,HOU,9,36,4,0,1,1,5,0,0,0,5.10,2017
49,Matt Breida,RB,2,SF,SEA,4,35,9,0,2,1,3,0,0,0,4.80,2017
50,Peyton Barber,RB,2,TB,CHI,10,47,5,0,0,0,0,0,0,0,4.70,2017
