Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,NE,25.24
Trevor Siemian,QB,DEN,DAL,24.64
Aaron Rodgers,QB,GB,ATL,23.52
Derek Carr,QB,OAK,NYJ,21.20
Philip Rivers,QB,LAC,MIA,20.24
Carson Palmer,QB,ARI,IND,19.88
Dak Prescott,QB,DAL,DEN,17.92
Deshaun Watson,QB,HOU,CIN,17.70
Ben Roethlisberger,QB,PIT,MIN,17.52
Josh McCown,QB,NYJ,OAK,16.74
Alex Smith,QB,KC,PHI,16.14
Mike Glennon,QB,CHI,TB,16.04
Joe Flacco,QB,BAL,CLE,15.58
Russell Wilson,QB,SEA,SF,15.32
Matt Ryan,QB,ATL,GB,14.88
Matthew Stafford,QB,DET,NYG,14.18
Marcus Mariota,QB,TEN,JAX,14.00
Jay Cutler,QB,MIA,LAC,13.10
Blake Bortles,QB,JAX,TEN,12.82
Eli Manning,QB,NYG,DET,12.56
Jameis Winston,QB,TB,CHI,12.46
Kirk Cousins,QB,WAS,LAR,11.86
Jared Goff,QB,LAR,WAS,11.86
Cam Newton,QB,CAR,BUF,11.82
Tyrod Taylor,QB,BUF,CAR,10.50
Jacoby Brissett,QB,IND,ARI,9.84
Andy Dalton,QB,CIN,HOU,9.46
Kevin Hogan,QB,CLE,BAL,8.22
Case Keenum,QB,MIN,PIT,6.68
Deshone Kizer,QB,CLE,BAL,5.88
Brian Hoyer,QB,SF,SEA,2.96
Joe Webb,QB,BUF,CAR,0.00
Ryan Fitzpatrick,QB,TB,CHI,-0.20
Emmanuel Sanders,WR,DEN,DAL,24.20
Davante Adams,WR,GB,ATL,23.90
Jermaine Kearse,WR,NYJ,OAK,22.40
Mike Evans,WR,TB,CHI,22.30
Alshon Jeffery,WR,PHI,KC,22.20
Keenan Allen,WR,LAC,MIA,22.00
Allen Hurns,WR,JAX,TEN,20.20
Jarvis Landry,WR,MIA,LAC,20.10
Dez Bryant,WR,DAL,DEN,18.90
Martavis Bryant,WR,PIT,MIN,18.80
Chris Hogan,WR,NE,NO,18.80
Julio Jones,WR,ATL,GB,18.80
Brandon Coleman,WR,NO,NE,18.20
Rashard Higgins,WR,CLE,BAL,16.90
Deonte Thompson,WR,CHI,TB,15.70
Marqise Lee,WR,JAX,TEN,14.60
DeAndre Hopkins,WR,HOU,CIN,14.30
Michael Thomas,WR,NO,NE,13.90
Kendall Wright,WR,CHI,TB,13.90
Kelvin Benjamin,WR,CAR,BUF,13.70
Mohamed Sanu,WR,ATL,GB,13.50
Cordarrelle Patterson,WR,OAK,NYJ,13.30
Jeremy Maclin,WR,BAL,CLE,13.10
Demaryius Thomas,WR,DEN,DAL,13.10
Randall Cobb,WR,GB,ATL,13.00
Devante Parker,WR,MIA,LAC,12.50
Tyler Lockett,WR,SEA,SF,12.40
Kenny Stills,WR,MIA,LAC,11.70
AJ Green,WR,CIN,HOU,11.70
Jaron Brown,WR,ARI,IND,11.30
Antonio Brown,WR,PIT,MIN,11.20
Devin Funchess,WR,CAR,BUF,10.80
Juju Smith-Schuster,WR,PIT,MIN,10.60
Torrey Smith,WR,PHI,KC,10.60
Phillip Dorsett,WR,NE,NO,10.50
Alex Erickson,WR,CIN,HOU,10.40
Doug Baldwin,WR,SEA,SF,10.40
Paul Richardson,WR,SEA,SF,9.90
Marvin Jones,WR,DET,NYG,9.70
Chris Conley,WR,KC,PHI,9.50
Tyrell Williams,WR,LAC,MIA,9.40
Josh Bellamy,WR,CHI,TB,9.10
Tyreek Hill,WR,KC,PHI,8.90
TY Hilton,WR,IND,ARI,8.90
Jamison Crowder,WR,WAS,LAR,8.70
Adam Thielen,WR,MIN,PIT,8.40
Eli Rogers,WR,PIT,MIN,8.30
Ryan Grant,WR,WAS,LAR,8.10
Jason Witten,TE,DAL,DEN,25.70
Benjamin Watson,TE,BAL,CLE,17.10
Delanie Walker,TE,TEN,JAX,16.20
Jack Doyle,TE,IND,ARI,15.90
Eric Ebron,TE,DET,NYG,15.20
Hunter Henry,TE,LAC,MIA,15.00
Evan Engram,TE,NYG,DET,14.90
Zach Ertz,TE,PHI,KC,14.70
Gerald Everett,TE,LAR,WAS,12.50
