Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Cody Parkey,K,2,MIA,LAC,4,4,100,54,1,1,0.00,2017
2,Chris Boswell,K,2,PIT,MIN,4,4,100,46,2,2,0.00,2017
3,Matt Bryant,K,2,ATL,GB,2,2,100,53,4,4,0.00,2017
4,Ryan Succop,K,2,TEN,JAX,3,3,100,41,4,4,0.00,2017
5,Nick Folk,K,2,TB,CHI,3,3,100,50,2,3,0.00,2017
6,Stephen Gostkowski,K,2,NE,NO,3,3,100,28,3,4,0.00,2017
7,Phil Dawson,K,2,ARI,IND,3,4,75,40,1,1,0.00,2017
8,Randy Bullock,K,2,CIN,HOU,3,3,100,39,0,0,0.00,2017
9,Graham Gano,K,2,CAR,BUF,3,3,100,34,0,0,0.00,2017
10,Cairo Santos,K,2,KC,PHI,2,2,100,39,3,3,0.00,2017
11,Giorgio Tavecchio,K,2,OAK,NYJ,1,1,100,29,6,6,0.00,2017
12,Dustin Hopkins,K,2,WAS,LAR,2,3,67,41,3,3,0.00,2017
13,Robbie Gould,K,2,SF,SEA,3,3,100,40,0,0,0.00,2017
14,Jake Elliott,K,2,PHI,KC,2,3,67,40,2,2,0.00,2017
15,Wil Lutz,K,2,NO,NE,2,3,67,46,2,2,0.00,2017
16,Chandler Catanzaro,K,2,NYJ,OAK,2,2,100,46,2,2,0.00,2017
17,Greg Zuerlein,K,2,LAR,WAS,2,2,100,40,2,2,0.00,2017
18,Matt Prater,K,2,DET,NYG,1,1,100,56,3,3,0.00,2017
19,Ka'imi Fairbairn,K,2,HOU,CIN,2,2,100,42,1,1,0.00,2017
20,Adam Vinatieri,K,2,IND,ARI,2,2,100,46,1,1,0.00,2017
21,Dan Bailey,K,2,DAL,DEN,1,1,100,56,2,2,0.00,2017
22,Justin Tucker,K,2,BAL,CLE,1,2,50,28,3,3,0.00,2017
23,Brandon McManus,K,2,DEN,DAL,0,1,0,0,6,6,0.00,2017
24,Blair Walsh,K,2,SEA,SF,2,2,100,27,0,1,0.00,2017
25,Younghoe Koo,K,2,LAC,MIA,1,3,33,41,2,2,0.00,2017
26,Mason Crosby,K,2,GB,ATL,1,1,100,28,2,2,0.00,2017
27,Jason Myers,K,2,JAX,TEN,1,1,100,43,1,1,0.00,2017
28,Zane Gonzalez,K,2,CLE,BAL,1,1,100,38,1,1,0.00,2017
29,Aldrick Rosas,K,2,NYG,DET,1,1,100,25,1,1,0.00,2017
30,Steven Hauschka,K,2,BUF,CAR,1,1,100,45,0,0,0.00,2017
31,Kai Forbath,K,2,MIN,PIT,1,1,100,42,0,1,0.00,2017
32,Connor Barth,K,2,CHI,TB,0,0,0,0,1,1,0.00,2017
33,Michael Palardy,K,2,CAR,BUF,0,0,0,0,0,0,0.00,2017
