Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Travis Kelce,TE,2,KC,PHI,10,8,80,103,1,44,10,13,0,0,0,0,0,27.30,2017
2,Rob Gronkowski,TE,2,NE,NO,9,6,67,116,1,53,13,19,0,0,0,0,0,26.60,2017
3,Jason Witten,TE,2,DAL,DEN,13,10,77,97,1,28,8,10,0,0,0,0,0,25.70,2017
4,Benjamin Watson,TE,2,BAL,CLE,8,8,100,91,0,23,11,11,0,0,0,0,0,17.10,2017
5,Delanie Walker,TE,2,TEN,JAX,4,4,100,61,0,19,15,15,1,1,1,0,0,16.20,2017
6,Jack Doyle,TE,2,IND,ARI,8,8,100,79,0,15,10,10,0,0,0,0,0,15.90,2017
7,Eric Ebron,TE,2,DET,NYG,5,5,100,42,1,17,8,8,0,0,0,0,0,15.20,2017
8,Hunter Henry,TE,2,LAC,MIA,7,7,100,80,0,17,11,11,0,0,0,0,0,15.00,2017
9,Evan Engram,TE,2,NYG,DET,7,4,57,49,1,18,7,12,0,0,0,0,0,14.90,2017
10,Zach Ertz,TE,2,PHI,KC,10,5,50,97,0,53,10,19,0,0,0,0,0,14.70,2017
11,Gerald Everett,TE,2,LAR,WAS,3,3,100,95,0,69,32,32,0,0,0,0,0,12.50,2017
12,Coby Fleener,TE,2,NO,NE,4,3,75,33,1,20,8,11,0,0,0,0,0,12.30,2017
13,David Njoku,TE,2,CLE,BAL,4,3,75,27,1,23,7,9,0,0,0,0,0,11.70,2017
14,Jonnu Smith,TE,2,TEN,JAX,3,2,67,30,1,32,10,15,0,0,0,0,0,11.00,2017
15,Jordan Reed,TE,2,WAS,LAR,6,6,100,48,0,16,8,8,0,0,0,1,0,10.80,2017
16,Zach Miller,TE,2,CHI,TB,9,6,67,42,0,12,5,7,0,0,0,0,0,10.20,2017
17,Martellus Bennett,TE,2,GB,ATL,11,5,46,47,0,18,4,9,0,0,0,0,0,9.70,2017
18,Antonio Gates,TE,2,LAC,MIA,4,2,50,11,1,7,3,6,0,0,0,0,0,9.10,2017
19,Virgil Green,TE,2,DEN,DAL,3,2,67,11,1,9,4,6,0,0,0,0,0,9.10,2017
20,Kyle Rudolph,TE,2,MIN,PIT,6,4,67,45,0,27,8,11,0,0,0,0,0,8.50,2017
21,Seth DeValve,TE,2,CLE,BAL,4,2,50,61,0,49,15,31,0,0,0,0,0,8.10,2017
22,Tyler Eifert,TE,2,CIN,HOU,4,3,75,42,0,22,11,14,0,0,0,0,0,7.20,2017
23,Jesse James,TE,2,PIT,MIN,5,4,80,27,0,12,5,7,0,0,0,0,0,6.70,2017
24,Jared Cook,TE,2,OAK,NYJ,6,4,67,25,0,10,4,6,0,0,0,0,0,6.50,2017
25,Maxx Williams,TE,2,BAL,CLE,4,4,100,21,0,13,5,5,1,2,0,0,0,6.30,2017
26,Josh Hill,TE,2,NO,NE,3,3,100,29,0,13,10,10,0,0,0,0,0,5.90,2017
27,Julius Thomas,TE,2,MIA,LAC,3,3,100,26,0,11,9,9,0,0,0,0,0,5.60,2017
28,Luke Willson,TE,2,SEA,SF,3,3,100,25,0,19,8,8,0,0,0,0,0,5.50,2017
29,Charles Clay,TE,2,BUF,CAR,3,3,100,23,0,12,8,8,0,0,0,1,0,5.30,2017
30,Jerell Adams,TE,2,NYG,DET,1,1,100,38,0,38,38,38,0,0,0,0,0,4.80,2017
31,Ed Dickson,TE,2,CAR,BUF,3,2,67,26,0,20,9,13,0,0,0,0,0,4.60,2017
32,Cameron Brate,TE,2,TB,CHI,3,2,67,24,0,13,8,12,0,0,0,0,0,4.40,2017
