,Player,Position,Team,Opponent,Points,PlayerID
0,Drew Brees,QB,NO,NE,25.24,00-0020531
1,Trevor Siemian,QB,DEN,DAL,24.64,00-0032156
2,Aaron Rodgers,QB,GB,ATL,23.52,00-0023459
3,Derek Carr,QB,OAK,NYJ,21.2,00-0031280
4,Philip Rivers,QB,LAC,MIA,20.24,00-0022942
5,Carson Palmer,QB,ARI,IND,19.88,00-0021429
6,Dak Prescott,QB,DAL,DEN,17.92,00-0033077
7,Deshaun Watson,QB,HOU,CIN,17.7,00-0033537
8,Ben Roethlisberger,QB,PIT,MIN,17.52,00-0022924
9,Josh McCown,QB,NYJ,OAK,16.74,00-0021206
10,Alex Smith,QB,KC,PHI,16.14,00-0023436
11,Mike Glennon,QB,CHI,TB,16.04,00-0030520
12,Joe Flacco,QB,BAL,CLE,15.58,00-0026158
13,Russell Wilson,QB,SEA,SF,15.32,00-0029263
14,Matt Ryan,QB,ATL,GB,14.88,00-0026143
15,Matthew Stafford,QB,DET,NYG,14.18,00-0026498
16,Marcus Mariota,QB,TEN,JAX,14.0,00-0032268
17,Jay Cutler,QB,MIA,LAC,13.1,00-0024226
18,Blake Bortles,QB,JAX,TEN,12.82,00-0031407
19,Eli Manning,QB,NYG,DET,12.56,00-0022803
20,Jameis Winston,QB,TB,CHI,12.46,00-0031503
21,Kirk Cousins,QB,WAS,LAR,11.86,00-0029604
22,Jared Goff,QB,LA,WAS,11.86,00-0033106
23,Cam Newton,QB,CAR,BUF,11.82,00-0027939
24,Tyrod Taylor,QB,BUF,CAR,10.5,00-0028118
25,Jacoby Brissett,QB,IND,ARI,9.84,00-0033119
26,Andy Dalton,QB,CIN,HOU,9.46,00-0027973
27,Kevin Hogan,QB,CLE,BAL,8.22,00-0032784
28,Case Keenum,QB,MIN,PIT,6.68,00-0028986
29,Deshone Kizer,QB,CLE,BAL,5.88,00-0033899
30,Brian Hoyer,QB,SF,SEA,2.96,00-0026625
31,Joe Webb,QB,BUF,CAR,0.0,00-0027796
32,Ryan Fitzpatrick,QB,TB,CHI,-0.2,00-0023682
33,Emmanuel Sanders,WR,DEN,DAL,24.2,00-0027685
34,Davante Adams,WR,GB,ATL,23.9,00-0031381
35,Jermaine Kearse,WR,NYJ,OAK,22.4,00-0029159
36,Mike Evans,WR,TB,CHI,22.3,00-0031408
37,Alshon Jeffery,WR,PHI,KC,22.2,00-0029137
38,Keenan Allen,WR,LAC,MIA,22.0,00-0030279
39,Allen Hurns,WR,JAX,TEN,20.2,00-0030821
40,Jarvis Landry,WR,MIA,LAC,20.1,00-0031382
41,Dez Bryant,WR,DAL,DEN,18.9,00-0027902
42,Martavis Bryant,WR,PIT,MIN,18.8,00-0031373
43,Chris Hogan,WR,NE,NO,18.8,00-0028237
44,Julio Jones,WR,ATL,GB,18.8,00-0027944
45,Brandon Coleman,WR,NO,NE,18.2,00-0030801
46,Rashard Higgins,WR,CLE,BAL,16.9,00-0032977
47,Deonte Thompson,WR,CHI,TB,15.7,00-0029388
48,Marqise Lee,WR,JAX,TEN,14.6,00-0031431
49,DeAndre Hopkins,WR,HOU,CIN,14.3,00-0030564
50,Michael Thomas,WR,NO,NE,13.9,00-0032765
51,Kendall Wright,WR,CHI,TB,13.9,00-0029708
52,Kelvin Benjamin,WR,CAR,BUF,13.7,00-0031359
53,Mohamed Sanu,WR,ATL,GB,13.5,00-0029632
