Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Philadelphia Eagles,DST,1,PHI,CAR,5,5,10,5,2,0,1,1,10,35.00,2009
2,Atlanta Falcons,DST,1,ATL,MIA,4,4,4,1,3,0,0,0,7,16.00,2009
3,Seattle Seahawks,DST,1,SEA,LAR,4,3,7,0,1,0,0,0,0,15.00,2009
4,Green Bay Packers,DST,1,GB,CHI,7,2,4,4,0,0,0,0,15,14.00,2009
5,New York Giants,DST,1,NYG,WAS,6,3,5,1,1,0,1,0,17,14.00,2009
6,Tennessee Titans,DST,1,TEN,PIT,6,4,10,2,1,0,0,0,13,14.00,2009
7,Denver Broncos,DST,1,DEN,CIN,6,3,4,2,0,0,0,0,7,11.00,2009
8,Pittsburgh Steelers,DST,1,PIT,TEN,7,1,3,1,1,0,0,0,10,11.00,2009
9,Minnesota Vikings,DST,1,MIN,CLE,5,5,10,1,1,0,0,0,20,10.00,2009
10,New York Jets,DST,1,NYJ,HOU,6,2,8,1,1,0,0,0,7,10.00,2009
11,Detroit Lions,DST,1,DET,NO,2,0,2,1,2,0,1,0,45,10.00,2009
12,Buffalo Bills,DST,1,BUF,NE,4,1,6,1,0,0,1,0,25,9.00,2009
13,Cleveland Browns,DST,1,CLE,MIN,9,4,6,0,0,0,0,1,34,9.00,2009
14,Los Angeles Chargers,DST,1,LAC,OAK,3,1,1,2,1,0,0,0,20,8.00,2009
15,San Francisco 49ers,DST,1,SF,ARI,6,3,9,2,0,0,0,0,16,8.00,2009
16,Arizona Cardinals,DST,1,ARI,SF,11,4,6,0,1,0,0,0,20,7.00,2009
17,Cincinnati Bengals,DST,1,CIN,DEN,5,3,5,0,0,0,0,0,12,7.00,2009
18,New England Patriots,DST,1,NE,BUF,4,4,8,0,1,0,0,0,24,7.00,2009
19,New Orleans Saints,DST,1,NO,DET,3,1,5,3,0,0,0,0,27,7.00,2009
20,Oakland Raiders,DST,1,OAK,LAC,7,3,8,1,1,0,0,0,24,7.00,2009
21,Carolina Panthers,DST,1,CAR,PHI,3,2,1,1,1,0,0,0,38,7.00,2009
22,Kansas City Chiefs,DST,1,KC,BAL,2,1,0,1,0,0,0,1,38,7.00,2009
23,Chicago Bears,DST,1,CHI,GB,9,4,9,0,0,1,0,0,21,6.00,2009
24,Jacksonville Jaguars,DST,1,JAX,IND,2,1,2,1,1,0,0,0,14,6.00,2009
25,Washington Redskins,DST,1,WAS,NYG,5,1,2,1,1,0,0,0,23,6.00,2009
26,Indianapolis Colts,DST,1,IND,JAX,1,1,7,0,0,0,0,0,12,5.00,2009
27,Los Angeles Rams,DST,1,LAR,SEA,3,0,2,2,1,0,0,0,28,5.00,2009
28,Baltimore Ravens,DST,1,BAL,KC,8,3,3,0,0,0,0,0,24,3.00,2009
29,Miami Dolphins,DST,1,MIA,ATL,5,2,5,0,0,0,0,0,19,3.00,2009
30,Houston Texans,DST,1,HOU,NYJ,3,0,3,1,0,0,0,0,24,2.00,2009
31,Dallas Cowboys,DST,1,DAL,TB,2,0,9,0,0,0,0,0,21,2.00,2009
32,Tampa Bay Buccaneers,DST,1,TB,DAL,3,1,10,0,0,0,0,0,34,0.00,2009
