Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Reggie Wayne,WR,1,IND,JAX,14,10,71,162,1,39,12,16,0,0,0,0,0,35.20,2009
2,Santonio Holmes,WR,1,PIT,TEN,11,9,82,131,1,34,12,15,0,0,0,0,0,31.10,2009
3,Randy Moss,WR,1,NE,BUF,16,12,75,141,0,31,9,12,0,0,0,0,0,29.10,2009
4,Greg Jennings,WR,1,GB,CHI,8,6,75,106,1,50,13,18,0,0,0,0,0,27.60,2009
5,Patrick Crayton,WR,1,DAL,TB,6,4,67,135,1,80,23,34,1,5,0,0,0,27.00,2009
6,Devery Henderson,WR,1,NO,DET,8,5,63,103,1,58,13,21,0,0,0,0,0,24.30,2009
7,Wes Welker,WR,1,NE,BUF,16,12,75,93,0,14,6,8,0,0,0,0,0,21.30,2009
8,Justin Gage,WR,1,TEN,PIT,11,7,64,78,1,16,7,11,0,0,0,0,0,20.80,2009
9,Hines Ward,WR,1,PIT,TEN,10,8,80,103,0,30,10,13,0,0,0,1,1,20.30,2009
10,Mark Clayton,WR,1,BAL,KC,9,5,56,77,1,31,9,15,1,9,0,0,0,19.60,2009
11,Nate Burleson,WR,1,SEA,LAR,11,7,64,74,1,13,7,11,0,0,0,2,1,19.40,2009
12,Larry Fitzgerald,WR,1,ARI,SF,11,6,55,71,1,25,7,12,0,0,0,0,0,19.10,2009
13,Devin Hester,WR,1,CHI,GB,4,4,100,90,1,36,23,23,0,0,0,0,0,19.00,2009
14,Louis Murphy,WR,1,OAK,LAC,9,4,44,87,1,57,10,22,0,0,0,0,0,18.70,2009
15,Roy Williams,WR,1,DAL,TB,7,3,43,86,1,66,12,29,0,0,0,0,0,17.60,2009
16,Antwaan Randle El,WR,1,WAS,NYG,9,7,78,98,0,35,11,14,0,0,0,0,0,16.80,2009
17,Vincent Jackson,WR,1,LAC,OAK,7,5,71,56,1,17,8,11,0,0,0,0,0,16.60,2009
18,Chansi Stuckey,WR,1,NYJ,HOU,8,4,50,64,1,30,8,16,0,0,0,0,0,16.40,2009
19,Brandon Stokley,WR,1,DEN,CIN,4,1,25,87,1,87,22,87,0,0,0,0,0,15.70,2009
20,Jerricho Cotchery,WR,1,NYJ,HOU,7,6,86,90,0,25,13,15,0,0,0,0,0,15.00,2009
21,Percy Harvin,WR,1,MIN,CLE,4,3,75,36,1,21,9,12,2,22,0,0,0,14.80,2009
22,Mario Manningham,WR,1,NYG,WAS,4,3,75,58,1,30,15,19,0,0,0,0,0,14.80,2009
23,Chad Johnson,WR,1,CIN,DEN,7,5,71,89,0,34,13,18,1,8,0,0,0,14.70,2009
24,Michael Clayton,WR,1,TB,DAL,8,5,63,93,0,47,12,19,0,0,0,0,0,14.30,2009
25,Dwayne Bowe,WR,1,KC,BAL,5,4,80,40,1,24,8,10,0,0,0,0,0,14.00,2009
26,Steve Smith,WR,1,NYG,WAS,8,6,75,80,0,26,10,13,0,0,0,0,0,14.00,2009
27,Laurent Robinson,WR,1,LAR,SEA,10,5,50,87,0,45,9,17,0,0,0,0,0,13.70,2009
28,Earl Bennett,WR,1,CHI,GB,13,7,54,66,0,21,5,9,0,0,0,0,0,13.60,2009
29,Robert Meachem,WR,1,NO,DET,2,2,100,51,1,39,26,26,0,0,0,0,0,13.10,2009
30,Davone Bess,WR,1,MIA,ATL,7,7,100,57,0,21,8,8,0,0,0,0,0,12.70,2009
31,Kenny Britt,WR,1,TEN,PIT,6,4,67,85,0,57,14,21,0,0,0,0,0,12.50,2009
32,Jerheme Urban,WR,1,ARI,SF,7,5,71,74,0,40,11,15,0,0,0,0,0,12.40,2009
33,DeSean Jackson,WR,1,PHI,CAR,7,2,29,9,0,6,1,5,2,33,0,0,0,12.20,2009
34,Marques Colston,WR,1,NO,DET,6,3,50,30,1,14,5,10,0,0,0,0,0,12.00,2009
35,Calvin Johnson,WR,1,DET,NO,14,3,21,90,0,64,6,30,0,0,0,0,0,12.00,2009
36,Andre Caldwell,WR,1,CIN,DEN,8,6,75,54,0,14,7,9,0,0,0,0,0,11.40,2009
37,Mark Bradley,WR,1,KC,BAL,7,4,57,73,0,50,10,18,0,0,0,0,0,11.30,2009
38,Miles Austin,WR,1,DAL,TB,2,1,50,42,1,42,21,42,0,0,0,0,0,11.20,2009
39,TJ Houshmandzadeh,WR,1,SEA,LAR,9,6,67,48,0,9,5,8,0,0,0,0,0,10.80,2009
40,Isaac Bruce,WR,1,SF,ARI,8,4,50,74,0,50,9,19,1,-8,0,0,0,10.60,2009
41,Donnie Avery,WR,1,LAR,SEA,8,6,75,46,0,16,6,8,1,8,0,1,1,10.40,2009
42,Johnny Knox,WR,1,CHI,GB,4,2,50,82,0,68,21,41,0,0,0,0,0,10.20,2009
43,Legedu Naanee,WR,1,LAC,OAK,6,5,83,49,0,23,8,10,0,0,0,0,0,9.90,2009
44,Joshua Cribbs,WR,1,CLE,MIN,3,2,67,10,0,8,3,5,3,6,0,1,0,9.60,2009
45,Roddy White,WR,1,ATL,MIA,10,5,50,42,0,14,4,8,0,0,0,0,0,9.20,2009
46,Derrick Mason,WR,1,BAL,KC,10,4,40,47,0,19,5,12,0,0,0,0,0,8.70,2009
47,Bryant Johnson,WR,1,DET,NO,8,4,50,45,0,19,6,11,0,0,0,0,0,8.50,2009
48,Michael Jenkins,WR,1,ATL,MIA,5,4,80,41,0,22,8,10,0,0,0,0,0,8.10,2009
49,Muhsin Muhammad,WR,1,CAR,PHI,9,4,44,41,0,17,5,10,0,0,0,0,0,8.10,2009
50,Donald Driver,WR,1,GB,CHI,7,4,57,39,0,14,6,10,0,0,0,0,0,7.90,2009
