Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nick Folk,K,1,DAL,TB,2,2,100,51,4,4,0.00,2009
2,Lawrence Tynes,K,1,NYG,WAS,3,3,100,45,2,2,0.00,2009
3,Ryan Longwell,K,1,MIN,CLE,2,2,100,37,4,4,0.00,2009
4,Neil Rackers,K,1,ARI,SF,3,3,100,44,1,1,0.00,2009
5,Thomas Howard,K,1,OAK,LAC,0,0,0,0,0,0,0.00,2009
6,Jason Hanson,K,1,DET,NO,2,2,100,47,3,3,0.00,2009
7,John Carney,K,1,NO,DET,1,2,50,39,6,6,0.00,2009
8,Mason Crosby,K,1,GB,CHI,2,3,67,52,1,1,0.00,2009
9,Steven Hauschka,K,1,BAL,KC,1,2,50,44,5,5,0.00,2009
10,Ryan Succop,K,1,KC,BAL,1,1,100,53,3,3,0.00,2009
11,David Akers,K,1,PHI,CAR,1,2,50,49,5,5,0.00,2009
12,Phil Dawson,K,1,CLE,MIN,2,2,100,37,2,2,0.00,2009
13,Joe Nedney,K,1,SF,ARI,2,2,100,50,2,2,0.00,2009
14,Sebastian Janikowski,K,1,OAK,LAC,2,2,100,37,2,2,0.00,2009
15,Jeff Reed,K,1,PIT,TEN,2,2,100,33,1,1,0.00,2009
16,Jason Elam,K,1,ATL,MIA,2,4,50,50,1,1,0.00,2009
17,Robbie Gould,K,1,CHI,GB,2,2,100,47,1,1,0.00,2009
18,Stephen Gostkowski,K,1,NE,BUF,2,3,67,28,1,1,0.00,2009
19,Matt Prater,K,1,DEN,CIN,2,2,100,50,0,0,0.00,2009
20,Jay Feely,K,1,NYJ,HOU,1,1,100,24,3,3,0.00,2009
21,Josh Scobee,K,1,JAX,IND,2,3,67,46,0,0,0.00,2009
22,Rian Lindell,K,1,BUF,NE,1,1,100,40,3,3,0.00,2009
23,Nate Kaeding,K,1,LAC,OAK,1,1,100,47,3,3,0.00,2009
24,Shaun Suisham,K,1,WAS,NYG,1,1,100,27,2,2,0.00,2009
25,Rob Bironas,K,1,TEN,PIT,1,3,33,45,1,1,0.00,2009
26,John Kasay,K,1,CAR,PHI,1,1,100,22,1,1,0.00,2009
27,Olindo Mare,K,1,SEA,LAR,0,0,0,0,4,4,0.00,2009
28,Mike Nugent,K,1,TB,DAL,0,2,0,0,3,3,0.00,2009
29,Adam Vinatieri,K,1,IND,JAX,0,1,0,0,2,2,0.00,2009
30,Dan Carpenter,K,1,MIA,ATL,0,0,0,0,1,1,0.00,2009
31,Shayne Graham,K,1,CIN,DEN,0,0,0,0,1,1,0.00,2009
32,Kris Brown,K,1,HOU,NYJ,0,0,0,0,1,1,0.00,2009
33,Rhys Lloyd,K,1,CAR,PHI,0,0,0,0,0,0,0.00,2009
34,Shane Andrus,K,1,IND,JAX,0,0,0,0,0,0,0.00,2009
35,David Buehler,K,1,DAL,TB,0,0,0,0,0,0,0.00,2009
36,Josh Brown,K,1,LAR,SEA,0,1,0,0,0,0,0.00,2009
