Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Demaryius Thomas,WR,5,DEN,ARI,16,8,50,226,2,86,14,28,0,0,0,0,0,45.60,2014
2,DeSean Jackson,WR,5,WAS,SEA,11,5,46,157,1,60,14,31,0,0,0,0,0,29.70,2014
3,Golden Tate,WR,5,DET,BUF,9,7,78,134,1,55,15,19,0,0,0,0,0,29.40,2014
4,Kendall Wright,WR,5,TEN,CLE,8,6,75,47,2,16,6,8,2,43,0,0,0,27.00,2014
5,Brian Quick,WR,5,LAR,PHI,9,5,56,87,2,43,10,17,0,0,0,0,0,25.70,2014
6,Vincent Jackson,WR,5,TB,NO,12,8,67,144,0,34,12,18,0,0,0,0,0,25.40,2014
7,Julio Jones,WR,5,ATL,NYG,16,11,69,105,0,22,7,10,0,0,0,0,0,24.50,2014
8,Dez Bryant,WR,5,DAL,HOU,14,9,64,85,1,37,6,9,0,0,0,0,0,23.50,2014
9,Alshon Jeffery,WR,5,CHI,CAR,7,6,86,97,1,31,14,16,0,0,0,0,0,21.70,2014
10,Emmanuel Sanders,WR,5,DEN,ARI,9,7,78,101,0,30,11,14,2,8,0,0,0,20.90,2014
11,Travis Benjamin,WR,5,CLE,TEN,4,4,100,48,2,21,12,12,0,0,0,0,0,20.80,2014
12,Justin Hunter,WR,5,TEN,CLE,5,3,60,99,1,75,20,33,0,0,0,0,0,18.90,2014
13,Jeremy Maclin,WR,5,PHI,LAR,11,5,46,76,1,24,7,15,0,0,0,0,0,18.60,2014
14,AJ Green,WR,5,CIN,NE,7,5,71,81,1,35,12,16,0,0,0,1,1,18.10,2014
15,Mohamed Sanu,WR,5,CIN,NE,9,5,56,70,1,37,8,14,0,0,0,0,0,18.00,2014
16,TY Hilton,WR,5,IND,BAL,12,9,75,90,0,21,8,10,0,0,0,1,0,18.00,2014
17,Brandin Cooks,WR,5,NO,TB,11,9,82,56,0,16,5,6,2,15,0,0,0,16.10,2014
18,Kenny Britt,WR,5,LAR,PHI,6,3,50,68,1,32,11,23,0,0,0,0,0,15.80,2014
19,Sammy Watkins,WR,5,BUF,DET,12,7,58,87,0,22,7,12,0,0,0,0,0,15.70,2014
20,Terrance Williams,WR,5,DAL,HOU,6,2,33,71,1,43,12,36,0,0,0,0,0,15.10,2014
21,Reggie Wayne,WR,5,IND,BAL,12,7,58,77,0,28,6,11,0,0,0,0,0,14.70,2014
22,Odell Beckham Jr,WR,5,NYG,ATL,5,4,80,44,1,15,9,11,0,0,0,0,0,14.40,2014
23,Andre Roberts,WR,5,WAS,SEA,9,5,56,29,1,7,3,6,0,0,0,0,0,13.90,2014
24,Jordy Nelson,WR,5,GB,MIN,3,1,33,66,1,66,22,66,0,0,0,0,0,13.60,2014
25,Taylor Gabriel,WR,5,CLE,TEN,6,4,67,95,0,49,16,24,0,0,0,0,0,13.50,2014
26,Antonio Brown,WR,5,PIT,JAX,12,5,42,84,0,30,7,17,0,0,0,0,0,13.40,2014
27,Rueben Randle,WR,5,NYG,ATL,10,4,40,33,1,18,3,8,0,0,0,0,0,13.30,2014
28,Riley Cooper,WR,5,PHI,LAR,5,4,80,33,1,14,7,8,0,0,0,0,0,13.30,2014
29,Wes Welker,WR,5,DEN,ARI,9,7,78,58,0,20,6,8,0,0,0,0,0,12.80,2014
30,Louis Murphy,WR,5,TB,NO,7,3,43,35,1,20,5,12,0,0,0,1,0,12.50,2014
31,Randall Cobb,WR,5,GB,MIN,4,3,75,34,1,20,9,11,0,0,0,0,0,12.40,2014
32,DeAndre Hopkins,WR,5,HOU,DAL,6,6,100,63,0,19,11,11,0,0,0,0,0,12.30,2014
33,Anquan Boldin,WR,5,SF,KC,8,4,50,72,0,27,9,18,0,0,0,0,0,11.20,2014
34,Andre Johnson,WR,5,HOU,DAL,8,5,63,58,0,20,7,12,0,0,0,0,0,10.80,2014
35,Brandon Lloyd,WR,5,SF,KC,5,3,60,76,0,38,15,25,0,0,0,0,0,10.60,2014
36,Malcom Floyd,WR,5,LAC,NYJ,3,3,100,72,0,49,24,24,0,0,0,0,0,10.20,2014
37,Allen Robinson,WR,5,JAX,PIT,11,5,46,51,0,17,5,10,0,0,0,0,0,10.10,2014
38,Adam Thielen,WR,5,MIN,GB,5,4,80,57,0,17,11,14,0,0,0,0,0,9.70,2014
39,Nate Washington,WR,5,TEN,CLE,7,4,57,57,0,20,8,14,0,0,0,0,0,9.70,2014
40,Corey Brown,WR,5,CAR,CHI,1,1,100,4,0,4,4,4,2,22,0,1,0,9.60,2014
41,Marques Colston,WR,5,NO,TB,6,3,50,63,0,36,11,21,0,0,0,0,0,9.30,2014
42,Junior Hemingway,WR,5,KC,SF,4,4,100,50,0,17,13,13,0,0,0,0,0,9.00,2014
43,Doug Baldwin,WR,5,SEA,WAS,5,4,80,50,0,20,10,13,0,0,0,0,0,9.00,2014
44,Larry Fitzgerald,WR,5,ARI,DEN,7,3,43,57,0,33,8,19,0,0,0,0,0,8.70,2014
45,Jermaine Kearse,WR,5,SEA,WAS,2,1,50,15,1,15,8,15,0,0,0,0,0,8.50,2014
46,Julian Edelman,WR,5,NE,CIN,8,5,63,35,0,14,4,7,0,0,0,0,0,8.50,2014
47,Davante Adams,WR,5,GB,MIN,4,1,25,11,1,11,3,11,0,0,0,0,0,8.10,2014
48,Preston Parker,WR,5,NYG,ATL,3,3,100,61,0,42,20,20,0,0,0,1,1,8.10,2014
49,Robert Herron,WR,5,TB,NO,1,1,100,9,1,9,9,9,0,0,0,0,0,7.90,2014
50,Steve Johnson,WR,5,SF,KC,2,1,50,9,1,9,5,9,0,0,0,0,0,7.90,2014
