Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Phil Dawson,K,5,SF,KC,5,5,100,55,1,1,0.00,2014
2,Stephen Gostkowski,K,5,NE,CIN,5,5,100,48,4,4,0.00,2014
3,Josh Brown,K,5,NYG,ATL,3,3,100,50,3,3,0.00,2014
4,Shayne Graham,K,5,NO,TB,3,3,100,44,2,2,0.00,2014
5,Dan Carpenter,K,5,BUF,DET,3,4,75,58,0,0,0.00,2014
6,Brandon McManus,K,5,DEN,ARI,2,3,67,44,5,5,0.00,2014
7,Cody Parkey,K,5,PHI,LAR,2,2,100,27,4,4,0.00,2014
8,Josh Scobee,K,5,JAX,PIT,3,3,100,43,0,0,0.00,2014
9,Billy Cundiff,K,5,CLE,TEN,2,2,100,42,3,3,0.00,2014
10,Patrick Murray,K,5,TB,NO,1,1,100,55,4,4,0.00,2014
11,Justin Tucker,K,5,BAL,IND,2,2,100,52,1,1,0.00,2014
12,Steven Hauschka,K,5,SEA,WAS,2,2,100,43,3,3,0.00,2014
13,Adam Vinatieri,K,5,IND,BAL,2,2,100,38,2,2,0.00,2014
14,Matt Bryant,K,5,ATL,NYG,2,2,100,20,2,2,0.00,2014
15,Dan Bailey,K,5,DAL,HOU,2,3,67,49,2,2,0.00,2014
16,Chandler Catanzaro,K,5,ARI,DEN,2,2,100,48,2,2,0.00,2014
17,Graham Gano,K,5,CAR,CHI,1,1,100,44,4,4,0.00,2014
18,Nick Novak,K,5,LAC,NYJ,1,1,100,34,4,4,0.00,2014
19,Mason Crosby,K,5,GB,MIN,0,0,0,0,6,6,0.00,2014
20,Robbie Gould,K,5,CHI,CAR,1,2,50,45,3,3,0.00,2014
21,Shaun Suisham,K,5,PIT,JAX,1,1,100,24,2,2,0.00,2014
22,Randy Bullock,K,5,HOU,DAL,1,1,100,29,2,2,0.00,2014
23,Cairo Santos,K,5,KC,SF,1,1,100,42,2,2,0.00,2014
24,Mike Nugent,K,5,CIN,NE,1,2,50,23,2,2,0.00,2014
25,Kai Forbath,K,5,WAS,SEA,1,1,100,27,2,2,0.00,2014
26,Blair Walsh,K,5,MIN,GB,1,1,100,26,1,1,0.00,2014
27,Ryan Succop,K,5,TEN,CLE,0,0,0,0,4,4,0.00,2014
28,Greg Zuerlein,K,5,LAR,PHI,0,0,0,0,4,4,0.00,2014
29,Alex Henery,K,5,DET,BUF,0,3,0,0,2,2,0.00,2014
30,Jordan Gay,K,5,BUF,DET,0,0,0,0,0,0,0.00,2014
31,Nick Folk,K,5,NYJ,LAC,0,0,0,0,0,0,0.00,2014
