Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Greg Olsen,TE,5,CAR,CHI,9,6,67,72,2,19,8,12,0,0,0,0,0,25.20,2014
2,Rob Gronkowski,TE,5,NE,CIN,11,6,55,100,1,27,9,17,0,0,0,0,0,25.00,2014
3,Julius Thomas,TE,5,DEN,ARI,7,6,86,66,2,25,9,11,0,0,0,0,0,24.60,2014
4,Antonio Gates,TE,5,LAC,NYJ,6,4,67,60,2,28,10,15,0,0,0,0,0,22.00,2014
5,Tim Wright,TE,5,NE,CIN,5,5,100,85,1,30,17,17,0,0,0,0,0,19.50,2014
6,Dwayne Allen,TE,5,IND,BAL,5,4,80,59,1,28,12,15,0,0,0,0,0,15.90,2014
7,Owen Daniels,TE,5,BAL,IND,7,5,71,70,0,18,10,14,0,0,0,0,0,12.00,2014
8,Jim Dray,TE,5,CLE,TEN,4,3,75,25,1,14,6,8,0,0,0,0,0,11.50,2014
9,Jason Witten,TE,5,DAL,HOU,5,4,80,59,0,34,12,15,0,0,0,0,0,9.90,2014
10,Travis Kelce,TE,5,KC,SF,3,2,67,15,1,13,5,8,0,0,0,0,0,9.50,2014
11,Benjamin Watson,TE,5,NO,TB,7,5,71,43,0,13,6,9,0,0,0,0,0,9.30,2014
12,Delanie Walker,TE,5,TEN,CLE,4,4,100,47,0,21,12,12,0,0,0,0,0,8.70,2014
13,Jared Cook,TE,5,LAR,PHI,10,4,40,44,0,14,4,11,0,0,0,0,0,8.40,2014
14,Josh Hill,TE,5,NO,TB,3,3,100,53,0,37,18,18,0,0,0,0,0,8.30,2014
15,Heath Miller,TE,5,PIT,JAX,4,3,75,46,0,27,12,15,0,0,0,0,0,7.60,2014
16,Logan Thomas,TE,5,ARI,DEN,0,0,0,0,0,0,0,0,0,0,0,0,0,7.24,2014
