Player,Position,Team,Opponent,Points
Austin Davis,QB,LAR,PHI,31.00
Jay Cutler,QB,CHI,CAR,24.76
Andrew Luck,QB,IND,BAL,24.68
Tony Romo,QB,DAL,HOU,22.96
Brian Hoyer,QB,CLE,TEN,22.88
Philip Rivers,QB,LAC,NYJ,22.82
Drew Brees,QB,NO,TB,22.74
Tom Brady,QB,NE,CIN,20.98
Kirk Cousins,QB,WAS,SEA,19.72
Matt Ryan,QB,ATL,NYG,18.64
Kyle Orton,QB,BUF,DET,18.32
Aaron Rodgers,QB,GB,MIN,18.24
Andy Dalton,QB,CIN,NE,17.76
Cam Newton,QB,CAR,CHI,17.10
Mike Glennon,QB,TB,NO,16.96
Jake Locker,QB,TEN,CLE,16.56
Eli Manning,QB,NYG,ATL,15.70
Charlie Whitehurst,QB,TEN,CLE,15.66
Nick Foles,QB,PHI,LAR,15.58
Christian Ponder,QB,MIN,GB,14.38
Colin Kaepernick,QB,SF,KC,13.84
Ben Roethlisberger,QB,PIT,JAX,13.72
Matthew Stafford,QB,DET,BUF,13.04
Alex Smith,QB,KC,SF,9.92
Joe Flacco,QB,BAL,IND,8.40
Blake Bortles,QB,JAX,PIT,7.04
Ryan Fitzpatrick,QB,HOU,DAL,5.46
Drew Stanton,QB,ARI,DEN,4.72
Michael Vick,QB,NYJ,LAC,3.28
Jason Campbell,QB,CIN,NE,1.80
Geno Smith,QB,NYJ,LAC,0.38
Josh McCown,QB,TB,NO,0.00
Kellen Clemens,QB,LAC,NYJ,0.00
Luke McCown,QB,NO,TB,0.00
Matt Flynn,QB,GB,MIN,-0.22
Jimmy Garoppolo,QB,NE,CIN,-0.40
Golden Tate,WR,DET,BUF,29.40
Kendall Wright,WR,TEN,CLE,27.00
Brian Quick,WR,LAR,PHI,25.70
Vincent Jackson,WR,TB,NO,25.40
Julio Jones,WR,ATL,NYG,24.50
Dez Bryant,WR,DAL,HOU,23.50
Alshon Jeffery,WR,CHI,CAR,21.70
Emmanuel Sanders,WR,DEN,ARI,20.90
Travis Benjamin,WR,CLE,TEN,20.80
Justin Hunter,WR,TEN,CLE,18.90
Jeremy Maclin,WR,PHI,LAR,18.60
AJ Green,WR,CIN,NE,18.10
Mohamed Sanu,WR,CIN,NE,18.00
TY Hilton,WR,IND,BAL,18.00
Brandin Cooks,WR,NO,TB,16.10
Kenny Britt,WR,LAR,PHI,15.80
Sammy Watkins,WR,BUF,DET,15.70
Terrance Williams,WR,DAL,HOU,15.10
Reggie Wayne,WR,IND,BAL,14.70
Odell Beckham Jr,WR,NYG,ATL,14.40
Andre Roberts,WR,WAS,SEA,13.90
Jordy Nelson,WR,GB,MIN,13.60
Taylor Gabriel,WR,CLE,TEN,13.50
Antonio Brown,WR,PIT,JAX,13.40
Rueben Randle,WR,NYG,ATL,13.30
Riley Cooper,WR,PHI,LAR,13.30
Wes Welker,WR,DEN,ARI,12.80
Louis Murphy,WR,TB,NO,12.50
Randall Cobb,WR,GB,MIN,12.40
DeAndre Hopkins,WR,HOU,DAL,12.30
Anquan Boldin,WR,SF,KC,11.20
Andre Johnson,WR,HOU,DAL,10.80
Brandon Lloyd,WR,SF,KC,10.60
Malcom Floyd,WR,LAC,NYJ,10.20
Allen Robinson,WR,JAX,PIT,10.10
Nate Washington,WR,TEN,CLE,9.70
Adam Thielen,WR,MIN,GB,9.70
Corey Brown,WR,CAR,CHI,9.60
Marques Colston,WR,NO,TB,9.30
Junior Hemingway,WR,KC,SF,9.00
Doug Baldwin,WR,SEA,WAS,9.00
Larry Fitzgerald,WR,ARI,DEN,8.70
Jermaine Kearse,WR,SEA,WAS,8.50
Julian Edelman,WR,NE,CIN,8.50
Davante Adams,WR,GB,MIN,8.10
Preston Parker,WR,NYG,ATL,8.10
Steve Johnson,WR,SF,KC,7.90
Robert Herron,WR,TB,NO,7.90
Julius Thomas,TE,DEN,ARI,24.60
Antonio Gates,TE,LAC,NYJ,22.00
Tim Wright,TE,NE,CIN,19.50
Dwayne Allen,TE,IND,BAL,15.90
Owen Daniels,TE,BAL,IND,12.00
Jim Dray,TE,CLE,TEN,11.50
Jason Witten,TE,DAL,HOU,9.90
Travis Kelce,TE,KC,SF,9.50
Benjamin Watson,TE,NO,TB,9.30
Delanie Walker,TE,TEN,CLE,8.70
Jared Cook,TE,LAR,PHI,8.40
Josh Hill,TE,NO,TB,8.30
Heath Miller,TE,PIT,JAX,7.60
