,Player,Position,Team,Opponent,Points,PlayerID
0,Austin Davis,QB,LA,PHI,31.0,00-0028957
1,Jay Cutler,QB,CHI,CAR,24.76,00-0024226
2,Andrew Luck,QB,IND,BAL,24.68,00-0029668
3,Tony Romo,QB,DAL,HOU,22.96,00-0021678
4,Brian Hoyer,QB,CLE,TEN,22.88,00-0026625
5,Philip Rivers,QB,LAC,NYJ,22.82,00-0022942
6,Drew Brees,QB,NO,TB,22.74,00-0020531
7,Tom Brady,QB,NE,CIN,20.98,00-0019596
8,Kirk Cousins,QB,WAS,SEA,19.72,00-0029604
9,Matt Ryan,QB,ATL,NYG,18.64,00-0026143
10,Kyle Orton,QB,BUF,DET,18.32,00-0023541
11,Aaron Rodgers,QB,GB,MIN,18.24,00-0023459
12,Andy Dalton,QB,CIN,NE,17.76,00-0027973
13,Cam Newton,QB,CAR,CHI,17.1,00-0027939
14,Mike Glennon,QB,TB,NO,16.96,00-0030520
15,Jake Locker,QB,TEN,CLE,16.56,00-0027946
16,Eli Manning,QB,NYG,ATL,15.7,00-0022803
17,Charlie Whitehurst,QB,TEN,CLE,15.66,00-0024296
18,Nick Foles,QB,PHI,LAR,15.58,00-0029567
19,Christian Ponder,QB,MIN,GB,14.38,00-0027950
20,Colin Kaepernick,QB,SF,KC,13.84,00-0027974
21,Ben Roethlisberger,QB,PIT,JAX,13.72,00-0022924
22,Matthew Stafford,QB,DET,BUF,13.04,00-0026498
23,Alex Smith,QB,KC,SF,9.92,00-0023436
24,Joe Flacco,QB,BAL,IND,8.4,00-0026158
25,Blake Bortles,QB,JAX,PIT,7.04,00-0031407
26,Ryan Fitzpatrick,QB,HOU,DAL,5.46,00-0023682
27,Drew Stanton,QB,ARI,DEN,4.72,00-0025430
28,Michael Vick,QB,NYJ,LAC,3.28,
29,Jason Campbell,QB,CIN,NE,1.8,00-0023460
30,Geno Smith,QB,NYJ,LAC,0.38,00-0030565
31,Josh McCown,QB,TB,NO,0.0,00-0021206
32,Kellen Clemens,QB,LAC,NYJ,0.0,00-0024264
33,Luke McCown,QB,NO,TB,0.0,00-0022864
34,Matt Flynn,QB,GB,MIN,-0.22,00-0026349
35,Jimmy Garoppolo,QB,NE,CIN,-0.4,00-0031345
36,Golden Tate,WR,DET,BUF,29.4,00-0027891
37,Kendall Wright,WR,TEN,CLE,27.0,00-0029708
38,Brian Quick,WR,LA,PHI,25.7,00-0029640
39,Vincent Jackson,WR,TB,NO,25.4,00-0023496
40,Julio Jones,WR,ATL,NYG,24.5,00-0027944
41,Dez Bryant,WR,DAL,HOU,23.5,00-0027902
42,Alshon Jeffery,WR,CHI,CAR,21.7,00-0029137
43,Emmanuel Sanders,WR,DEN,ARI,20.9,00-0027685
44,Travis Benjamin,WR,CLE,TEN,20.8,00-0029269
45,Justin Hunter,WR,TEN,CLE,18.9,00-0030521
46,Jeremy Maclin,WR,PHI,LAR,18.6,00-0026995
47,AJ Green,WR,CIN,NE,18.1,00-0027942
48,Mohamed Sanu,WR,CIN,NE,18.0,00-0029632
49,TY Hilton,WR,IND,BAL,18.0,00-0029608
50,Brandin Cooks,WR,NO,TB,16.1,00-0031236
51,Kenny Britt,WR,LA,PHI,15.8,00-0027006
52,Sammy Watkins,WR,BUF,DET,15.7,00-0031325
53,Terrance Williams,WR,DAL,HOU,15.1,00-0030542
54,Reggie Wayne,WR,IND,BAL,14.7,00-0020498
55,Odell Beckham Jr,WR,NYG,ATL,14.4,00-0031235
56,Andre Roberts,WR,WAS,SEA,13.9,00-0027691
57,Jordy Nelson,WR,GB,MIN,13.6,00-0026176
58,Taylor Gabriel,WR,CLE,TEN,13.5,00-0031228
59,Antonio Brown,WR,PIT,JAX,13.4,00-0027793
60,Rueben Randle,WR,NYG,ATL,13.3,00-0029262
61,Riley Cooper,WR,PHI,LAR,13.3,00-0027758
62,Wes Welker,WR,DEN,ARI,12.8,00-0022427
63,Louis Murphy,WR,TB,NO,12.5,00-0027089
64,Randall Cobb,WR,GB,MIN,12.4,00-0028002
65,DeAndre Hopkins,WR,HOU,DAL,12.3,00-0030564
66,Anquan Boldin,WR,SF,KC,11.2,00-0022084
67,Andre Johnson,WR,HOU,DAL,10.8,00-0022044
68,Brandon Lloyd,WR,SF,KC,10.6,00-0022097
69,Malcom Floyd,WR,LAC,NYJ,10.2,00-0022414
70,Allen Robinson,WR,JAX,PIT,10.1,00-0031428
71,Nate Washington,WR,TEN,CLE,9.7,00-0023367
72,Adam Thielen,WR,MIN,GB,9.7,00-0030035
73,Corey Brown,WR,CAR,CHI,9.6,00-0031118
74,Marques Colston,WR,NO,TB,9.3,00-0024466
75,Junior Hemingway,WR,KC,SF,9.0,00-0029311
76,Doug Baldwin,WR,SEA,WAS,9.0,00-0028434
77,Larry Fitzgerald,WR,ARI,DEN,8.7,00-0022921
78,Jermaine Kearse,WR,SEA,WAS,8.5,00-0029159
79,Julian Edelman,WR,NE,CIN,8.5,00-0027150
80,Davante Adams,WR,GB,MIN,8.1,00-0031381
81,Preston Parker,WR,NYG,ATL,8.1,00-0027450
82,Steve Johnson,WR,SF,KC,7.9,00-0026364
83,Robert Herron,WR,TB,NO,7.9,00-0031187
84,Julius Thomas,TE,DEN,ARI,24.6,00-0028067
85,Antonio Gates,TE,LAC,NYJ,22.0,00-0021547
86,Tim Wright,TE,NE,CIN,19.5,
87,Dwayne Allen,TE,IND,BAL,15.9,00-0029689
88,Owen Daniels,TE,BAL,IND,12.0,00-0024313
89,Jim Dray,TE,CLE,TEN,11.5,00-0027825
90,Jason Witten,TE,DAL,HOU,9.9,00-0022127
91,Travis Kelce,TE,KC,SF,9.5,00-0030506
92,Benjamin Watson,TE,NO,TB,9.3,00-0022943
93,Delanie Walker,TE,TEN,CLE,8.7,00-0024389
