Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Ahmad Bradshaw,RB,5,NYG,CLE,30,200,7,1,6,4,29,0,1,1,34.90,2012
2,Arian Foster,RB,5,HOU,NYJ,29,152,5,1,4,1,16,0,0,0,26.80,2012
3,Ryan Mathews,RB,5,LAC,NO,12,80,7,1,8,6,59,0,0,0,25.90,2012
4,Trent Richardson,RB,5,CLE,NYG,17,81,5,1,7,5,47,0,0,0,23.80,2012
5,Stevan Ridley,RB,5,NE,DEN,28,151,5,1,0,0,0,0,1,1,23.10,2012
6,Jamaal Charles,RB,5,KC,BAL,31,140,5,0,2,2,21,0,1,0,21.10,2012
7,Frank Gore,RB,5,SF,BUF,14,106,8,1,0,0,0,0,0,0,19.60,2012
8,Rashard Mendenhall,RB,5,PIT,PHI,13,68,5,0,4,3,33,1,1,0,19.10,2012
9,LeSean McCoy,RB,5,PHI,PIT,16,53,3,0,5,4,27,1,0,0,18.00,2012
10,Matt Forte,RB,5,CHI,JAX,22,107,5,0,4,2,20,0,0,0,17.70,2012
11,Alfred Morris,RB,5,WAS,ATL,18,115,6,0,1,1,20,0,0,0,17.50,2012
12,Ray Rice,RB,5,BAL,KC,17,102,6,0,3,1,16,0,0,0,15.80,2012
13,Reggie Bush,RB,5,MIA,CIN,19,48,3,1,2,2,24,0,0,0,15.20,2012
14,Michael Turner,RB,5,ATL,WAS,17,64,4,1,5,2,2,0,0,0,14.60,2012
15,Willis McGahee,RB,5,DEN,NE,14,51,4,0,6,5,51,0,1,1,14.20,2012
16,Adrian Peterson,RB,5,MIN,TEN,17,88,5,0,3,3,15,0,0,0,13.30,2012
17,Donald Brown,RB,5,IND,GB,17,84,5,0,2,2,8,0,0,0,13.20,2012
18,Ronnie Brown,RB,5,LAC,NO,2,27,14,0,5,5,47,0,0,0,12.40,2012
19,Armando Allen,RB,5,CHI,JAX,5,59,12,1,0,0,0,0,0,0,11.90,2012
20,Daniel Thomas,RB,5,MIA,CIN,10,29,3,1,1,1,8,0,0,0,10.70,2012
21,David Wilson,RB,5,NYG,CLE,2,44,22,1,0,0,0,0,0,0,10.40,2012
22,Marshawn Lynch,RB,5,SEA,CAR,21,85,4,0,2,1,9,0,0,0,10.40,2012
23,Pierre Thomas,RB,5,NO,LAC,9,30,3,0,2,2,40,0,0,0,9.00,2012
24,Darren Sproles,RB,5,NO,LAC,5,9,2,0,7,5,28,0,0,0,8.70,2012
25,John Kuhn,FB,5,GB,IND,2,9,5,1,1,1,6,0,0,0,8.50,2012
26,Chris Ogbonnaya,RB,5,CLE,NYG,0,0,0,0,4,3,54,0,0,0,8.40,2012
27,Danny Woodhead,RB,5,NE,DEN,7,47,7,0,1,1,25,0,0,0,8.20,2012
28,Anthony Dixon,RB,5,SF,BUF,4,21,5,1,0,0,0,0,0,0,8.10,2012
29,Kendall Hunter,RB,5,SF,BUF,11,81,7,0,1,0,0,0,0,0,8.10,2012
30,Steven Jackson,RB,5,LAR,ARI,18,76,4,0,0,0,0,0,0,0,7.60,2012
31,Michael Bush,RB,5,CHI,JAX,4,26,7,0,3,2,26,0,0,0,7.20,2012
32,Maurice Jones-Drew,RB,5,JAX,CHI,12,56,5,0,3,1,3,0,0,0,6.90,2012
33,Joe McKnight,RB,5,NYJ,HOU,4,5,1,0,0,0,0,0,0,0,6.50,2012
34,Brandon Bolden,RB,5,NE,DEN,14,54,4,0,1,1,0,0,0,0,6.40,2012
35,Alex Green,RB,5,GB,IND,10,63,6,0,0,0,0,0,0,0,6.30,2012
36,Shane Vereen,RB,5,NE,DEN,1,1,1,1,0,0,0,0,0,0,6.10,2012
37,Cedric Benson,RB,5,GB,IND,7,20,3,0,2,2,21,0,0,0,6.10,2012
38,William Powell,RB,5,ARI,LAR,1,7,7,0,4,3,20,0,0,0,5.70,2012
39,Shaun Draughn,RB,5,KC,BAL,12,40,3,0,1,1,5,0,0,0,5.50,2012
40,Shonn Greene,RB,5,NYJ,HOU,8,26,3,0,2,1,19,0,0,0,5.50,2012
41,Jonathan Stewart,RB,5,CAR,SEA,4,16,4,0,4,2,15,0,1,0,5.10,2012
42,Ryan Williams,RB,5,ARI,LAR,14,33,2,0,1,1,5,0,0,0,4.80,2012
43,Anthony Sherman,FB,5,ARI,LAR,0,0,0,0,2,2,25,0,0,0,4.50,2012
44,Fred Jackson,RB,5,BUF,SF,9,29,3,0,1,1,5,0,0,0,4.40,2012
45,Cyrus Gray,RB,5,KC,BAL,4,20,5,0,1,1,12,0,0,0,4.20,2012
46,Javon Ringer,RB,5,TEN,MIN,0,0,0,0,5,3,12,0,0,0,4.20,2012
47,Toby Gerhart,RB,5,MIN,TEN,6,41,7,0,0,0,0,0,0,0,4.10,2012
48,Isaac Redman,RB,5,PIT,PHI,13,41,3,0,0,0,0,0,0,0,4.10,2012
49,Bernard Scott,RB,5,CIN,MIA,5,40,8,0,0,0,0,0,0,0,4.00,2012
50,Brian Leonard,RB,5,CIN,MIA,0,0,0,0,2,2,19,0,0,0,3.90,2012
