,Player,Position,Team,Opponent,Points,PlayerID
0,Alex Smith,QB,SF,BUF,32.02,00-0023436
1,Peyton Manning,QB,DEN,NE,28.38,00-0010346
2,Aaron Rodgers,QB,GB,IND,26.1,00-0023459
3,Matt Ryan,QB,ATL,WAS,23.5,00-0026143
4,Philip Rivers,QB,LAC,NO,23.16,00-0022942
5,Eli Manning,QB,NYG,CLE,21.26,00-0022803
6,Jay Cutler,QB,CHI,JAX,20.88,00-0024226
7,Christian Ponder,QB,MIN,TEN,19.42,00-0027950
8,Tom Brady,QB,NE,DEN,18.72,00-0019596
9,Brandon Weeden,QB,CLE,NYG,17.84,00-0029677
10,Michael Vick,QB,PHI,PIT,14.6,
11,Ben Roethlisberger,QB,PIT,PHI,14.2,00-0022924
12,Andy Dalton,QB,CIN,MIA,13.46,00-0027973
13,Sam Bradford,QB,LA,ARI,12.64,00-0027854
14,Russell Wilson,QB,SEA,CAR,12.04,00-0029263
15,Matt Hasselbeck,QB,TEN,MIN,12.0,00-0007091
16,Matt Schaub,QB,HOU,NYJ,11.36,00-0022787
17,Mark Sanchez,QB,NYJ,HOU,11.3,00-0026898
18,Kevin Kolb,QB,ARI,LAR,10.76,00-0025423
19,Colin Kaepernick,QB,SF,BUF,9.18,00-0027974
20,Cam Newton,QB,CAR,SEA,8.84,00-0027939
21,Ryan Tannehill,QB,MIA,CIN,8.52,00-0029701
22,Joe Flacco,QB,BAL,KC,7.88,00-0026158
23,Kirk Cousins,QB,WAS,ATL,6.44,00-0029604
24,Robert Griffin III,QB,WAS,ATL,4.34,00-0029532
25,Ryan Fitzpatrick,QB,BUF,SF,4.14,00-0023682
26,Blaine Gabbert,QB,JAX,CHI,2.78,00-0027948
27,Tim Tebow,QB,NYJ,HOU,1.9,00-0027876
28,Rusty Smith,QB,TEN,MIN,1.36,00-0027775
29,Brady Quinn,QB,KC,BAL,1.28,00-0025409
30,Matt Cassel,QB,KC,BAL,1.08,00-0023662
31,Chase Daniel,QB,NO,LAC,0.0,00-0026544
32,Jason Campbell,QB,CHI,JAX,0.0,00-0023460
33,Tyrod Taylor,QB,BAL,KC,0.0,00-0028118
34,Joe Webb,QB,MIN,TEN,-0.1,00-0027796
35,Brandon Marshall,WR,CHI,JAX,35.4,00-0024334
36,Percy Harvin,WR,MIN,TEN,34.6,00-0026998
37,Wes Welker,WR,NE,DEN,32.4,00-0022427
38,Devery Henderson,WR,NO,LAC,29.3,00-0022929
39,Demaryius Thomas,WR,DEN,NE,29.0,00-0027874
40,Victor Cruz,WR,NYG,CLE,28.0,00-0027265
41,Michael Crabtree,WR,SF,BUF,26.3,00-0026986
42,Julio Jones,WR,ATL,WAS,25.5,00-0027944
43,Josh Gordon,WR,CLE,NYG,22.2,00-0029664
44,Robert Meachem,WR,LAC,NO,21.7,00-0025414
45,AJ Green,WR,CIN,MIA,21.5,00-0027942
46,James Jones,WR,GB,IND,20.6,00-0025465
47,Malcom Floyd,WR,LAC,NO,18.8,00-0022414
48,Randall Cobb,WR,GB,IND,18.2,00-0028002
49,Larry Fitzgerald,WR,ARI,LAR,17.2,00-0022921
50,Jordan Norwood,WR,CLE,NYG,17.2,00-0026739
51,Santana Moss,WR,WAS,ATL,16.0,00-0020494
52,Antonio Brown,WR,PIT,PHI,15.6,00-0027793
53,Kendall Wright,WR,TEN,MIN,15.6,00-0029708
54,Jeremy Kerley,WR,NYJ,HOU,14.4,00-0028091
55,Rueben Randle,WR,NYG,CLE,14.2,00-0029262
56,Kyle Williams,WR,SF,BUF,13.6,
57,Mario Manningham,WR,SF,BUF,12.6,00-0026235
58,Anquan Boldin,WR,BAL,KC,12.2,00-0022084
59,Chris Givens,WR,LA,ARI,12.1,
60,Eric Decker,WR,DEN,NE,12.1,00-0027690
61,Golden Tate,WR,SEA,CAR,12.0,00-0027891
62,Dwayne Bowe,WR,KC,BAL,12.0,00-0025410
63,Sidney Rice,WR,SEA,CAR,11.7,00-0025431
64,Roddy White,WR,ATL,WAS,10.8,00-0023462
65,Domenik Hixon,WR,NYG,CLE,10.5,00-0024345
66,Andrew Hawkins,WR,CIN,MIA,10.2,00-0027918
67,Alshon Jeffery,WR,CHI,JAX,10.0,00-0029137
68,Brian Hartline,WR,MIA,CIN,9.9,00-0027077
69,Steve Johnson,WR,BUF,SF,9.9,00-0026364
70,DeSean Jackson,WR,PHI,PIT,9.8,00-0026189
71,Andre Roberts,WR,ARI,LAR,9.2,00-0027691
72,Brandon Stokley,WR,DEN,NE,9.0,00-0015754
73,Jeremy Maclin,WR,PHI,PIT,8.9,00-0026995
74,Nate Washington,WR,TEN,MIN,8.6,00-0023367
75,Kevin Walter,WR,HOU,NYJ,8.6,00-0021931
76,Greg Camarillo,WR,NO,LAC,8.4,00-0023408
77,Steve Smith,WR,CAR,SEA,8.0,
78,Brandon LaFell,WR,CAR,SEA,7.4,00-0027681
79,Armon Binns,WR,CIN,MIA,7.1,00-0028400
80,Justin Blackmon,WR,JAX,CHI,7.0,00-0029707
81,Devin Hester,WR,CHI,JAX,6.9,00-0024272
82,Davone Bess,WR,MIA,CIN,6.9,00-0026000
83,Owen Daniels,TE,HOU,NYJ,17.9,00-0024313
84,Jared Cook,TE,TEN,MIN,14.7,00-0027061
85,Dwayne Allen,TE,IND,GB,13.8,00-0029689
86,Jeff Cumberland,TE,NYJ,HOU,13.1,00-0027321
87,Kyle Rudolph,TE,MIN,TEN,12.3,00-0027981
88,Joel Dreessen,TE,DEN,NE,12.1,00-0023630
89,Jermaine Gresham,TE,CIN,MIA,11.0,00-0027873
90,Jacob Tamme,TE,DEN,NE,11.0,00-0026267
91,Fred Davis,TE,WAS,ATL,10.4,00-0026188
92,Brent Celek,TE,PHI,PIT,9.9,00-0025549
93,James Casey,TE,HOU,NYJ,9.3,00-0027109
94,Coby Fleener,TE,IND,GB,9.1,00-0029697
95,Zach Miller,TE,SEA,CAR,8.9,00-0027125
96,Heath Miller,TE,PIT,PHI,8.1,00-0023465
97,Lance Kendricks,TE,LA,ARI,7.7,00-0027985
98,Rob Housler,TE,ARI,LAR,7.5,00-0028007
99,Rob Gronkowski,TE,NE,DEN,7.5,00-0027656
100,Marcedes Lewis,TE,JAX,CHI,7.4,00-0024243
101,Scott Chandler,TE,BUF,SF,7.0,00-0025516
102,Charles Clay,TE,MIA,CIN,6.5,00-0028112
103,Martellus Bennett,TE,NYG,CLE,6.0,00-0026201
104,Anthony Fasano,TE,MIA,CIN,5.8,00-0024268
105,Greg Olsen,TE,CAR,SEA,5.7,00-0025418
106,Rhett Ellison,TE,MIN,TEN,5.5,00-0029587
107,Dennis Pitta,TE,BAL,KC,5.2,00-0027714
108,Antonio Gates,TE,LAC,NO,4.9,00-0021547
109,Jordan Cameron,TE,CLE,NYG,4.6,00-0028040
110,Kellen Davis,TE,CHI,JAX,4.6,00-0026298
111,Jermichael Finley,TE,GB,IND,4.1,00-0026231
112,DJ Williams,TE,GB,IND,4.0,
113,Craig Stevens,TE,TEN,MIN,3.4,00-0026225
114,Dante Rosario,TE,LAC,NO,2.6,00-0025542
115,Ed Dickson,TE,BAL,KC,2.1,00-0027675
116,Clay Harbor,TE,PHI,PIT,1.8,00-0027725
117,David Paulson,TE,PIT,PHI,1.8,00-0029218
118,Bear Pascoe,TE,NYG,CLE,1.7,00-0026931
119,Tommy Gallarda,TE,ATL,WAS,1.7,00-0028406
120,Taylor Thompson,TE,TEN,MIN,1.7,00-0029590
121,Tom Crabtree,TE,GB,IND,1.6,00-0026878
122,Garrett Celek,TE,SF,BUF,1.4,00-0028903
123,Jeff King,TE,ARI,LAR,1.4,00-0024369
124,Jimmy Graham,TE,NO,LAC,1.4,00-0027696
125,John Carlson,TE,MIN,TEN,1.2,00-0026178
126,Benjamin Watson,TE,CLE,NYG,1.1,00-0022943
127,Delanie Walker,TE,SF,BUF,0.0,00-0024389
128,Konrad Reuland,TE,NYJ,HOU,0.0,00-0028238
129,Tony Moeaki,TE,KC,BAL,0.0,00-0027695
130,Garrett Graham,TE,HOU,NYJ,0.0,00-0027718
131,Ryan Mathews,RB,LAC,NO,25.9,00-0027864
132,Trent Richardson,RB,CLE,NYG,23.8,00-0029675
133,Stevan Ridley,RB,NE,DEN,23.1,00-0028011
134,Jamaal Charles,RB,KC,BAL,21.1,00-0026213
135,Frank Gore,RB,SF,BUF,19.6,00-0023500
136,Rashard Mendenhall,RB,PIT,PHI,19.1,00-0026163
137,LeSean McCoy,RB,PHI,PIT,18.0,00-0027029
138,Matt Forte,RB,CHI,JAX,17.7,00-0026184
139,Alfred Morris,RB,WAS,ATL,17.5,00-0029141
140,Ray Rice,RB,BAL,KC,15.8,00-0026195
141,Reggie Bush,RB,MIA,CIN,15.2,00-0024217
142,Michael Turner,RB,ATL,WAS,14.6,00-0022821
143,Willis McGahee,RB,DEN,NE,14.2,00-0022178
144,Adrian Peterson,RB,MIN,TEN,13.3,00-0025394
145,Donald Brown,RB,IND,GB,13.2,00-0027003
146,Ronnie Brown,RB,LAC,NO,12.4,00-0023437
147,Armando Allen,RB,CHI,JAX,11.9,00-0028565
148,Daniel Thomas,RB,MIA,CIN,10.7,00-0028000
149,David Wilson,RB,NYG,CLE,10.4,00-0029251
150,Marshawn Lynch,RB,SEA,CAR,10.4,00-0025399
151,Pierre Thomas,RB,NO,LAC,9.0,00-0024813
152,Darren Sproles,RB,NO,LAC,8.7,00-0023564
153,John Kuhn,FB,GB,IND,8.5,00-0022999
154,Chris Ogbonnaya,RB,CLE,NYG,8.4,00-0027140
155,Danny Woodhead,RB,NE,DEN,8.2,00-0026019
156,Anthony Dixon,RB,SF,BUF,8.1,00-0027772
157,Kendall Hunter,RB,SF,BUF,8.1,00-0028053
158,Steven Jackson,RB,LA,ARI,7.6,00-0022736
159,Michael Bush,RB,CHI,JAX,7.2,00-0025487
160,Maurice Jones-Drew,RB,JAX,CHI,6.9,00-0024275
161,Joe McKnight,RB,NYJ,HOU,6.5,00-0027712
162,Brandon Bolden,RB,NE,DEN,6.4,00-0029239
163,Alex Green,RB,GB,IND,6.3,00-0028034
164,Shane Vereen,RB,NE,DEN,6.1,00-0027994
165,Cedric Benson,RB,GB,IND,6.1,00-0023439
166,William Powell,RB,ARI,LAR,5.7,00-0028736
167,Shaun Draughn,RB,KC,BAL,5.5,00-0028202
168,Shonn Greene,RB,NYJ,HOU,5.5,00-0026899
169,Jonathan Stewart,RB,CAR,SEA,5.1,00-0026153
170,Ryan Williams,RB,ARI,LAR,4.8,00-0027976
171,Anthony Sherman,FB,ARI,LAR,4.5,00-0028074
172,Fred Jackson,RB,BUF,SF,4.4,00-0024204
173,Cyrus Gray,RB,KC,BAL,4.2,00-0029298
174,Javon Ringer,RB,TEN,MIN,4.2,00-0027120
175,Toby Gerhart,RB,MIN,TEN,4.1,00-0027888
176,Isaac Redman,RB,PIT,PHI,4.1,00-0026566
177,Bernard Scott,RB,CIN,MIA,4.0,00-0026941
