Player,Position,Team,Opponent,Points
Alex Smith,QB,SF,BUF,32.02
Peyton Manning,QB,DEN,NE,28.38
Aaron Rodgers,QB,GB,IND,26.10
Matt Ryan,QB,ATL,WAS,23.50
Philip Rivers,QB,LAC,NO,23.16
Eli Manning,QB,NYG,CLE,21.26
Jay Cutler,QB,CHI,JAX,20.88
Christian Ponder,QB,MIN,TEN,19.42
Tom Brady,QB,NE,DEN,18.72
Brandon Weeden,QB,CLE,NYG,17.84
Michael Vick,QB,PHI,PIT,14.60
Ben Roethlisberger,QB,PIT,PHI,14.20
Andy Dalton,QB,CIN,MIA,13.46
Sam Bradford,QB,LAR,ARI,12.64
Russell Wilson,QB,SEA,CAR,12.04
Matt Hasselbeck,QB,TEN,MIN,12.00
Matt Schaub,QB,HOU,NYJ,11.36
Mark Sanchez,QB,NYJ,HOU,11.30
Kevin Kolb,QB,ARI,LAR,10.76
Colin Kaepernick,QB,SF,BUF,9.18
Cam Newton,QB,CAR,SEA,8.84
Ryan Tannehill,QB,MIA,CIN,8.52
Joe Flacco,QB,BAL,KC,7.88
Kirk Cousins,QB,WAS,ATL,6.44
Robert Griffin III,QB,WAS,ATL,4.34
Ryan Fitzpatrick,QB,BUF,SF,4.14
Blaine Gabbert,QB,JAX,CHI,2.78
Tim Tebow,QB,NYJ,HOU,1.90
Rusty Smith,QB,TEN,MIN,1.36
Brady Quinn,QB,KC,BAL,1.28
Matt Cassel,QB,KC,BAL,1.08
Chase Daniel,QB,NO,LAC,0.00
Jason Campbell,QB,CHI,JAX,0.00
Tyrod Taylor,QB,BAL,KC,0.00
Joe Webb,QB,MIN,TEN,-0.10
Brandon Marshall,WR,CHI,JAX,35.40
Percy Harvin,WR,MIN,TEN,34.60
Wes Welker,WR,NE,DEN,32.40
Devery Henderson,WR,NO,LAC,29.30
Demaryius Thomas,WR,DEN,NE,29.00
Victor Cruz,WR,NYG,CLE,28.00
Michael Crabtree,WR,SF,BUF,26.30
Julio Jones,WR,ATL,WAS,25.50
Josh Gordon,WR,CLE,NYG,22.20
Robert Meachem,WR,LAC,NO,21.70
AJ Green,WR,CIN,MIA,21.50
James Jones,WR,GB,IND,20.60
Malcom Floyd,WR,LAC,NO,18.80
Randall Cobb,WR,GB,IND,18.20
Larry Fitzgerald,WR,ARI,LAR,17.20
Jordan Norwood,WR,CLE,NYG,17.20
Santana Moss,WR,WAS,ATL,16.00
Antonio Brown,WR,PIT,PHI,15.60
Kendall Wright,WR,TEN,MIN,15.60
Jeremy Kerley,WR,NYJ,HOU,14.40
Rueben Randle,WR,NYG,CLE,14.20
Kyle Williams,WR,SF,BUF,13.60
Mario Manningham,WR,SF,BUF,12.60
Anquan Boldin,WR,BAL,KC,12.20
Chris Givens,WR,LAR,ARI,12.10
Eric Decker,WR,DEN,NE,12.10
Golden Tate,WR,SEA,CAR,12.00
Dwayne Bowe,WR,KC,BAL,12.00
Sidney Rice,WR,SEA,CAR,11.70
Roddy White,WR,ATL,WAS,10.80
Domenik Hixon,WR,NYG,CLE,10.50
Andrew Hawkins,WR,CIN,MIA,10.20
Alshon Jeffery,WR,CHI,JAX,10.00
Brian Hartline,WR,MIA,CIN,9.90
Steve Johnson,WR,BUF,SF,9.90
DeSean Jackson,WR,PHI,PIT,9.80
Andre Roberts,WR,ARI,LAR,9.20
Brandon Stokley,WR,DEN,NE,9.00
Jeremy Maclin,WR,PHI,PIT,8.90
Nate Washington,WR,TEN,MIN,8.60
Kevin Walter,WR,HOU,NYJ,8.60
Greg Camarillo,WR,NO,LAC,8.40
Steve Smith,WR,CAR,SEA,8.00
Brandon LaFell,WR,CAR,SEA,7.40
Armon Binns,WR,CIN,MIA,7.10
Justin Blackmon,WR,JAX,CHI,7.00
Devin Hester,WR,CHI,JAX,6.90
Davone Bess,WR,MIA,CIN,6.90
Owen Daniels,TE,HOU,NYJ,17.90
Jared Cook,TE,TEN,MIN,14.70
Dwayne Allen,TE,IND,GB,13.80
Jeff Cumberland,TE,NYJ,HOU,13.10
Kyle Rudolph,TE,MIN,TEN,12.30
Joel Dreessen,TE,DEN,NE,12.10
Jermaine Gresham,TE,CIN,MIA,11.00
Jacob Tamme,TE,DEN,NE,11.00
Fred Davis,TE,WAS,ATL,10.40
Brent Celek,TE,PHI,PIT,9.90
James Casey,TE,HOU,NYJ,9.30
Coby Fleener,TE,IND,GB,9.10
Zach Miller,TE,SEA,CAR,8.90
Heath Miller,TE,PIT,PHI,8.10
Lance Kendricks,TE,LAR,ARI,7.70
Rob Housler,TE,ARI,LAR,7.50
Rob Gronkowski,TE,NE,DEN,7.50
Marcedes Lewis,TE,JAX,CHI,7.40
Scott Chandler,TE,BUF,SF,7.00
Charles Clay,TE,MIA,CIN,6.50
Martellus Bennett,TE,NYG,CLE,6.00
Anthony Fasano,TE,MIA,CIN,5.80
Greg Olsen,TE,CAR,SEA,5.70
Rhett Ellison,TE,MIN,TEN,5.50
Dennis Pitta,TE,BAL,KC,5.20
Antonio Gates,TE,LAC,NO,4.90
Jordan Cameron,TE,CLE,NYG,4.60
Kellen Davis,TE,CHI,JAX,4.60
Jermichael Finley,TE,GB,IND,4.10
DJ Williams,TE,GB,IND,4.00
Craig Stevens,TE,TEN,MIN,3.40
Dante Rosario,TE,LAC,NO,2.60
Ed Dickson,TE,BAL,KC,2.10
Clay Harbor,TE,PHI,PIT,1.80
David Paulson,TE,PIT,PHI,1.80
Bear Pascoe,TE,NYG,CLE,1.70
Tommy Gallarda,TE,ATL,WAS,1.70
Taylor Thompson,TE,TEN,MIN,1.70
Tom Crabtree,TE,GB,IND,1.60
Garrett Celek,TE,SF,BUF,1.40
Jeff King,TE,ARI,LAR,1.40
Jimmy Graham,TE,NO,LAC,1.40
John Carlson,TE,MIN,TEN,1.20
Benjamin Watson,TE,CLE,NYG,1.10
Delanie Walker,TE,SF,BUF,0.00
Konrad Reuland,TE,NYJ,HOU,0.00
Tony Moeaki,TE,KC,BAL,0.00
Garrett Graham,TE,HOU,NYJ,0.00
Ryan Mathews,RB,LAC,NO,25.90
Trent Richardson,RB,CLE,NYG,23.80
Stevan Ridley,RB,NE,DEN,23.10
Jamaal Charles,RB,KC,BAL,21.10
Frank Gore,RB,SF,BUF,19.60
Rashard Mendenhall,RB,PIT,PHI,19.10
LeSean McCoy,RB,PHI,PIT,18.00
Matt Forte,RB,CHI,JAX,17.70
Alfred Morris,RB,WAS,ATL,17.50
Ray Rice,RB,BAL,KC,15.80
Reggie Bush,RB,MIA,CIN,15.20
Michael Turner,RB,ATL,WAS,14.60
Willis McGahee,RB,DEN,NE,14.20
Adrian Peterson,RB,MIN,TEN,13.30
Donald Brown,RB,IND,GB,13.20
Ronnie Brown,RB,LAC,NO,12.40
Armando Allen,RB,CHI,JAX,11.90
Daniel Thomas,RB,MIA,CIN,10.70
David Wilson,RB,NYG,CLE,10.40
Marshawn Lynch,RB,SEA,CAR,10.40
Pierre Thomas,RB,NO,LAC,9.00
Darren Sproles,RB,NO,LAC,8.70
John Kuhn,FB,GB,IND,8.50
Chris Ogbonnaya,RB,CLE,NYG,8.40
Danny Woodhead,RB,NE,DEN,8.20
Anthony Dixon,RB,SF,BUF,8.10
Kendall Hunter,RB,SF,BUF,8.10
Steven Jackson,RB,LAR,ARI,7.60
Michael Bush,RB,CHI,JAX,7.20
Maurice Jones-Drew,RB,JAX,CHI,6.90
Joe McKnight,RB,NYJ,HOU,6.50
Brandon Bolden,RB,NE,DEN,6.40
Alex Green,RB,GB,IND,6.30
Shane Vereen,RB,NE,DEN,6.10
Cedric Benson,RB,GB,IND,6.10
William Powell,RB,ARI,LAR,5.70
Shaun Draughn,RB,KC,BAL,5.50
Shonn Greene,RB,NYJ,HOU,5.50
Jonathan Stewart,RB,CAR,SEA,5.10
Ryan Williams,RB,ARI,LAR,4.80
Anthony Sherman,FB,ARI,LAR,4.50
Fred Jackson,RB,BUF,SF,4.40
Cyrus Gray,RB,KC,BAL,4.20
Javon Ringer,RB,TEN,MIN,4.20
Toby Gerhart,RB,MIN,TEN,4.10
Isaac Redman,RB,PIT,PHI,4.10
Bernard Scott,RB,CIN,MIA,4.00
Brian Leonard,RB,CIN,MIA,3.90
Robbie Gould,K,CHI,JAX,0.00
Shayne Graham,K,HOU,NYJ,0.00
Lawrence Tynes,K,NYG,CLE,0.00
Steven Hauschka,K,SEA,CAR,0.00
Shaun Suisham,K,PIT,PHI,0.00
Adam Vinatieri,K,IND,GB,0.00
Justin Tucker,K,BAL,KC,0.00
Phil Dawson,K,CLE,NYG,0.00
David Akers,K,SF,BUF,0.00
Matt Bryant,K,ATL,WAS,0.00
Garrett Hartley,K,NO,LAC,0.00
Mike Nugent,K,CIN,MIA,0.00
Stephen Gostkowski,K,NE,DEN,0.00
Greg Zuerlein,K,LAR,ARI,0.00
Ryan Succop,K,KC,BAL,0.00
Nick Novak,K,LAC,NO,0.00
Billy Cundiff,K,WAS,ATL,0.00
Dan Carpenter,K,MIA,CIN,0.00
Nick Folk,K,NYJ,HOU,0.00
Justin Medlock,K,CAR,SEA,0.00
Mason Crosby,K,GB,IND,0.00
Rian Lindell,K,BUF,SF,0.00
Matt Prater,K,DEN,NE,0.00
Josh Scobee,K,JAX,CHI,0.00
Jay Feely,K,ARI,LAR,0.00
Alex Henery,K,PHI,PIT,0.00
Rob Bironas,K,TEN,MIN,0.00
John Potter,K,BUF,SF,0.00
Carolina Panthers,DST,CAR,SEA,17.00
Seattle Seahawks,DST,SEA,CAR,15.00
Baltimore Ravens,DST,BAL,KC,15.00
Miami Dolphins,DST,MIA,CIN,13.00
San Francisco 49ers,DST,SF,BUF,12.00
Kansas City Chiefs,DST,KC,BAL,12.00
Atlanta Falcons,DST,ATL,WAS,11.00
Washington Redskins,DST,WAS,ATL,11.00
Minnesota Vikings,DST,MIN,TEN,10.00
New Orleans Saints,DST,NO,LAC,9.00
New York Jets,DST,NYJ,HOU,8.00
New England Patriots,DST,NE,DEN,8.00
Pittsburgh Steelers,DST,PIT,PHI,8.00
Houston Texans,DST,HOU,NYJ,8.00
Cincinnati Bengals,DST,CIN,MIA,7.00
Indianapolis Colts,DST,IND,GB,7.00
New York Giants,DST,NYG,CLE,6.00
Denver Broncos,DST,DEN,NE,5.00
Green Bay Packers,DST,GB,IND,5.00
Tennessee Titans,DST,TEN,MIN,4.00
Los Angeles Chargers,DST,LAC,NO,4.00
Arizona Cardinals,DST,ARI,LAR,4.00
Jacksonville Jaguars,DST,JAX,CHI,2.00
Philadelphia Eagles,DST,PHI,PIT,1.00
Cleveland Browns,DST,CLE,NYG,0.00
Buffalo Bills,DST,BUF,SF,-2.00
