Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Carolina Panthers,DST,17,CAR,ATL,12,9,14,1,0,0,1,0,20,18.00,2013
2,New York Giants,DST,17,NYG,WAS,4,3,5,2,2,0,0,0,6,18.00,2013
3,Seattle Seahawks,DST,17,SEA,LAR,5,2,6,2,0,0,1,0,9,16.00,2013
4,Cincinnati Bengals,DST,17,CIN,BAL,2,2,7,3,0,0,1,0,17,15.00,2013
5,Tennessee Titans,DST,17,TEN,HOU,4,1,2,2,2,0,0,0,10,13.00,2013
6,Indianapolis Colts,DST,17,IND,JAX,3,3,8,1,1,0,0,0,10,11.00,2013
7,Pittsburgh Steelers,DST,17,PIT,CLE,5,3,3,1,1,0,0,0,7,11.00,2013
8,New York Jets,DST,17,NYJ,MIA,4,0,3,3,0,0,0,0,7,10.00,2013
9,Minnesota Vikings,DST,17,MIN,DET,7,5,6,0,0,0,0,0,13,9.00,2013
10,Detroit Lions,DST,17,DET,MIN,2,3,4,1,1,0,0,0,14,8.00,2013
11,Washington Redskins,DST,17,WAS,NYG,10,1,3,2,1,0,0,0,20,8.00,2013
12,Baltimore Ravens,DST,17,BAL,CIN,2,0,0,4,0,0,0,0,34,7.00,2013
13,Dallas Cowboys,DST,17,DAL,PHI,7,5,7,0,1,0,0,0,24,7.00,2013
14,Atlanta Falcons,DST,17,ATL,CAR,3,1,1,1,1,0,0,0,21,6.00,2013
15,Chicago Bears,DST,17,CHI,GB,2,3,3,2,0,0,0,0,33,6.00,2013
16,Cleveland Browns,DST,17,CLE,PIT,1,1,1,2,0,0,0,0,20,6.00,2013
17,Philadelphia Eagles,DST,17,PHI,DAL,2,0,2,2,1,0,0,0,22,6.00,2013
18,San Francisco 49ers,DST,17,SF,ARI,2,1,4,1,1,0,0,0,20,6.00,2013
19,Denver Broncos,DST,17,DEN,OAK,6,2,2,0,1,0,0,0,14,5.00,2013
20,Kansas City Chiefs,DST,17,KC,LAC,3,3,6,1,0,0,0,0,27,5.00,2013
21,New England Patriots,DST,17,NE,BUF,6,4,6,0,0,0,0,0,20,5.00,2013
22,New Orleans Saints,DST,17,NO,TB,5,2,5,1,0,0,0,0,17,5.00,2013
23,Green Bay Packers,DST,17,GB,CHI,2,1,1,1,1,0,0,0,28,4.00,2013
24,Houston Texans,DST,17,HOU,TEN,7,1,7,1,0,0,0,0,16,4.00,2013
25,Los Angeles Rams,DST,17,LAR,SEA,7,4,8,0,0,0,0,0,27,4.00,2013
26,Oakland Raiders,DST,17,OAK,DEN,6,3,3,0,0,0,0,0,34,4.00,2013
27,Arizona Cardinals,DST,17,ARI,SF,5,2,3,0,0,0,0,0,23,2.00,2013
28,Buffalo Bills,DST,17,BUF,NE,4,1,2,1,0,0,0,0,34,2.00,2013
29,Los Angeles Chargers,DST,17,LAC,KC,12,2,6,0,0,0,0,0,24,2.00,2013
30,Miami Dolphins,DST,17,MIA,NYJ,2,0,2,0,0,0,0,0,20,1.00,2013
31,Jacksonville Jaguars,DST,17,JAX,IND,2,1,4,0,0,0,0,0,30,0.00,2013
32,Tampa Bay Buccaneers,DST,17,TB,NO,7,1,3,0,0,0,0,0,42,-3.00,2013
