Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Jason Witten,TE,17,DAL,PHI,16,12,75,135,0,34,8,11,0,0,0,0,0,28.50,2013
2,Jimmy Graham,TE,17,NO,TB,8,5,63,71,1,33,9,14,0,0,0,0,0,18.10,2013
3,Tim Wright,TE,17,TB,NO,10,5,50,58,1,24,6,12,1,2,0,0,0,17.00,2013
4,Greg Olsen,TE,17,CAR,ATL,8,6,75,42,1,8,5,7,0,0,0,0,0,16.20,2013
5,Brent Celek,TE,17,PHI,DAL,5,3,60,71,1,35,14,24,0,0,0,0,0,16.10,2013
6,Dennis Pitta,TE,17,BAL,CIN,11,8,73,63,0,11,6,8,0,0,0,0,0,14.30,2013
7,Jared Cook,TE,17,LAR,SEA,7,5,71,30,1,14,4,6,0,0,0,0,0,14.00,2013
8,Vernon Davis,TE,17,SF,ARI,5,3,60,45,1,26,9,15,0,0,0,0,0,13.50,2013
9,Antonio Gates,TE,17,LAC,KC,5,4,80,31,1,16,6,8,0,0,0,0,0,13.10,2013
10,Rob Housler,TE,17,ARI,SF,6,5,83,78,0,30,13,16,0,0,0,0,0,12.80,2013
11,Jordan Cameron,TE,17,CLE,PIT,7,5,71,69,0,24,10,14,0,0,0,0,0,11.90,2013
12,Lance Kendricks,TE,17,LAR,SEA,6,5,83,54,0,21,9,11,0,0,0,0,0,10.40,2013
13,Marcedes Lewis,TE,17,JAX,IND,6,3,50,70,0,36,12,23,0,0,0,0,0,10.00,2013
14,Tony Gonzalez,TE,17,ATL,CAR,4,4,100,56,0,23,14,14,0,0,0,0,0,9.60,2013
15,Chase Ford,TE,17,MIN,DET,7,5,71,43,0,14,6,9,0,0,0,0,0,9.30,2013
16,Ladarius Green,TE,17,LAC,KC,2,1,50,22,1,22,11,22,0,0,0,0,0,9.20,2013
17,Gavin Escobar,TE,17,DAL,PHI,1,1,100,17,1,17,17,17,0,0,0,0,0,8.70,2013
18,Julius Thomas,TE,17,DEN,OAK,5,5,100,36,0,10,7,7,0,0,0,0,0,8.60,2013
19,Scott Chandler,TE,17,BUF,NE,4,3,75,55,0,27,14,18,0,0,0,0,0,8.50,2013
