Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,San Francisco 49ers,DST,14,SF,ARI,5,4,5,2,5,0,0,0,9,24.00,2009
2,Tennessee Titans,DST,14,TEN,LAR,11,1,4,5,0,0,1,0,7,21.00,2009
3,Philadelphia Eagles,DST,14,PHI,NYG,4,3,8,0,4,0,1,1,38,19.00,2009
4,New York Jets,DST,14,NYJ,TB,7,3,4,3,0,0,0,0,3,16.00,2009
5,Buffalo Bills,DST,14,BUF,KC,12,3,5,4,0,0,0,0,10,15.00,2009
6,Cleveland Browns,DST,14,CLE,PIT,10,8,13,0,0,0,0,0,6,15.00,2009
7,Houston Texans,DST,14,HOU,SEA,15,3,7,1,0,0,1,0,7,15.00,2009
8,Washington Redskins,DST,14,WAS,OAK,13,8,9,1,0,0,0,0,13,14.00,2009
9,Baltimore Ravens,DST,14,BAL,DET,5,1,5,2,0,0,0,0,3,12.00,2009
10,Jacksonville Jaguars,DST,14,JAX,MIA,3,2,3,1,2,0,0,0,14,9.00,2009
11,Kansas City Chiefs,DST,14,KC,BUF,2,2,6,1,2,0,0,0,16,9.00,2009
12,Green Bay Packers,DST,14,GB,CHI,4,3,3,2,0,0,0,0,14,8.00,2009
13,Carolina Panthers,DST,14,CAR,NE,5,0,3,1,2,0,0,0,20,7.00,2009
14,Chicago Bears,DST,14,CHI,GB,4,3,7,0,2,0,0,0,21,7.00,2009
15,Miami Dolphins,DST,14,MIA,JAX,7,3,5,0,0,0,0,0,10,7.00,2009
16,Minnesota Vikings,DST,14,MIN,CIN,4,1,5,0,1,0,0,0,10,7.00,2009
17,Indianapolis Colts,DST,14,IND,DEN,5,3,3,1,0,0,0,0,16,6.00,2009
18,New England Patriots,DST,14,NE,CAR,4,2,5,0,0,0,0,0,10,6.00,2009
19,Arizona Cardinals,DST,14,ARI,SF,6,1,4,2,0,0,0,0,24,5.00,2009
20,Denver Broncos,DST,14,DEN,IND,1,0,3,3,0,0,0,0,28,5.00,2009
21,Pittsburgh Steelers,DST,14,PIT,CLE,3,1,2,0,0,0,0,0,13,5.00,2009
22,Seattle Seahawks,DST,14,SEA,HOU,2,0,2,1,1,0,0,0,34,5.00,2009
23,Dallas Cowboys,DST,14,DAL,LAC,4,1,4,1,0,0,0,0,20,4.00,2009
24,Oakland Raiders,DST,14,OAK,WAS,5,3,8,0,1,0,0,0,34,4.00,2009
25,Cincinnati Bengals,DST,14,CIN,MIN,4,2,6,1,0,0,0,0,30,3.00,2009
26,New Orleans Saints,DST,14,NO,ATL,1,1,3,1,0,0,0,0,23,3.00,2009
27,Tampa Bay Buccaneers,DST,14,TB,NYJ,5,1,3,0,1,0,0,0,26,3.00,2009
28,Los Angeles Chargers,DST,14,LAC,DAL,3,1,1,0,0,0,0,0,17,2.00,2009
29,New York Giants,DST,14,NYG,PHI,2,1,2,1,0,0,0,0,45,1.00,2009
30,Atlanta Falcons,DST,14,ATL,NO,2,0,1,0,0,0,0,0,26,0.00,2009
31,Los Angeles Rams,DST,14,LAR,TEN,8,0,2,0,1,0,0,0,47,-2.00,2009
32,Detroit Lions,DST,14,DET,BAL,0,0,2,0,0,0,0,0,48,-4.00,2009
