Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Eli Manning,QB,14,NYG,PHI,27,38,71,391,10,3,0,130,2,18,9,0,30.44,2009
2,Matt Schaub,QB,14,HOU,SEA,29,39,74,365,9,2,1,109,1,-2,-2,0,24.40,2009
3,Drew Brees,QB,14,NO,ATL,31,40,78,296,7,3,0,123,2,-2,-1,0,23.64,2009
4,Peyton Manning,QB,14,IND,DEN,20,42,48,220,5,4,3,66,3,-3,-1,0,21.50,2009
5,Donovan McNabb,QB,14,PHI,NYG,17,26,65,275,11,2,1,110,2,5,3,0,20.50,2009
6,Kyle Orton,QB,14,DEN,IND,29,41,71,277,7,2,1,95,2,11,6,0,19.18,2009
7,Jason Campbell,QB,14,WAS,OAK,16,28,57,222,8,2,0,107,4,20,5,0,18.88,2009
8,Chris Redman,QB,14,ATL,NO,23,34,68,303,9,1,1,93,0,0,0,0,18.12,2009
9,Tony Romo,QB,14,DAL,LAC,19,30,63,249,8,2,0,112,1,-1,-1,0,17.86,2009
10,Jay Cutler,QB,14,CHI,GB,23,36,64,209,6,2,2,75,1,-1,-1,0,14.26,2009
11,Philip Rivers,QB,14,LAC,DAL,21,32,66,272,9,1,1,90,3,1,0,0,13.98,2009
12,Chad Henne,QB,14,MIA,JAX,21,29,72,220,8,0,1,80,4,1,0,1,13.90,2009
13,Vince Young,QB,14,TEN,LAR,6,8,75,132,17,1,0,156,1,44,44,0,13.68,2009
14,Joe Flacco,QB,14,BAL,DET,13,20,65,230,12,1,0,121,1,2,2,0,13.40,2009
15,Matt Hasselbeck,QB,14,SEA,HOU,24,35,69,247,7,1,1,86,2,0,0,0,12.88,2009
16,Alex Smith,QB,14,SF,ARI,19,35,54,144,4,2,2,60,4,2,1,0,12.36,2009
17,Matt Moore,QB,14,CAR,NE,15,30,50,197,7,1,0,82,0,0,0,0,11.88,2009
18,Brett Favre,QB,14,MIN,CIN,17,30,57,192,6,1,1,73,2,8,4,0,11.48,2009
19,Tom Brady,QB,14,NE,CAR,19,32,59,192,6,1,1,74,2,-2,-1,0,10.48,2009
20,Kerry Collins,QB,14,TEN,LAR,11,19,58,154,8,1,0,102,1,-1,-1,0,10.06,2009
21,Ben Roethlisberger,QB,14,PIT,CLE,18,32,56,201,6,0,0,75,3,12,4,0,9.24,2009
22,Aaron Rodgers,QB,14,GB,CHI,16,24,67,180,8,0,0,89,3,6,2,0,8.80,2009
23,Carson Palmer,QB,14,CIN,MIN,15,25,60,94,4,1,0,81,4,10,3,0,8.76,2009
24,Michael Vick,QB,14,PHI,NYG,1,2,50,32,16,0,0,96,3,11,4,1,8.38,2009
25,David Garrard,QB,14,JAX,MIA,11,26,42,139,5,0,0,60,6,26,4,0,8.16,2009
26,Troy Smith,QB,14,BAL,DET,2,3,67,10,3,0,0,72,2,14,7,1,7.80,2009
27,Bruce Gradkowski,QB,14,OAK,WAS,10,18,56,153,9,0,0,84,3,16,5,0,7.72,2009
28,Ryan Fitzpatrick,QB,14,BUF,KC,12,20,60,86,4,1,1,66,3,17,6,0,7.14,2009
29,Keith Null,QB,14,LAR,TEN,28,44,64,165,4,1,5,39,0,0,0,0,5.60,2009
30,Kellen Clemens,QB,14,NYJ,TB,12,23,52,111,5,0,0,66,3,2,1,0,4.64,2009
31,Daunte Culpepper,QB,14,DET,BAL,16,34,47,135,4,0,2,33,7,11,2,0,4.50,2009
32,Matt Cassel,QB,14,KC,BUF,26,43,61,224,5,0,4,35,2,-6,-3,0,4.36,2009
33,Kurt Warner,QB,14,ARI,SF,16,29,55,178,6,0,2,45,0,0,0,0,4.12,2009
34,Brady Quinn,QB,14,CLE,PIT,6,19,32,90,5,0,0,48,1,2,2,0,3.80,2009
35,Josh Freeman,QB,14,TB,NYJ,14,33,42,93,3,0,3,12,4,21,5,0,2.82,2009
36,JaMarcus Russell,QB,14,OAK,WAS,10,16,63,74,5,0,1,47,0,0,0,0,1.96,2009
37,JT OSullivan,QB,14,CIN,MIN,1,3,33,9,3,0,0,42,0,0,0,0,0.36,2009
38,Mark Brunell,QB,14,NO,ATL,0,1,0,0,0,0,0,40,0,0,0,0,0.00,2009
39,Matt Flynn,QB,14,GB,CHI,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2009
40,Tarvaris Jackson,QB,14,MIN,CIN,0,0,0,0,0,0,0,0,2,-1,-1,0,-0.10,2009
41,Seneca Wallace,QB,14,SEA,HOU,0,1,0,0,0,0,0,40,2,-5,-3,0,-0.50,2009
