Player,Position,Team,Opponent,Points
Drew Brees,QB,NO,ATL,23.64
Peyton Manning,QB,IND,DEN,21.50
Donovan McNabb,QB,PHI,NYG,20.50
Kyle Orton,QB,DEN,IND,19.18
Jason Campbell,QB,WAS,OAK,18.88
Chris Redman,QB,ATL,NO,18.12
Tony Romo,QB,DAL,LAC,17.86
Jay Cutler,QB,CHI,GB,14.26
Philip Rivers,QB,LAC,DAL,13.98
Chad Henne,QB,MIA,JAX,13.90
Vince Young,QB,TEN,LAR,13.68
Joe Flacco,QB,BAL,DET,13.40
Matt Hasselbeck,QB,SEA,HOU,12.88
Alex Smith,QB,SF,ARI,12.36
Matt Moore,QB,CAR,NE,11.88
Brett Favre,QB,MIN,CIN,11.48
Tom Brady,QB,NE,CAR,10.48
Kerry Collins,QB,TEN,LAR,10.06
Ben Roethlisberger,QB,PIT,CLE,9.24
Aaron Rodgers,QB,GB,CHI,8.80
Carson Palmer,QB,CIN,MIN,8.76
Michael Vick,QB,PHI,NYG,8.38
David Garrard,QB,JAX,MIA,8.16
Troy Smith,QB,BAL,DET,7.80
Bruce Gradkowski,QB,OAK,WAS,7.72
Ryan Fitzpatrick,QB,BUF,KC,7.14
Keith Null,QB,LAR,TEN,5.60
Kellen Clemens,QB,NYJ,TB,4.64
Daunte Culpepper,QB,DET,BAL,4.50
Matt Cassel,QB,KC,BUF,4.36
Kurt Warner,QB,ARI,SF,4.12
Brady Quinn,QB,CLE,PIT,3.80
Josh Freeman,QB,TB,NYJ,2.82
JaMarcus Russell,QB,OAK,WAS,1.96
JT OSullivan,QB,CIN,MIN,0.36
Mark Brunell,QB,NO,ATL,0.00
Matt Flynn,QB,GB,CHI,0.00
Tarvaris Jackson,QB,MIN,CIN,-0.10
Seneca Wallace,QB,SEA,HOU,-0.50
DeSean Jackson,WR,PHI,NYG,38.80
Hakeem Nicks,WR,NYG,PHI,24.00
Wes Welker,WR,NE,CAR,23.50
Vincent Jackson,WR,LAC,DAL,22.00
Devin Aromashodu,WR,CHI,GB,21.60
Greg Camarillo,WR,MIA,JAX,21.00
Derrick Mason,WR,BAL,DET,20.40
Johnny Knox,WR,CHI,GB,19.30
Miles Austin,WR,DAL,LAC,19.10
