Player,Position,Team,Opponent,Points
Ryan Tannehill,QB,MIA,NE,27.98
Carson Palmer,QB,ARI,TB,27.16
Tyrod Taylor,QB,BUF,NYJ,25.38
Derek Carr,QB,OAK,ATL,24.96
Philip Rivers,QB,LAC,JAX,24.80
Blake Bortles,QB,JAX,LAC,24.56
Ryan Fitzpatrick,QB,NYJ,BUF,24.06
Blaine Gabbert,QB,SF,CAR,22.72
Kirk Cousins,QB,WAS,DAL,22.56
Andy Dalton,QB,CIN,PIT,22.34
Ben Roethlisberger,QB,PIT,CIN,21.76
Jimmy Garoppolo,QB,NE,MIA,21.28
Joe Flacco,QB,BAL,CLE,21.18
Aaron Rodgers,QB,GB,MIN,19.42
Sam Bradford,QB,MIN,GB,19.14
Dak Prescott,QB,DAL,WAS,18.28
Marcus Mariota,QB,TEN,DET,17.62
Matthew Stafford,QB,DET,TEN,16.50
Josh McCown,QB,CLE,BAL,16.40
Eli Manning,QB,NYG,NO,16.32
Drew Brees,QB,NO,NYG,14.52
Carson Wentz,QB,PHI,CHI,12.60
Brock Osweiler,QB,HOU,KC,12.42
Trevor Siemian,QB,DEN,IND,12.34
Andrew Luck,QB,IND,DEN,12.08
Russell Wilson,QB,SEA,LAR,11.56
Case Keenum,QB,LAR,SEA,10.06
Jameis Winston,QB,TB,ARI,9.62
Alex Smith,QB,KC,HOU,5.64
Jacoby Brissett,QB,NE,MIA,4.88
Jay Cutler,QB,CHI,PHI,4.28
Brian Hoyer,QB,CHI,PHI,3.12
EJ Manuel,QB,BUF,NYJ,0.60
Drew Stanton,QB,ARI,TB,0.44
Matt Cassel,QB,TEN,DET,-0.10
Kellen Clemens,QB,LAC,JAX,-0.10
Travis Benjamin,WR,LAC,JAX,32.40
Corey Coleman,WR,CLE,BAL,30.40
Eric Decker,WR,NYJ,BUF,27.60
DeAndre Hopkins,WR,HOU,KC,27.30
Jarvis Landry,WR,MIA,NE,25.50
Julio Jones,WR,ATL,OAK,24.60
Marvin Jones,WR,DET,TEN,22.80
Sterling Shepard,WR,NYG,NO,22.70
Marquise Goodwin,WR,BUF,NYJ,22.20
Devante Parker,WR,MIA,NE,21.60
Dez Bryant,WR,DAL,WAS,20.20
Mike Wallace,WR,BAL,CLE,20.10
