,Player,Position,Team,Opponent,Points,PlayerID
0,Ryan Tannehill,QB,MIA,NE,27.98,00-0029701
1,Carson Palmer,QB,ARI,TB,27.16,00-0021429
2,Tyrod Taylor,QB,BUF,NYJ,25.38,00-0028118
3,Derek Carr,QB,OAK,ATL,24.96,00-0031280
4,Philip Rivers,QB,LAC,JAX,24.8,00-0022942
5,Blake Bortles,QB,JAX,LAC,24.56,00-0031407
6,Ryan Fitzpatrick,QB,NYJ,BUF,24.06,00-0023682
7,Blaine Gabbert,QB,SF,CAR,22.72,00-0027948
8,Kirk Cousins,QB,WAS,DAL,22.56,00-0029604
9,Andy Dalton,QB,CIN,PIT,22.34,00-0027973
10,Ben Roethlisberger,QB,PIT,CIN,21.76,00-0022924
11,Jimmy Garoppolo,QB,NE,MIA,21.28,00-0031345
12,Joe Flacco,QB,BAL,CLE,21.18,00-0026158
13,Aaron Rodgers,QB,GB,MIN,19.42,00-0023459
14,Sam Bradford,QB,MIN,GB,19.14,00-0027854
15,Dak Prescott,QB,DAL,WAS,18.28,00-0033077
16,Marcus Mariota,QB,TEN,DET,17.62,00-0032268
17,Matthew Stafford,QB,DET,TEN,16.5,00-0026498
18,Josh McCown,QB,CLE,BAL,16.4,00-0021206
19,Eli Manning,QB,NYG,NO,16.32,00-0022803
20,Drew Brees,QB,NO,NYG,14.52,00-0020531
21,Carson Wentz,QB,PHI,CHI,12.6,00-0032950
22,Brock Osweiler,QB,HOU,KC,12.42,00-0029682
23,Trevor Siemian,QB,DEN,IND,12.34,00-0032156
24,Andrew Luck,QB,IND,DEN,12.08,00-0029668
25,Russell Wilson,QB,SEA,LAR,11.56,00-0029263
26,Case Keenum,QB,LA,SEA,10.06,00-0028986
27,Jameis Winston,QB,TB,ARI,9.62,00-0031503
28,Alex Smith,QB,KC,HOU,5.64,00-0023436
29,Jacoby Brissett,QB,NE,MIA,4.88,00-0033119
30,Jay Cutler,QB,CHI,PHI,4.28,00-0024226
31,Brian Hoyer,QB,CHI,PHI,3.12,00-0026625
32,EJ Manuel,QB,BUF,NYJ,0.6,00-0030526
33,Drew Stanton,QB,ARI,TB,0.44,00-0025430
34,Matt Cassel,QB,TEN,DET,-0.1,00-0023662
35,Kellen Clemens,QB,LAC,JAX,-0.1,00-0024264
36,Travis Benjamin,WR,LAC,JAX,32.4,00-0029269
37,Corey Coleman,WR,CLE,BAL,30.4,00-0032966
38,Eric Decker,WR,NYJ,BUF,27.6,00-0027690
39,DeAndre Hopkins,WR,HOU,KC,27.3,00-0030564
40,Jarvis Landry,WR,MIA,NE,25.5,00-0031382
41,Julio Jones,WR,ATL,OAK,24.6,00-0027944
42,Marvin Jones,WR,DET,TEN,22.8,00-0029293
43,Sterling Shepard,WR,NYG,NO,22.7,00-0032385
44,Marquise Goodwin,WR,BUF,NYJ,22.2,00-0030068
45,Devante Parker,WR,MIA,NE,21.6,00-0031547
46,Dez Bryant,WR,DAL,WAS,20.2,00-0027902
47,Mike Wallace,WR,BAL,CLE,20.1,00-0026901
48,Danny Amendola,WR,NE,MIA,19.8,00-0026035
49,Larry Fitzgerald,WR,ARI,TB,19.1,00-0022921
50,Brandon Marshall,WR,NYJ,BUF,19.1,00-0024334
51,Mike Evans,WR,TB,ARI,19.0,00-0031408
52,Greg Salas,WR,BUF,NYJ,18.9,00-0028050
53,Jordy Nelson,WR,GB,MIN,18.3,00-0026176
54,Will Fuller,WR,HOU,KC,17.4,00-0033127
55,Odell Beckham Jr,WR,NYG,NO,16.6,00-0031235
56,Willie Snead,WR,NO,NYG,16.4,00-0030663
57,Demaryius Thomas,WR,DEN,IND,16.0,00-0027874
58,Jamison Crowder,WR,WAS,DAL,15.9,00-0031941
59,Jaron Brown,WR,ARI,TB,15.8,00-0030300
60,Kenny Britt,WR,LA,SEA,15.4,00-0027006
61,Quincy Enunwa,WR,NYJ,BUF,15.2,00-0031023
62,Eddie Royal,WR,CHI,PHI,15.2,00-0026182
63,Tyrell Williams,WR,LAC,JAX,15.1,00-0032160
64,Anquan Boldin,WR,DET,TEN,14.8,00-0022084
65,Alshon Jeffery,WR,CHI,PHI,14.6,00-0029137
66,Julian Edelman,WR,NE,MIA,14.6,00-0027150
67,Torrey Smith,WR,SF,CAR,14.5,00-0027996
68,Tyler Lockett,WR,SEA,LAR,13.9,00-0032211
69,Brandin Cooks,WR,NO,NYG,13.8,00-0031236
70,Michael Crabtree,WR,OAK,ATL,13.1,00-0026986
71,Jordan Matthews,WR,PHI,CHI,13.1,00-0031299
72,Jeremy Maclin,WR,KC,HOU,12.8,00-0026995
73,Tyler Boyd,WR,CIN,PIT,12.8,00-0033009
74,Adam Humphries,WR,TB,ARI,12.7,00-0032009
75,Marqise Lee,WR,JAX,LAC,12.5,00-0031431
76,Cole Beasley,WR,DAL,WAS,12.5,00-0029000
77,Sammie Coates,WR,PIT,CIN,12.3,00-0032166
78,Amari Cooper,WR,OAK,ATL,12.1,00-0031544
79,Victor Cruz,WR,NYG,NO,12.1,00-0027265
80,Kenny Stills,WR,MIA,NE,11.9,00-0030085
81,Allen Hurns,WR,JAX,LAC,11.4,00-0030821
82,Tavon Austin,WR,LA,SEA,10.6,00-0030525
83,Devin Funchess,WR,CAR,SF,9.9,00-0032055
84,Dennis Pitta,TE,BAL,CLE,22.2,00-0027714
85,Delanie Walker,TE,TEN,DET,20.3,00-0024389
86,Jacob Tamme,TE,ATL,OAK,18.5,00-0026267
87,Clive Walford,TE,OAK,ATL,17.0,00-0032256
88,Trey Burton,TE,PHI,CHI,15.9,00-0030710
89,Jordan Cameron,TE,MIA,NE,15.9,00-0028040
90,Vance McDonald,TE,SF,CAR,14.5,00-0030470
91,Kyle Rudolph,TE,MIN,GB,12.1,00-0027981
92,Jordan Reed,TE,WAS,DAL,12.0,00-0030472
93,Jesse James,TE,PIT,CIN,11.9,00-0032135
94,Austin Hooper,TE,ATL,OAK,11.4,00-0032392
95,Julius Thomas,TE,JAX,LAC,11.1,00-0028067
96,Xavier Grimble,TE,PIT,CIN,10.6,00-0031035
97,Antonio Gates,TE,LAC,JAX,10.5,00-0021547
98,Lance Kendricks,TE,LA,SEA,10.1,00-0027985
99,Vernon Davis,TE,WAS,DAL,10.1,00-0024221
100,Marcedes Lewis,TE,JAX,LAC,9.7,00-0024243
101,Eric Ebron,TE,DET,TEN,9.3,00-0031387
102,Travis Kelce,TE,KC,HOU,8.4,00-0030506
103,Jason Witten,TE,DAL,WAS,8.1,00-0022127
104,Gary Barnidge,TE,CLE,BAL,7.7,00-0026281
105,Jack Doyle,TE,IND,DEN,7.7,00-0030181
106,Charles Clay,TE,BUF,NYJ,7.7,00-0028112
107,Virgil Green,TE,DEN,IND,7.6,00-0028142
108,Zach Miller,TE,CHI,PHI,7.3,00-0027125
109,Jimmy Graham,TE,SEA,LAR,7.2,00-0027696
110,Darren Fells,TE,ARI,TB,7.1,00-0029738
111,Jared Cook,TE,GB,MIN,7.1,00-0027061
112,Tyler Kroft,TE,CIN,PIT,6.5,00-0032214
113,Lee Smith,TE,OAK,ATL,6.4,00-0028097
114,Larry Donnell,TE,NYG,NO,6.4,00-0028838
115,Geoff Swaim,TE,DAL,WAS,5.0,00-0032141
116,Coby Fleener,TE,NO,NYG,4.9,00-0029697
117,Cameron Brate,TE,TB,ARI,4.6,00-0031273
118,Richard Rodgers,TE,GB,MIN,4.5,00-0031384
119,Dwayne Allen,TE,IND,DEN,4.5,00-0029689
120,Levine Toilolo,TE,ATL,OAK,4.1,00-0030443
121,CJ Uzomah,TE,CIN,PIT,3.9,00-0032134
122,Stephen Anderson,TE,HOU,KC,3.5,00-0032725
123,Austin Seferian-Jenkins,TE,TB,ARI,3.4,00-0031418
124,Crockett Gillmore,TE,BAL,CLE,3.2,00-0030992
125,Dion Sims,TE,MIA,NE,3.1,00-0030422
126,Will Tye,TE,NYG,NO,3.0,00-0032004
127,Niles Paul,TE,WAS,DAL,2.6,00-0028093
128,Garrett Celek,TE,SF,CAR,2.2,00-0028903
129,Phillip Supernaw,TE,TEN,DET,1.7,00-0028987
130,Luke Willson,TE,SEA,LAR,1.6,00-0030089
131,Blake Bell,TE,SF,CAR,1.6,00-0032062
132,Isaiah Crowell,RB,CLE,BAL,24.8,00-0030656
133,Melvin Gordon,RB,LAC,JAX,24.0,00-0032144
134,DeAngelo Williams,RB,PIT,CIN,23.2,00-0024242
135,Latavius Murray,RB,OAK,ATL,22.1,00-0030513
136,DeMarco Murray,RB,TEN,DET,21.5,00-0028009
137,LeGarrette Blount,RB,NE,MIA,21.3,00-0027325
138,CJ Anderson,RB,DEN,IND,18.3,00-0029854
139,Fozzy Whittaker,RB,CAR,SF,18.1,00-0029731
140,David Johnson,RB,ARI,TB,17.3,00-0032187
141,Ryan Mathews,RB,PHI,CHI,16.5,00-0027864
142,Ezekiel Elliott,RB,DAL,WAS,15.7,00-0033045
143,Frank Gore,RB,IND,DEN,15.3,00-0023500
144,Tevin Coleman,RB,ATL,OAK,15.1,00-0032058
145,Matt Jones,RB,WAS,DAL,13.5,00-0031939
146,LeSean McCoy,RB,BUF,NYJ,13.0,00-0027029
147,TJ Yeldon,RB,JAX,LAC,11.8,00-0032209
148,Lamar Miller,RB,HOU,KC,11.7,00-0029615
149,Spencer Ware,RB,KC,HOU,11.5,00-0030414
150,Chris Johnson,RB,ARI,TB,11.4,
151,Christine Michael,RB,SEA,LAR,10.6,00-0030432
152,Theo Riddick,RB,DET,TEN,10.5,00-0030107
153,Kenyan Drake,RB,MIA,NE,9.8,00-0033118
154,Duke Johnson,RB,CLE,BAL,9.6,00-0032257
155,Jeremy Langford,RB,CHI,PHI,9.4,00-0031569
156,Devonta Freeman,RB,ATL,OAK,9.3,00-0031285
157,Jeremy Hill,RB,CIN,PIT,8.9,00-0031301
158,Mike Gillislee,RB,BUF,NYJ,8.8,00-0030433
159,Chris Thompson,RB,WAS,DAL,8.8,00-0030404
160,Mark Ingram,RB,NO,NYG,8.7,00-0027966
161,Shane Vereen,RB,NYG,NO,8.6,00-0027994
162,Josh Ferguson,RB,IND,DEN,8.6,00-0032377
163,Corey Grant,RB,JAX,LAC,8.5,00-0031731
164,Todd Gurley,RB,LA,SEA,8.0,00-0032241
165,Justin Forsett,RB,BAL,CLE,7.6,00-0026373
166,Jay Ajayi,RB,MIA,NE,7.5,00-0031590
167,Charcandrick West,RB,KC,HOU,7.3,00-0030668
168,Carlos Hyde,RB,SF,CAR,7.2,00-0031045
169,Robert Turbin,RB,IND,DEN,7.0,00-0029273
170,Darren Sproles,RB,PHI,CHI,6.8,00-0023564
171,Alfred Morris,RB,DAL,WAS,6.7,00-0029141
172,Terrance West,RB,BAL,CLE,6.7,00-0031375
173,Deandre Washington,RB,OAK,ATL,6.2,00-0032940
174,Devontae Booker,RB,DEN,IND,6.1,00-0032972
175,Rashad Jennings,RB,NYG,NO,6.0,00-0027155
176,Derrick Henry,RB,TEN,DET,5.9,00-0032764
177,Jamize Olawale,FB,OAK,ATL,5.9,00-0029492
178,Charles Sims,RB,TB,ARI,5.8,00-0031390
179,Lance Dunbar,RB,DAL,WAS,5.2,00-0029004
180,Cairo Santos,K,KC,HOU,0.0,00-0031203
181,Justin Tucker,K,BAL,CLE,0.0,00-0029597
182,Nick Novak,K,HOU,KC,0.0,00-0023096
183,Caleb Sturgis,K,PHI,CHI,0.0,00-0030390
184,Nick Folk,K,NYJ,BUF,0.0,00-0025565
185,Dustin Hopkins,K,WAS,DAL,0.0,00-0030098
186,Josh Brown,K,NYG,NO,0.0,00-0021940
187,Mike Nugent,K,CIN,PIT,0.0,00-0023482
188,Chandler Catanzaro,K,ARI,TB,0.0,00-0030896
189,Adam Vinatieri,K,IND,DEN,0.0,00-0016919
190,Greg Zuerlein,K,LA,SEA,0.0,00-0029621
191,Phil Dawson,K,SF,CAR,0.0,00-0004091
192,Dan Bailey,K,DAL,WAS,0.0,00-0028660
193,Matt Bryant,K,ATL,OAK,0.0,00-0020578
194,Josh Lambo,K,LAC,JAX,0.0,00-0032087
195,Dan Carpenter,K,BUF,NYJ,0.0,00-0026003
196,Stephen Gostkowski,K,NE,MIA,0.0,00-0024333
197,Wil Lutz,K,NO,NYG,0.0,00-0032569
198,Matt Prater,K,DET,TEN,0.0,00-0023853
199,Chris Boswell,K,PIT,CIN,0.0,00-0031136
200,Andrew Franks,K,MIA,NE,0.0,00-0031718
201,Blair Walsh,K,MIN,GB,0.0,00-0029576
202,Ryan Succop,K,TEN,DET,0.0,00-0026968
203,Sebastian Janikowski,K,OAK,ATL,0.0,00-0019646
204,Steven Hauschka,K,SEA,LAR,0.0,
205,Mason Crosby,K,GB,MIN,0.0,00-0025580
206,Connor Barth,K,CHI,PHI,0.0,00-0026138
207,Jason Myers,K,JAX,LAC,0.0,00-0031492
208,Patrick Murray,K,CLE,BAL,0.0,00-0030626
209,Roberto Aguayo,K,TB,ARI,0.0,00-0033102
210,Houston Texans,DST,HOU,KC,16.0,
211,Carolina Panthers,DST,CAR,SF,14.0,
212,New York Giants,DST,NYG,NO,14.0,
213,Los Angeles Rams,DST,LA,SEA,13.0,
214,Minnesota Vikings,DST,MIN,GB,12.0,
215,Baltimore Ravens,DST,BAL,CLE,12.0,
216,Tennessee Titans,DST,TEN,DET,10.0,
217,Philadelphia Eagles,DST,PHI,CHI,10.0,
218,New Orleans Saints,DST,NO,NYG,9.0,
219,Los Angeles Chargers,DST,LAC,JAX,9.0,
220,New England Patriots,DST,NE,MIA,8.0,
221,Detroit Lions,DST,DET,TEN,8.0,
222,Green Bay Packers,DST,GB,MIN,7.0,
223,Seattle Seahawks,DST,SEA,LAR,7.0,
224,Kansas City Chiefs,DST,KC,HOU,7.0,
225,Chicago Bears,DST,CHI,PHI,7.0,
226,San Francisco 49ers,DST,SF,CAR,7.0,
227,Washington Redskins,DST,WAS,DAL,6.0,
228,Pittsburgh Steelers,DST,PIT,CIN,6.0,
229,Buffalo Bills,DST,BUF,NYJ,5.0,
230,Cincinnati Bengals,DST,CIN,PIT,5.0,
231,Cleveland Browns,DST,CLE,BAL,4.0,
232,Dallas Cowboys,DST,DAL,WAS,4.0,
233,Indianapolis Colts,DST,IND,DEN,3.0,
234,Miami Dolphins,DST,MIA,NE,3.0,
235,New York Jets,DST,NYJ,BUF,2.0,
236,Jacksonville Jaguars,DST,JAX,LAC,1.0,
237,Tampa Bay Buccaneers,DST,TB,ARI,0.0,
238,Atlanta Falcons,DST,ATL,OAK,0.0,
239,Oakland Raiders,DST,OAK,ATL,-1.0,
