Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Cam Newton,QB,2,CAR,SF,24,40,60,353,9,4,1,112,6,37,6,0,34.82,2016
2,Matt Ryan,QB,2,ATL,OAK,26,34,77,396,12,3,1,132,0,0,0,0,31.84,2016
3,Ryan Tannehill,QB,2,MIA,NE,32,45,71,387,9,2,2,93,6,35,6,0,27.98,2016
4,Carson Palmer,QB,2,ARI,TB,17,30,57,304,10,3,0,125,0,0,0,0,27.16,2016
5,Tyrod Taylor,QB,2,BUF,NYJ,18,30,60,297,10,3,1,113,2,25,13,0,25.38,2016
6,Derek Carr,QB,2,OAK,ATL,34,45,76,299,7,3,0,115,2,10,5,0,24.96,2016
7,Philip Rivers,QB,2,LAC,JAX,17,24,71,220,9,4,0,139,1,10,10,0,24.80,2016
8,Blake Bortles,QB,2,JAX,LAC,31,50,62,329,7,2,2,78,3,34,11,0,24.56,2016
9,Ryan Fitzpatrick,QB,2,NYJ,BUF,24,34,71,374,11,1,0,117,5,21,4,0,24.06,2016
10,Blaine Gabbert,QB,2,SF,CAR,17,36,47,243,7,2,2,65,3,10,3,1,22.72,2016
11,Kirk Cousins,QB,2,WAS,DAL,28,46,61,364,8,1,1,84,2,20,10,0,22.56,2016
12,Andy Dalton,QB,2,CIN,PIT,31,54,57,366,7,1,0,84,2,7,4,0,22.34,2016
13,Ben Roethlisberger,QB,2,PIT,CIN,19,37,51,259,7,3,2,79,1,14,14,0,21.76,2016
14,Jimmy Garoppolo,QB,2,NE,MIA,18,26,69,232,9,3,0,135,0,0,0,0,21.28,2016
15,Joe Flacco,QB,2,BAL,CLE,25,45,56,302,7,2,2,73,1,1,1,0,21.18,2016
16,Aaron Rodgers,QB,2,GB,MIN,20,36,56,213,6,1,1,71,3,29,10,1,19.42,2016
17,Sam Bradford,QB,2,MIN,GB,22,31,71,286,9,2,0,121,1,-3,-3,0,19.14,2016
18,Dak Prescott,QB,2,DAL,WAS,22,30,73,292,10,0,0,104,1,6,6,1,18.28,2016
19,Marcus Mariota,QB,2,TEN,DET,25,33,76,238,7,2,1,103,2,11,6,0,17.62,2016
20,Matthew Stafford,QB,2,DET,TEN,22,40,55,260,7,1,1,73,2,31,16,0,16.50,2016
21,Josh McCown,QB,2,CLE,BAL,20,33,61,260,8,2,2,80,2,0,0,0,16.40,2016
22,Eli Manning,QB,2,NYG,NO,32,41,78,368,9,0,0,104,4,-4,-1,0,16.32,2016
23,Drew Brees,QB,2,NO,NYG,29,44,66,263,6,1,0,89,0,0,0,0,14.52,2016
24,Carson Wentz,QB,2,PHI,CHI,21,34,62,190,6,1,0,87,6,10,2,0,12.60,2016
25,Brock Osweiler,QB,2,HOU,KC,19,33,58,268,8,1,2,69,2,-3,-2,0,12.42,2016
26,Trevor Siemian,QB,2,DEN,IND,22,33,67,266,8,0,1,79,1,7,7,0,12.34,2016
27,Andrew Luck,QB,2,IND,DEN,21,40,53,197,5,1,1,64,3,22,7,0,12.08,2016
28,Russell Wilson,QB,2,SEA,LAR,22,35,63,254,7,0,0,85,5,14,3,0,11.56,2016
29,Case Keenum,QB,2,LAR,SEA,18,30,60,239,8,0,0,85,3,5,2,0,10.06,2016
30,Jameis Winston,QB,2,TB,ARI,27,52,52,243,5,1,4,39,3,9,3,0,9.62,2016
31,Alex Smith,QB,2,KC,HOU,20,37,54,186,5,0,0,68,2,2,1,0,5.64,2016
32,Jacoby Brissett,QB,2,NE,MIA,6,9,67,92,10,0,0,100,4,12,3,0,4.88,2016
33,Jay Cutler,QB,2,CHI,PHI,12,17,71,157,9,0,1,75,0,0,0,0,4.28,2016
34,Brian Hoyer,QB,2,CHI,PHI,9,12,75,78,7,0,0,92,0,0,0,0,3.12,2016
35,EJ Manuel,QB,2,BUF,NYJ,1,1,100,10,10,0,0,108,2,2,1,0,0.60,2016
36,Drew Stanton,QB,2,ARI,TB,1,4,25,11,3,0,0,40,0,0,0,0,0.44,2016
37,Matt Cassel,QB,2,TEN,DET,0,0,0,0,0,0,0,0,1,-1,-1,0,-0.10,2016
38,Kellen Clemens,QB,2,LAC,JAX,0,1,0,0,0,0,0,40,2,-1,-1,0,-0.10,2016
