Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Graham Gano,K,2,CAR,SF,4,4,100,49,4,5,0.00,2016
2,Cairo Santos,K,2,KC,HOU,4,4,100,53,0,0,0.00,2016
3,Brandon McManus,K,2,DEN,IND,4,5,80,43,2,2,0.00,2016
4,Nick Folk,K,2,NYJ,BUF,3,3,100,36,4,4,0.00,2016
5,Justin Tucker,K,2,BAL,CLE,3,3,100,52,2,2,0.00,2016
6,Nick Novak,K,2,HOU,KC,4,5,80,43,1,1,0.00,2016
7,Caleb Sturgis,K,2,PHI,CHI,3,3,100,53,2,3,0.00,2016
8,Dustin Hopkins,K,2,WAS,DAL,3,3,100,36,2,2,0.00,2016
9,Mike Nugent,K,2,CIN,PIT,3,3,100,33,1,1,0.00,2016
10,Josh Brown,K,2,NYG,NO,3,4,75,48,1,1,0.00,2016
11,Chandler Catanzaro,K,2,ARI,TB,2,2,100,40,4,5,0.00,2016
12,Adam Vinatieri,K,2,IND,DEN,2,2,100,52,2,2,0.00,2016
13,Dan Bailey,K,2,DAL,WAS,2,2,100,31,3,3,0.00,2016
14,Phil Dawson,K,2,SF,CAR,2,2,100,39,3,3,0.00,2016
15,Greg Zuerlein,K,2,LAR,SEA,3,3,100,47,0,0,0.00,2016
16,Matt Bryant,K,2,ATL,OAK,2,2,100,21,3,3,0.00,2016
17,Josh Lambo,K,2,LAC,JAX,1,1,100,25,5,5,0.00,2016
18,Dan Carpenter,K,2,BUF,NYJ,1,1,100,39,4,4,0.00,2016
19,Matt Prater,K,2,DET,TEN,2,2,100,42,1,1,0.00,2016
20,Wil Lutz,K,2,NO,NYG,2,3,67,45,1,1,0.00,2016
21,Stephen Gostkowski,K,2,NE,MIA,1,2,50,34,4,4,0.00,2016
22,Chris Boswell,K,2,PIT,CIN,1,1,100,49,3,3,0.00,2016
23,Andrew Franks,K,2,MIA,NE,1,1,100,27,3,3,0.00,2016
24,Blair Walsh,K,2,MIN,GB,1,1,100,46,2,2,0.00,2016
25,Ryan Succop,K,2,TEN,DET,1,2,50,46,1,1,0.00,2016
26,Sebastian Janikowski,K,2,OAK,ATL,0,1,0,0,4,4,0.00,2016
27,Steven Hauschka,K,2,SEA,LAR,1,1,100,23,0,0,0.00,2016
28,Patrick Murray,K,2,CLE,BAL,0,1,0,0,2,3,0.00,2016
29,Jason Myers,K,2,JAX,LAC,0,1,0,0,2,2,0.00,2016
30,Mason Crosby,K,2,GB,MIN,0,0,0,0,2,2,0.00,2016
31,Connor Barth,K,2,CHI,PHI,0,1,0,0,2,2,0.00,2016
32,Roberto Aguayo,K,2,TB,ARI,0,1,0,0,1,1,0.00,2016
