Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Stefon Diggs,WR,2,MIN,GB,11,9,82,182,1,46,17,20,0,0,0,0,0,36.20,2016
2,Kelvin Benjamin,WR,2,CAR,SF,9,7,78,108,2,25,12,15,0,0,0,0,0,32.80,2016
3,Travis Benjamin,WR,2,LAC,JAX,6,6,100,115,2,45,19,19,1,-1,0,0,0,32.40,2016
4,Corey Coleman,WR,2,CLE,BAL,8,5,63,104,2,47,13,21,0,0,0,0,0,30.40,2016
5,Eric Decker,WR,2,NYJ,BUF,8,6,75,126,1,35,16,21,0,0,0,0,0,27.60,2016
6,DeAndre Hopkins,WR,2,HOU,KC,11,7,64,113,1,35,10,16,0,0,0,0,0,27.30,2016
7,Jarvis Landry,WR,2,MIA,NE,13,10,77,135,0,33,10,14,0,0,0,1,1,25.50,2016
8,Julio Jones,WR,2,ATL,OAK,5,5,100,106,1,48,21,21,0,0,0,0,0,24.60,2016
9,Marvin Jones,WR,2,DET,TEN,11,8,73,118,0,47,11,15,0,0,0,0,0,22.80,2016
10,Sterling Shepard,WR,2,NYG,NO,8,8,100,117,0,32,15,15,0,0,0,0,0,22.70,2016
11,Marquise Goodwin,WR,2,BUF,NYJ,5,2,40,112,1,84,22,56,0,0,0,0,0,22.20,2016
12,Devante Parker,WR,2,MIA,NE,13,8,62,106,0,28,8,13,0,0,0,0,0,21.60,2016
13,Dez Bryant,WR,2,DAL,WAS,12,7,58,102,0,21,9,15,0,0,0,0,0,20.20,2016
14,Mike Wallace,WR,2,BAL,CLE,6,4,67,41,2,17,7,10,0,0,0,0,0,20.10,2016
15,Danny Amendola,WR,2,NE,MIA,4,4,100,48,2,13,12,12,0,0,0,1,1,19.80,2016
16,Larry Fitzgerald,WR,2,ARI,TB,10,5,50,77,1,25,8,15,1,4,0,0,0,19.10,2016
17,Brandon Marshall,WR,2,NYJ,BUF,9,6,67,101,0,37,11,17,0,0,0,0,0,19.10,2016
18,Mike Evans,WR,2,TB,ARI,18,6,33,70,1,19,4,12,0,0,0,0,0,19.00,2016
19,Greg Salas,WR,2,BUF,NYJ,5,4,80,89,1,71,18,22,0,0,0,0,0,18.90,2016
20,Jordy Nelson,WR,2,GB,MIN,11,5,46,73,1,39,7,15,0,0,0,0,0,18.30,2016
21,Will Fuller,WR,2,HOU,KC,7,4,57,104,0,53,15,26,0,0,0,0,0,17.40,2016
22,Odell Beckham Jr,WR,2,NYG,NO,11,8,73,86,0,17,8,11,0,0,0,0,0,16.60,2016
23,Willie Snead,WR,2,NO,NYG,8,5,63,54,1,17,7,11,0,0,0,0,0,16.40,2016
24,Demaryius Thomas,WR,2,DEN,IND,7,5,71,90,0,44,13,18,0,0,0,0,0,16.00,2016
25,Jamison Crowder,WR,2,WAS,DAL,8,6,75,39,1,11,5,7,0,0,0,0,0,15.90,2016
26,Jaron Brown,WR,2,ARI,TB,2,2,100,78,1,51,39,39,0,0,0,0,0,15.80,2016
27,Kenny Britt,WR,2,LAR,SEA,10,6,60,94,0,36,9,16,0,0,0,0,0,15.40,2016
28,Quincy Enunwa,WR,2,NYJ,BUF,6,6,100,92,0,34,15,15,0,0,0,0,0,15.20,2016
29,Eddie Royal,WR,2,CHI,PHI,6,4,67,52,0,31,9,13,0,0,0,0,0,15.20,2016
30,Tyrell Williams,WR,2,LAC,JAX,6,3,50,61,1,44,10,20,0,0,0,0,0,15.10,2016
31,Anquan Boldin,WR,2,DET,TEN,7,4,57,48,1,24,7,12,0,0,0,0,0,14.80,2016
32,Alshon Jeffery,WR,2,CHI,PHI,7,5,71,96,0,49,14,19,0,0,0,0,0,14.60,2016
33,Julian Edelman,WR,2,NE,MIA,10,7,70,76,0,19,8,11,0,0,0,0,0,14.60,2016
34,Torrey Smith,WR,2,SF,CAR,10,3,30,55,1,28,6,18,0,0,0,0,0,14.50,2016
35,Tyler Lockett,WR,2,SEA,LAR,4,4,100,99,0,53,25,25,0,0,0,0,0,13.90,2016
36,Brandin Cooks,WR,2,NO,NYG,9,7,78,68,0,18,8,10,0,0,0,0,0,13.80,2016
37,Michael Crabtree,WR,2,OAK,ATL,5,4,80,31,1,10,6,8,0,0,0,0,0,13.10,2016
38,Jordan Matthews,WR,2,PHI,CHI,9,6,67,71,0,32,8,12,0,0,0,0,0,13.10,2016
39,Jeremy Maclin,WR,2,KC,HOU,15,6,40,68,0,17,5,11,0,0,0,0,0,12.80,2016
40,Tyler Boyd,WR,2,CIN,PIT,8,6,75,78,0,29,10,13,0,0,0,1,1,12.80,2016
41,Adam Humphries,WR,2,TB,ARI,8,6,75,67,0,24,8,11,0,0,0,0,0,12.70,2016
42,Cole Beasley,WR,2,DAL,WAS,6,5,83,75,0,28,13,15,0,0,0,0,0,12.50,2016
43,Marqise Lee,WR,2,JAX,LAC,7,5,71,75,0,22,11,15,0,0,0,0,0,12.50,2016
44,Sammie Coates,WR,2,PIT,CIN,5,2,40,97,0,53,19,49,1,6,0,0,0,12.30,2016
45,Victor Cruz,WR,2,NYG,NO,8,4,50,91,0,40,11,23,0,0,0,1,1,12.10,2016
46,Amari Cooper,WR,2,OAK,ATL,9,5,56,71,0,25,8,14,0,0,0,1,0,12.10,2016
47,Kenny Stills,WR,2,MIA,NE,4,2,50,39,1,24,10,20,0,0,0,0,0,11.90,2016
48,Allen Hurns,WR,2,JAX,LAC,10,5,50,64,0,24,6,13,0,0,0,0,0,11.40,2016
49,Tavon Austin,WR,2,LAR,SEA,9,5,56,50,0,27,6,10,2,6,0,0,0,10.60,2016
50,Devin Funchess,WR,2,CAR,SF,4,2,50,19,1,16,5,10,0,0,0,0,0,9.90,2016
