Player,Position,Team,Opponent,Points
Alex Smith,QB,SF,PHI,25.96
Kyle Orton,QB,DEN,BAL,23.56
Eli Manning,QB,NYG,HOU,22.78
Shaun Hill,QB,DET,LAR,21.98
Donovan McNabb,QB,WAS,GB,21.28
Ryan Fitzpatrick,QB,BUF,JAX,21.20
Brett Favre,QB,MIN,NYJ,19.66
David Garrard,QB,JAX,BUF,18.02
Aaron Rodgers,QB,GB,WAS,17.72
Vince Young,QB,TEN,DAL,17.12
Drew Brees,QB,NO,ARI,16.36
Josh Freeman,QB,TB,CIN,16.20
Joe Flacco,QB,BAL,DEN,15.84
Kevin Kolb,QB,PHI,SF,14.82
Carson Palmer,QB,CIN,TB,13.66
Jason Campbell,QB,OAK,LAC,11.06
Matt Ryan,QB,ATL,CLE,10.98
Seneca Wallace,QB,CLE,ATL,9.56
Peyton Manning,QB,IND,KC,8.46
Mark Sanchez,QB,NYJ,MIN,7.64
Sam Bradford,QB,LAR,DET,6.60
Matt Cassel,QB,KC,IND,6.34
Matt Schaub,QB,HOU,NYG,5.74
Max Hall,QB,ARI,NO,5.72
Jake Delhomme,QB,CLE,ATL,1.88
Jimmy Clausen,QB,CAR,CHI,1.44
Caleb Hanie,QB,CHI,CAR,0.66
Bruce Gradkowski,QB,OAK,LAC,0.56
Derek Anderson,QB,ARI,NO,0.24
Josh Johnson,QB,TB,CIN,0.16
Drew Stanton,QB,DET,LAR,0.14
Sage Rosenfels,QB,NYG,HOU,0.00
Chase Daniel,QB,NO,ARI,0.00
Matt Moore,QB,CAR,CHI,-0.60
Todd Collins,QB,CHI,CAR,-2.72
Miles Austin,WR,DAL,TEN,35.00
Brandon Lloyd,WR,DEN,BAL,33.50
Michael Crabtree,WR,SF,PHI,28.50
Percy Harvin,WR,MIN,NYJ,26.70
Terrell Owens,WR,CIN,TB,26.20
Roddy White,WR,ATL,CLE,24.10
Mike Williams,WR,TB,CIN,21.90
Santana Moss,WR,WAS,GB,21.80
Steve Johnson,WR,BUF,JAX,21.60
Steve Smith,WR,NYG,HOU,20.90
Roy Williams,WR,DAL,TEN,20.70
Danny Amendola,WR,LAR,DET,20.50
Lee Evans,WR,BUF,JAX,19.70
Kenny Britt,WR,TEN,DAL,18.60
Randy Moss,WR,MIN,NYJ,18.10
Jabar Gaffney,WR,DEN,BAL,17.70
Anthony Armstrong,WR,WAS,GB,17.40
Marques Colston,WR,NO,ARI,16.70
Larry Fitzgerald,WR,ARI,NO,16.30
Robert Meachem,WR,NO,ARI,15.70
Nate Burleson,WR,DET,LAR,15.60
Jeremy Maclin,WR,PHI,SF,15.50
Calvin Johnson,WR,DET,LAR,15.40
Mike Sims-Walker,WR,JAX,BUF,14.60
Andre Johnson,WR,HOU,NYG,14.50
Reggie Wayne,WR,IND,KC,13.50
Mike Thomas,WR,JAX,BUF,13.40
Braylon Edwards,WR,NYJ,MIN,12.00
Pierre Garcon,WR,IND,KC,11.70
James Jones,WR,GB,WAS,10.50
Mohamed Massaquoi,WR,CLE,ATL,10.50
Chansi Stuckey,WR,CLE,ATL,10.40
Devery Henderson,WR,NO,ARI,10.10
Roscoe Parrish,WR,BUF,JAX,9.80
Donald Driver,WR,GB,WAS,9.80
Austin Collie,WR,IND,KC,9.80
Jerricho Cotchery,WR,NYJ,MIN,9.60
Nate Washington,WR,TEN,DAL,9.40
Louis Murphy,WR,OAK,LAC,8.10
Derrick Mason,WR,BAL,DEN,7.70
Andre Caldwell,WR,CIN,TB,7.30
Jordy Nelson,WR,GB,WAS,7.20
Santonio Holmes,WR,NYJ,MIN,7.10
Eddie Royal,WR,DEN,BAL,7.10
Sammie Stroughter,WR,TB,CIN,6.90
Stefan Logan,WR,DET,LAR,6.00
Joey Galloway,WR,WAS,GB,5.80
David Gettis,WR,CAR,CHI,5.60
Antonio Gates,TE,LAC,OAK,20.20
Jason Witten,TE,DAL,TEN,19.40
Zach Miller,TE,OAK,LAC,18.20
Chris Cooley,TE,WAS,GB,13.90
Brent Celek,TE,PHI,SF,13.70
Kellen Winslow,TE,TB,CIN,13.50
Brandon Pettigrew,TE,DET,LAR,12.60
Jermaine Gresham,TE,CIN,TB,12.40
Jeremy Shockey,TE,NO,ARI,12.00
Benjamin Watson,TE,CLE,ATL,9.50
Donald Lee,TE,GB,WAS,9.20
Andrew Quarless,TE,GB,WAS,9.10
Tony Gonzalez,TE,ATL,CLE,9.10
Tony Moeaki,TE,KC,IND,9.00
Tony Scheffler,TE,DET,LAR,8.10
Kevin Boss,TE,NYG,HOU,8.00
Ben Patrick,TE,ARI,NO,8.00
Owen Daniels,TE,HOU,NYG,7.50
Ed Dickson,TE,BAL,DEN,6.80
Daniel Fells,TE,LAR,DET,6.20
Dallas Clark,TE,IND,KC,5.00
Jeff King,TE,CAR,CHI,5.00
Visanthe Shiancoe,TE,MIN,NYJ,4.80
Martellus Bennett,TE,DAL,TEN,3.90
