Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Nick Folk,K,5,NYJ,MIN,5,5,100,53,2,2,0.00,2010
2,Josh Scobee,K,5,JAX,BUF,5,5,100,49,3,3,0.00,2010
3,Jason Hanson,K,5,DET,LAR,3,3,100,48,5,5,0.00,2010
4,Robbie Gould,K,5,CHI,CAR,3,3,100,53,2,2,0.00,2010
5,Adam Vinatieri,K,5,IND,KC,4,4,100,47,1,1,0.00,2010
6,Jay Feely,K,5,ARI,NO,3,3,100,44,3,3,0.00,2010
7,Rob Bironas,K,5,TEN,DAL,2,2,100,52,4,4,0.00,2010
8,David Buehler,K,5,DAL,TEN,2,3,67,51,3,3,0.00,2010
9,Lawrence Tynes,K,5,NYG,HOU,2,2,100,45,4,4,0.00,2010
10,Graham Gano,K,5,WAS,GB,3,4,75,45,1,1,0.00,2010
11,Ryan Succop,K,5,KC,IND,3,4,75,45,0,0,0.00,2010
12,Mason Crosby,K,5,GB,WAS,2,4,50,52,1,1,0.00,2010
13,Sebastian Janikowski,K,5,OAK,LAC,2,2,100,50,3,3,0.00,2010
14,Nate Kaeding,K,5,LAC,OAK,2,2,100,43,3,3,0.00,2010
15,David Akers,K,5,PHI,SF,2,3,67,45,3,3,0.00,2010
16,Rian Lindell,K,5,BUF,JAX,2,2,100,29,2,2,0.00,2010
17,John Kasay,K,5,CAR,CHI,2,3,67,53,0,0,0.00,2010
18,Matt Bryant,K,5,ATL,CLE,2,3,67,30,2,2,0.00,2010
19,John Carney,K,5,NO,ARI,2,3,67,32,2,2,0.00,2010
20,Billy Cundiff,K,5,BAL,DEN,1,1,100,37,4,4,0.00,2010
21,Mike Nugent,K,5,CIN,TB,2,2,100,35,1,1,0.00,2010
22,Connor Barth,K,5,TB,CIN,1,1,100,31,3,3,0.00,2010
23,Josh Brown,K,5,LAR,DET,2,2,100,28,0,0,0.00,2010
24,Joe Nedney,K,5,SF,PHI,1,2,50,50,3,3,0.00,2010
25,Matt Prater,K,5,DEN,BAL,1,1,100,38,2,2,0.00,2010
26,Phil Dawson,K,5,CLE,ATL,1,1,100,19,1,1,0.00,2010
27,Neil Rackers,K,5,HOU,NYG,1,1,100,38,1,1,0.00,2010
28,Ryan Longwell,K,5,MIN,NYJ,0,0,0,0,2,2,0.00,2010
29,Rhys Lloyd,K,5,CAR,CHI,0,0,0,0,0,0,0.00,2010
