,Player,Position,Team,Opponent,Points,PlayerID
0,Alex Smith,QB,SF,PHI,25.96,00-0023436
1,Kyle Orton,QB,DEN,BAL,23.56,00-0023541
2,Eli Manning,QB,NYG,HOU,22.78,00-0022803
3,Shaun Hill,QB,DET,LAR,21.98,00-0020679
4,Donovan McNabb,QB,WAS,GB,21.28,00-0011022
5,Ryan Fitzpatrick,QB,BUF,JAX,21.2,00-0023682
6,Brett Favre,QB,MIN,NYJ,19.66,00-0005106
7,David Garrard,QB,JAX,BUF,18.02,00-0021231
8,Aaron Rodgers,QB,GB,WAS,17.72,00-0023459
9,Vince Young,QB,TEN,DAL,17.12,00-0024218
10,Drew Brees,QB,NO,ARI,16.36,00-0020531
11,Josh Freeman,QB,TB,CIN,16.2,00-0026993
12,Joe Flacco,QB,BAL,DEN,15.84,00-0026158
13,Kevin Kolb,QB,PHI,SF,14.82,00-0025423
14,Carson Palmer,QB,CIN,TB,13.66,00-0021429
15,Jason Campbell,QB,OAK,LAC,11.06,00-0023460
16,Matt Ryan,QB,ATL,CLE,10.98,00-0026143
17,Seneca Wallace,QB,CLE,ATL,9.56,00-0022055
18,Peyton Manning,QB,IND,KC,8.46,00-0010346
19,Mark Sanchez,QB,NYJ,MIN,7.64,00-0026898
20,Sam Bradford,QB,LA,DET,6.6,00-0027854
21,Matt Cassel,QB,KC,IND,6.34,00-0023662
22,Matt Schaub,QB,HOU,NYG,5.74,00-0022787
23,Max Hall,QB,ARI,NO,5.72,00-0027347
24,Jake Delhomme,QB,CLE,ATL,1.88,00-0004161
25,Jimmy Clausen,QB,CAR,CHI,1.44,00-0027659
26,Caleb Hanie,QB,CHI,CAR,0.66,00-0025970
27,Bruce Gradkowski,QB,OAK,LAC,0.56,00-0024408
28,Derek Anderson,QB,ARI,NO,0.24,00-0023645
29,Josh Johnson,QB,TB,CIN,0.16,
30,Drew Stanton,QB,DET,LAR,0.14,00-0025430
31,Sage Rosenfels,QB,NYG,HOU,0.0,00-0020480
32,Chase Daniel,QB,NO,ARI,0.0,00-0026544
33,Matt Moore,QB,CAR,CHI,-0.6,00-0025708
34,Todd Collins,QB,CHI,CAR,-2.72,00-0003315
35,Miles Austin,WR,DAL,TEN,35.0,00-0023921
36,Brandon Lloyd,WR,DEN,BAL,33.5,00-0022097
37,Michael Crabtree,WR,SF,PHI,28.5,00-0026986
38,Percy Harvin,WR,MIN,NYJ,26.7,00-0026998
39,Terrell Owens,WR,CIN,TB,26.2,00-0012478
40,Roddy White,WR,ATL,CLE,24.1,00-0023462
41,Mike Williams,WR,TB,CIN,21.9,00-0033536
42,Santana Moss,WR,WAS,GB,21.8,00-0020494
43,Steve Johnson,WR,BUF,JAX,21.6,00-0026364
