Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Vernon Davis,TE,5,SF,PHI,7,5,71,104,1,36,15,21,0,0,0,0,0,24.40,2010
2,Marcedes Lewis,TE,5,JAX,BUF,5,4,80,54,2,27,11,14,0,0,0,0,0,21.40,2010
3,Antonio Gates,TE,5,LAC,OAK,7,5,71,92,1,28,13,18,0,0,0,0,0,20.20,2010
4,Jason Witten,TE,5,DAL,TEN,9,5,56,84,1,31,9,17,0,0,0,0,0,19.40,2010
5,Zach Miller,TE,5,OAK,LAC,8,6,75,62,1,18,8,10,0,0,0,1,0,18.20,2010
6,Chris Cooley,TE,5,WAS,GB,12,7,58,69,0,30,6,10,0,0,0,0,0,13.90,2010
7,Brent Celek,TE,5,PHI,SF,9,3,33,47,1,32,5,16,0,0,0,0,0,13.70,2010
8,Kellen Winslow,TE,5,TB,CIN,9,6,67,75,0,22,8,13,0,0,0,0,0,13.50,2010
9,Brandon Pettigrew,TE,5,DET,LAR,5,4,80,26,1,12,5,7,0,0,0,0,0,12.60,2010
10,Jermaine Gresham,TE,5,CIN,TB,6,4,67,24,1,10,4,6,0,0,0,0,0,12.40,2010
11,Jeremy Shockey,TE,5,NO,ARI,5,3,60,30,1,18,6,10,0,0,0,0,0,12.00,2010
12,Benjamin Watson,TE,5,CLE,ATL,7,5,71,45,0,14,6,9,0,0,0,0,0,9.50,2010
13,Donald Lee,TE,5,GB,WAS,2,2,100,22,1,17,11,11,0,0,0,1,1,9.20,2010
14,Andrew Quarless,TE,5,GB,WAS,6,4,67,51,0,21,9,13,0,0,0,0,0,9.10,2010
15,Tony Gonzalez,TE,5,ATL,CLE,8,5,63,41,0,16,5,8,0,0,0,0,0,9.10,2010
16,Tony Moeaki,TE,5,KC,IND,4,4,100,50,0,27,13,13,0,0,0,0,0,9.00,2010
17,Tony Scheffler,TE,5,DET,LAR,6,4,67,41,0,15,7,10,0,0,0,0,0,8.10,2010
18,Kevin Boss,TE,5,NYG,HOU,6,4,67,40,0,19,7,10,0,0,0,0,0,8.00,2010
19,Ben Patrick,TE,5,ARI,NO,5,5,100,30,0,11,6,6,0,0,0,1,0,8.00,2010
20,Owen Daniels,TE,5,HOU,NYG,5,3,60,45,0,19,9,15,0,0,0,0,0,7.50,2010
21,Ed Dickson,TE,5,BAL,DEN,2,1,50,58,0,58,29,58,0,0,0,0,0,6.80,2010
22,Daniel Fells,TE,5,LAR,DET,6,3,50,32,0,27,5,11,0,0,0,0,0,6.20,2010
23,Jeff King,TE,5,CAR,CHI,3,3,100,20,0,14,7,7,0,0,0,0,0,5.00,2010
24,Dallas Clark,TE,5,IND,KC,6,3,50,20,0,9,3,7,0,0,0,0,0,5.00,2010
25,Visanthe Shiancoe,TE,5,MIN,NYJ,6,2,33,28,0,20,5,14,0,0,0,0,0,4.80,2010
26,Martellus Bennett,TE,5,DAL,TEN,5,2,40,19,0,11,4,10,0,0,0,0,0,3.90,2010
27,Daniel Graham,TE,5,DEN,BAL,1,1,100,28,0,28,28,28,0,0,0,0,0,3.80,2010
28,Zach Miller,TE,5,JAX,BUF,2,2,100,18,0,11,9,9,0,0,0,0,0,3.80,2010
29,Kris Wilson,TE,5,LAC,OAK,2,2,100,17,0,16,9,9,0,0,0,0,0,3.70,2010
30,Dustin Keller,TE,5,NYJ,MIN,5,2,40,14,0,8,3,7,0,0,0,0,0,3.40,2010
31,Robert Royal,TE,5,CLE,ATL,2,2,100,13,0,7,7,7,0,0,0,0,0,3.30,2010
32,Todd Heap,TE,5,BAL,DEN,5,1,20,22,0,22,4,22,0,0,0,0,0,3.20,2010
33,Mike Sellers,TE,5,WAS,GB,3,1,33,22,0,22,7,22,0,0,0,0,0,3.20,2010
34,Bo Scaife,TE,5,TEN,DAL,5,2,40,12,0,8,2,6,0,0,0,0,0,3.20,2010
35,Justin Peelle,TE,5,ATL,CLE,2,1,50,15,0,15,8,15,0,0,0,0,0,2.50,2010
36,Brandon Myers,TE,5,OAK,LAC,1,1,100,12,0,12,12,12,0,0,0,0,0,2.20,2010
37,John Gilmore,TE,5,TB,CIN,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
38,Michael Palmer,TE,5,ATL,CLE,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
39,Leonard Pope,TE,5,KC,IND,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
40,Craig Stevens,TE,5,TEN,DAL,1,1,100,11,0,11,11,11,0,0,0,0,0,2.10,2010
41,Jonathan Stupar,TE,5,BUF,JAX,1,1,100,10,0,10,10,10,0,0,0,1,0,2.00,2010
42,Dan Gronkowski,TE,5,DEN,BAL,2,1,50,9,0,9,5,9,0,0,0,0,0,1.90,2010
43,Travis Beckum,TE,5,NYG,HOU,2,1,50,8,0,8,4,8,0,0,0,0,0,1.80,2010
44,Evan Moore,TE,5,CLE,ATL,2,1,50,7,0,7,4,7,0,0,0,0,0,1.70,2010
