Rank,Player,Position,Week,Team,Opponent,RushAtt,RushYds,RushYdsPerAtt,RushTD,Targets,Rec,RecYds,RecTDs,Fumbles,FumLost,Points,Year
1,Matt Forte,RB,5,CHI,CAR,22,166,8,2,2,2,22,0,0,0,35.80,2010
2,Ray Rice,RB,5,BAL,DEN,27,133,5,2,4,4,26,0,0,0,34.90,2010
3,Chris Johnson,RB,5,TEN,DAL,19,131,7,2,1,1,1,0,1,0,29.20,2010
4,Michael Bush,RB,5,OAK,LAC,26,104,4,1,3,3,31,0,0,0,25.50,2010
5,LeSean McCoy,RB,5,PHI,SF,18,92,5,1,5,5,46,0,1,0,24.80,2010
6,Cedric Benson,RB,5,CIN,TB,23,144,6,0,3,2,19,0,0,0,23.30,2010
7,Brandon Jackson,RB,5,GB,WAS,10,115,12,0,6,5,25,0,0,0,22.00,2010
8,Felix Jones,RB,5,DAL,TEN,15,109,7,0,4,4,17,0,0,0,19.60,2010
9,Michael Turner,RB,5,ATL,CLE,19,140,7,0,2,0,0,0,0,0,17.00,2010
10,Peyton Hillis,RB,5,CLE,ATL,10,28,3,0,6,4,49,1,1,1,16.70,2010
11,Steven Jackson,RB,5,LAR,DET,25,114,5,0,3,1,12,0,0,0,16.60,2010
12,LaDainian Tomlinson,RB,5,NYJ,MIN,20,94,5,0,7,5,13,0,1,0,15.70,2010
13,Frank Gore,RB,5,SF,PHI,18,52,3,0,8,4,21,1,2,2,15.30,2010
14,Joseph Addai,RB,5,IND,KC,17,50,3,0,6,5,39,0,0,0,13.90,2010
15,Jahvid Best,RB,5,DET,LAR,17,59,4,0,4,4,37,0,0,0,13.60,2010
16,Willis McGahee,RB,5,BAL,DEN,10,67,7,1,0,0,0,0,0,0,12.70,2010
17,Earnest Graham,RB,5,TB,CIN,3,65,22,1,0,0,0,0,0,0,12.50,2010
18,Mike Hart,RB,5,IND,KC,11,50,5,1,1,1,5,0,0,0,12.50,2010
19,Jamaal Charles,RB,5,KC,IND,16,87,5,0,6,3,14,0,1,1,12.10,2010
20,Ahmad Bradshaw,RB,5,NYG,HOU,16,67,4,0,4,3,22,0,0,0,11.90,2010
21,Adrian Peterson,RB,5,MIN,NYJ,18,88,5,0,3,1,20,0,0,0,11.80,2010
22,Shonn Greene,RB,5,NYJ,MIN,10,57,6,1,0,0,0,0,0,0,11.70,2010
23,Maurice Jones-Drew,RB,5,JAX,BUF,19,84,4,0,4,2,9,0,0,0,11.30,2010
24,Ladell Betts,RB,5,NO,ARI,10,44,4,0,7,5,26,0,1,1,11.00,2010
25,Ryan Torain,RB,5,WAS,GB,16,40,3,0,7,4,27,0,0,0,10.70,2010
26,Mike Tolbert,FB,5,LAC,OAK,12,11,1,1,3,2,24,0,1,1,10.50,2010
27,Brandon Jacobs,RB,5,NYG,HOU,10,41,4,1,0,0,0,0,0,0,10.10,2010
28,DeAngelo Williams,RB,5,CAR,CHI,12,51,4,0,3,3,8,0,0,0,8.90,2010
29,Derrick Ward,RB,5,HOU,NYG,1,1,1,1,1,1,12,0,0,0,8.30,2010
30,Fred Jackson,RB,5,BUF,JAX,12,73,6,0,2,1,-7,0,0,0,7.60,2010
31,Chester Taylor,RB,5,CHI,CAR,18,43,2,0,3,2,11,0,0,0,7.40,2010
32,Deji Karim,RB,5,JAX,BUF,15,70,5,0,0,0,0,0,1,0,7.00,2010
33,Ryan Mathews,RB,5,LAC,OAK,9,59,7,0,1,1,0,0,0,0,6.90,2010
34,Darren Sproles,RB,5,LAC,OAK,2,1,1,0,4,3,32,0,0,0,6.30,2010
35,Kevin Smith,RB,5,DET,LAR,4,24,6,0,2,1,17,0,0,0,5.10,2010
36,Chris Wells,RB,5,ARI,NO,20,35,2,0,1,1,5,0,1,0,5.00,2010
37,Arian Foster,RB,5,HOU,NYG,11,25,2,0,4,2,2,0,0,0,4.70,2010
38,CJ Spiller,RB,5,BUF,JAX,5,31,6,0,2,1,3,0,0,0,4.40,2010
39,Jonathan Stewart,RB,5,CAR,CHI,8,30,4,0,1,1,4,0,0,0,4.40,2010
40,LeRon McClain,RB,5,BAL,DEN,5,13,3,0,2,2,11,0,0,0,4.40,2010
41,Jacob Hester,RB,5,LAC,OAK,1,6,6,0,3,2,16,0,0,0,4.20,2010
42,Jason Snelling,RB,5,ATL,CLE,6,18,3,0,3,2,2,0,0,0,4.00,2010
43,Chris Ivory,RB,5,NO,ARI,10,39,4,0,0,0,0,0,0,0,3.90,2010
44,Owen Schmitt,FB,5,PHI,SF,0,0,0,0,2,2,19,0,0,0,3.90,2010
45,Dexter McCluster,RB,5,KC,IND,1,3,3,0,4,2,15,0,0,0,3.80,2010
46,Vonta Leach,RB,5,HOU,NYG,0,0,0,0,2,2,18,0,0,0,3.80,2010
47,John Kuhn,FB,5,GB,WAS,3,12,4,0,3,2,5,0,0,0,3.70,2010
48,Correll Buckhalter,RB,5,DEN,BAL,5,13,3,0,3,1,12,0,0,0,3.50,2010
49,Cadillac Williams,RB,5,TB,CIN,11,33,3,0,3,0,0,0,0,0,3.30,2010
50,Laurence Maroney,RB,5,DEN,BAL,6,27,5,0,0,0,0,0,0,0,2.70,2010
