Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Jason Hanson,K,13,DET,IND,4,4,100,52,3,3,0.00,2012
2,Matt Bryant,K,13,ATL,NO,3,3,100,55,2,2,0.00,2012
3,Connor Barth,K,13,TB,DEN,3,3,100,55,2,2,0.00,2012
4,Mason Crosby,K,13,GB,MIN,3,4,75,47,2,2,0.00,2012
5,Ryan Succop,K,13,KC,CAR,2,2,100,52,3,3,0.00,2012
6,Stephen Gostkowski,K,13,NE,MIA,3,4,75,43,2,2,0.00,2012
7,Shaun Suisham,K,13,PIT,BAL,3,3,100,46,2,2,0.00,2012
8,Rian Lindell,K,13,BUF,JAX,2,2,100,50,4,4,0.00,2012
9,Dan Carpenter,K,13,MIA,NE,3,3,100,44,1,1,0.00,2012
10,Greg Zuerlein,K,13,LAR,SF,2,3,67,54,0,0,0.00,2012
11,Lawrence Tynes,K,13,NYG,WAS,3,4,75,40,1,1,0.00,2012
12,Garrett Hartley,K,13,NO,ATL,2,2,100,52,1,1,0.00,2012
13,Alex Henery,K,13,PHI,DAL,2,2,100,43,3,3,0.00,2012
14,Justin Tucker,K,13,BAL,PIT,2,2,100,45,2,2,0.00,2012
15,Phil Dawson,K,13,CLE,OAK,2,3,67,41,2,2,0.00,2012
16,Mike Nugent,K,13,CIN,LAC,2,2,100,24,2,2,0.00,2012
17,Dan Bailey,K,13,DAL,PHI,1,1,100,39,5,5,0.00,2012
18,David Akers,K,13,SF,LAR,2,3,67,33,1,1,0.00,2012
19,Matt Prater,K,13,DEN,TB,1,2,50,31,4,4,0.00,2012
20,Sebastian Janikowski,K,13,OAK,CLE,1,2,50,51,2,2,0.00,2012
21,Nick Novak,K,13,LAC,CIN,2,3,67,20,1,1,0.00,2012
22,Jay Feely,K,13,ARI,NYJ,2,2,100,48,0,0,0.00,2012
23,Shayne Graham,K,13,HOU,TEN,1,1,100,50,3,3,0.00,2012
24,Robbie Gould,K,13,CHI,SEA,1,1,100,46,2,2,0.00,2012
25,Steven Hauschka,K,13,SEA,CHI,1,1,100,31,2,2,0.00,2012
26,Adam Vinatieri,K,13,IND,DET,0,0,0,0,5,5,0.00,2012
27,Kai Forbath,K,13,WAS,NYG,1,1,100,33,2,2,0.00,2012
28,Josh Scobee,K,13,JAX,BUF,1,1,100,36,1,1,0.00,2012
29,Rob Bironas,K,13,TEN,HOU,1,1,100,37,1,1,0.00,2012
30,Graham Gano,K,13,CAR,KC,0,0,0,0,3,3,0.00,2012
31,Blair Walsh,K,13,MIN,GB,0,1,0,0,2,2,0.00,2012
32,Nick Folk,K,13,NYJ,ARI,0,2,0,0,1,1,0.00,2012
