Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,Calvin Johnson,WR,13,DET,IND,20,13,65,171,1,46,9,13,0,0,0,0,0,39.10,2012
2,Wes Welker,WR,13,NE,MIA,18,12,67,103,1,14,6,9,0,0,0,0,0,31.30,2012
3,Demaryius Thomas,WR,13,DEN,TB,10,8,80,99,2,28,10,12,0,0,0,0,0,29.90,2012
4,Brandon Marshall,WR,13,CHI,SEA,14,10,71,165,0,56,12,17,0,0,0,1,0,29.50,2012
5,Dez Bryant,WR,13,DAL,PHI,6,6,100,98,2,35,16,16,0,0,0,0,0,27.80,2012
6,Pierre Garcon,WR,13,WAS,NYG,11,8,73,106,1,35,10,13,0,0,0,0,0,27.60,2012
7,Josh Gordon,WR,13,CLE,OAK,7,6,86,116,1,44,17,19,0,0,0,0,0,26.60,2012
8,Donnie Avery,WR,13,IND,DET,14,5,36,91,2,42,7,18,0,0,0,0,0,26.10,2012
9,Steve Smith,WR,13,CAR,KC,9,5,56,120,1,53,13,24,0,0,0,0,0,26.00,2012
10,Lance Moore,WR,13,NO,ATL,11,7,64,123,0,32,11,18,0,0,0,0,0,22.30,2012
11,Sidney Rice,WR,13,SEA,CHI,9,6,67,99,1,28,11,17,0,0,0,0,0,21.90,2012
12,Mike Williams,WR,13,TB,DEN,12,6,50,93,1,40,8,16,0,0,0,0,0,21.30,2012
13,Cecil Shorts,WR,13,JAX,BUF,12,7,58,77,1,24,6,11,0,0,0,0,0,20.70,2012
14,Golden Tate,WR,13,SEA,CHI,6,5,83,96,1,49,16,19,0,0,0,0,0,20.60,2012
15,Chris Givens,WR,13,LAR,SF,14,11,79,92,0,16,7,8,0,0,0,0,0,20.20,2012
16,Michael Crabtree,WR,13,SF,LAR,11,7,64,101,0,30,9,14,0,0,0,0,0,20.10,2012
17,Danario Alexander,WR,13,LAC,CIN,10,6,60,102,0,28,10,17,0,0,0,0,0,19.20,2012
18,Anquan Boldin,WR,13,BAL,PIT,12,5,42,81,1,31,7,16,0,0,0,0,0,19.10,2012
19,TY Hilton,WR,13,IND,DET,12,6,50,100,0,60,8,17,0,0,0,0,0,19.00,2012
20,Rod Streater,WR,13,OAK,CLE,4,3,75,96,1,64,24,32,0,0,0,0,0,18.60,2012
21,Victor Cruz,WR,13,NYG,WAS,8,5,63,104,0,49,13,21,0,0,0,0,0,18.40,2012
22,AJ Green,WR,13,CIN,LAC,13,9,69,85,0,16,7,9,0,0,0,0,0,17.50,2012
23,Kendall Wright,WR,13,TEN,HOU,10,6,60,78,0,38,8,13,0,0,0,0,0,13.80,2012
24,Brian Hartline,WR,13,MIA,NE,10,5,50,84,0,28,8,17,0,0,0,0,0,13.40,2012
25,Marques Colston,WR,13,NO,ATL,11,6,55,71,0,21,7,12,0,0,0,0,0,13.10,2012
26,Randall Cobb,WR,13,GB,MIN,6,6,100,62,0,33,10,10,1,5,0,0,0,12.70,2012
27,Miles Austin,WR,13,DAL,PHI,2,2,100,46,1,27,23,23,0,0,0,0,0,12.60,2012
28,Nate Washington,WR,13,TEN,HOU,6,3,50,96,0,49,16,32,0,0,0,0,0,12.60,2012
29,Lestar Jean,WR,13,HOU,TEN,1,1,100,54,1,54,54,54,0,0,0,0,0,12.40,2012
30,James Jones,WR,13,GB,MIN,2,2,100,40,1,32,20,20,0,0,0,0,0,12.00,2012
31,Kenny Britt,WR,13,TEN,HOU,8,2,25,40,1,34,5,20,0,0,0,0,0,12.00,2012
32,Jason Avant,WR,13,PHI,DAL,5,4,80,79,0,29,16,20,0,0,0,0,0,11.90,2012
33,Jonathan Baldwin,WR,13,KC,CAR,2,2,100,37,1,34,19,19,0,0,0,0,0,11.70,2012
34,LaVon Brazill,WR,13,IND,DET,4,1,25,42,1,42,11,42,0,0,0,0,0,11.20,2012
35,Riley Cooper,WR,13,PHI,DAL,5,2,40,31,1,16,6,16,0,0,0,0,0,11.10,2012
36,Andre Johnson,WR,13,HOU,TEN,7,5,71,56,0,21,8,11,0,0,0,0,0,10.60,2012
37,Dwayne Bowe,WR,13,KC,CAR,7,4,57,64,0,21,9,16,0,0,0,0,0,10.40,2012
38,Antonio Brown,WR,13,PIT,BAL,10,5,50,58,0,34,6,12,1,4,0,0,0,10.20,2012
39,Malcom Floyd,WR,13,LAC,CIN,7,4,57,61,0,24,9,15,0,0,0,0,0,10.10,2012
40,Emmanuel Sanders,WR,13,PIT,BAL,6,5,83,60,0,21,10,12,0,0,0,1,1,10.00,2012
41,Steve Johnson,WR,13,BUF,JAX,5,2,40,18,1,13,4,9,0,0,0,0,0,9.80,2012
42,Julio Jones,WR,13,ATL,NO,9,5,56,48,0,18,5,10,0,0,0,0,0,9.80,2012
43,Josh Morgan,WR,13,WAS,NYG,4,2,50,17,0,9,4,9,0,0,1,0,0,9.70,2012
44,Andrew Hawkins,WR,13,CIN,LAC,8,5,63,47,0,17,6,9,0,0,0,1,0,9.70,2012
45,Mike Wallace,WR,13,PIT,BAL,8,5,63,44,0,15,6,9,0,0,0,0,0,9.40,2012
46,Hakeem Nicks,WR,13,NYG,WAS,10,5,50,43,0,16,4,9,0,0,0,0,0,9.30,2012
47,Reggie Wayne,WR,13,IND,DET,9,4,44,51,0,26,6,13,0,0,0,0,0,9.10,2012
48,Stephen Hill,WR,13,NYJ,ARI,8,5,63,40,0,15,5,8,0,0,0,0,0,9.00,2012
49,Greg Little,WR,13,CLE,OAK,5,4,80,48,0,18,10,12,0,0,0,0,0,8.80,2012
50,Mario Manningham,WR,13,SF,LAR,6,5,83,37,0,14,6,7,0,0,0,0,0,8.70,2012
