,Player,Position,Team,Opponent,Points,PlayerID
0,Tony Romo,QB,DAL,PHI,28.52,00-0021678
1,Russell Wilson,QB,SEA,CHI,26.82,00-0029263
2,Carson Palmer,QB,OAK,CLE,24.34,00-0021429
3,Matthew Stafford,QB,DET,IND,22.52,00-0026498
4,Brandon Weeden,QB,CLE,OAK,20.66,00-0029677
5,Peyton Manning,QB,DEN,TB,20.18,00-0010346
6,Jay Cutler,QB,CHI,SEA,20.02,00-0024226
7,Ryan Fitzpatrick,QB,BUF,JAX,19.28,00-0023682
8,Jake Locker,QB,TEN,HOU,18.16,00-0027946
9,Robert Griffin III,QB,WAS,NYG,17.72,00-0029532
10,Josh Freeman,QB,TB,DEN,17.38,00-0026993
11,Brady Quinn,QB,KC,CAR,17.24,00-0025409
12,Matt Schaub,QB,HOU,TEN,17.18,00-0022787
13,Andy Dalton,QB,CIN,LAC,16.94,00-0027973
14,Chad Henne,QB,JAX,BUF,16.58,00-0026197
15,Aaron Rodgers,QB,GB,MIN,15.94,00-0023459
16,Colin Kaepernick,QB,SF,LAR,15.72,00-0027974
17,Eli Manning,QB,NYG,WAS,15.7,00-0022803
18,Ryan Tannehill,QB,MIA,NE,14.34,00-0029701
19,Nick Foles,QB,PHI,DAL,14.04,00-0029567
20,Charlie Batch,QB,PIT,BAL,14.04,00-0000865
21,Sam Bradford,QB,LA,SF,13.94,00-0027854
22,Tom Brady,QB,NE,MIA,12.42,00-0019596
23,Drew Brees,QB,NO,ATL,11.64,00-0020531
24,Philip Rivers,QB,LAC,CIN,11.2,00-0022942
25,Matt Ryan,QB,ATL,NO,10.4,00-0026143
26,Christian Ponder,QB,MIN,GB,9.56,00-0027950
27,Joe Flacco,QB,BAL,PIT,9.42,00-0026158
28,Greg McElroy,QB,NYJ,ARI,5.66,00-0028146
29,Ryan Lindley,QB,ARI,NYJ,1.88,00-0029531
30,Mark Sanchez,QB,NYJ,ARI,1.08,00-0026898
31,Alex Smith,QB,SF,LAR,0.0,00-0023436
32,Chase Daniel,QB,NO,ATL,0.0,00-0026544
33,Demaryius Thomas,WR,DEN,TB,29.9,00-0027874
34,Brandon Marshall,WR,CHI,SEA,29.5,00-0024334
35,Dez Bryant,WR,DAL,PHI,27.8,00-0027902
36,Pierre Garcon,WR,WAS,NYG,27.6,00-0026345
37,Josh Gordon,WR,CLE,OAK,26.6,00-0029664
38,Donnie Avery,WR,IND,DET,26.1,00-0026173
39,Steve Smith,WR,CAR,KC,26.0,
40,Lance Moore,WR,NO,ATL,22.3,00-0023310
41,Sidney Rice,WR,SEA,CHI,21.9,00-0025431
42,Mike Williams,WR,TB,DEN,21.3,00-0033536
43,Cecil Shorts,WR,JAX,BUF,20.7,00-0028052
44,Golden Tate,WR,SEA,CHI,20.6,00-0027891
45,Chris Givens,WR,LA,SF,20.2,
46,Michael Crabtree,WR,SF,LAR,20.1,00-0026986
47,Danario Alexander,WR,LAC,CIN,19.2,00-0027912
48,Anquan Boldin,WR,BAL,PIT,19.1,00-0022084
49,TY Hilton,WR,IND,DET,19.0,00-0029608
50,Rod Streater,WR,OAK,CLE,18.6,00-0029129
51,Victor Cruz,WR,NYG,WAS,18.4,00-0027265
52,AJ Green,WR,CIN,LAC,17.5,00-0027942
53,Kendall Wright,WR,TEN,HOU,13.8,00-0029708
54,Brian Hartline,WR,MIA,NE,13.4,00-0027077
55,Marques Colston,WR,NO,ATL,13.1,00-0024466
56,Randall Cobb,WR,GB,MIN,12.7,00-0028002
57,Miles Austin,WR,DAL,PHI,12.6,00-0023921
58,Nate Washington,WR,TEN,HOU,12.6,00-0023367
59,Lestar Jean,WR,HOU,TEN,12.4,00-0028542
60,James Jones,WR,GB,MIN,12.0,00-0025465
61,Kenny Britt,WR,TEN,HOU,12.0,00-0027006
62,Jason Avant,WR,PHI,DAL,11.9,00-0024324
63,Jonathan Baldwin,WR,KC,CAR,11.7,
64,LaVon Brazill,WR,IND,DET,11.2,00-0029548
65,Riley Cooper,WR,PHI,DAL,11.1,00-0027758
66,Andre Johnson,WR,HOU,TEN,10.6,00-0022044
67,Dwayne Bowe,WR,KC,CAR,10.4,00-0025410
68,Antonio Brown,WR,PIT,BAL,10.2,00-0027793
69,Malcom Floyd,WR,LAC,CIN,10.1,00-0022414
70,Emmanuel Sanders,WR,PIT,BAL,10.0,00-0027685
71,Steve Johnson,WR,BUF,JAX,9.8,00-0026364
72,Julio Jones,WR,ATL,NO,9.8,00-0027944
73,Josh Morgan,WR,WAS,NYG,9.7,00-0026314
74,Andrew Hawkins,WR,CIN,LAC,9.7,00-0027918
75,Mike Wallace,WR,PIT,BAL,9.4,00-0026901
