Player,Position,Team,Opponent,Points
Tony Romo,QB,DAL,PHI,28.52
Russell Wilson,QB,SEA,CHI,26.82
Carson Palmer,QB,OAK,CLE,24.34
Matthew Stafford,QB,DET,IND,22.52
Brandon Weeden,QB,CLE,OAK,20.66
Peyton Manning,QB,DEN,TB,20.18
Jay Cutler,QB,CHI,SEA,20.02
Ryan Fitzpatrick,QB,BUF,JAX,19.28
Jake Locker,QB,TEN,HOU,18.16
Robert Griffin III,QB,WAS,NYG,17.72
Josh Freeman,QB,TB,DEN,17.38
Brady Quinn,QB,KC,CAR,17.24
Matt Schaub,QB,HOU,TEN,17.18
Andy Dalton,QB,CIN,LAC,16.94
Chad Henne,QB,JAX,BUF,16.58
Aaron Rodgers,QB,GB,MIN,15.94
Colin Kaepernick,QB,SF,LAR,15.72
Eli Manning,QB,NYG,WAS,15.70
Ryan Tannehill,QB,MIA,NE,14.34
Nick Foles,QB,PHI,DAL,14.04
Charlie Batch,QB,PIT,BAL,14.04
Sam Bradford,QB,LAR,SF,13.94
Tom Brady,QB,NE,MIA,12.42
Drew Brees,QB,NO,ATL,11.64
Philip Rivers,QB,LAC,CIN,11.20
Matt Ryan,QB,ATL,NO,10.40
Christian Ponder,QB,MIN,GB,9.56
Joe Flacco,QB,BAL,PIT,9.42
Greg McElroy,QB,NYJ,ARI,5.66
Ryan Lindley,QB,ARI,NYJ,1.88
Mark Sanchez,QB,NYJ,ARI,1.08
Alex Smith,QB,SF,LAR,0.00
Chase Daniel,QB,NO,ATL,0.00
Demaryius Thomas,WR,DEN,TB,29.90
Brandon Marshall,WR,CHI,SEA,29.50
Dez Bryant,WR,DAL,PHI,27.80
Pierre Garcon,WR,WAS,NYG,27.60
Josh Gordon,WR,CLE,OAK,26.60
Donnie Avery,WR,IND,DET,26.10
Steve Smith,WR,CAR,KC,26.00
Lance Moore,WR,NO,ATL,22.30
Sidney Rice,WR,SEA,CHI,21.90
Mike Williams,WR,TB,DEN,21.30
Cecil Shorts,WR,JAX,BUF,20.70
Golden Tate,WR,SEA,CHI,20.60
Chris Givens,WR,LAR,SF,20.20
Michael Crabtree,WR,SF,LAR,20.10
Danario Alexander,WR,LAC,CIN,19.20
Anquan Boldin,WR,BAL,PIT,19.10
TY Hilton,WR,IND,DET,19.00
Rod Streater,WR,OAK,CLE,18.60
Victor Cruz,WR,NYG,WAS,18.40
AJ Green,WR,CIN,LAC,17.50
Kendall Wright,WR,TEN,HOU,13.80
Brian Hartline,WR,MIA,NE,13.40
Marques Colston,WR,NO,ATL,13.10
Randall Cobb,WR,GB,MIN,12.70
Miles Austin,WR,DAL,PHI,12.60
Nate Washington,WR,TEN,HOU,12.60
Lestar Jean,WR,HOU,TEN,12.40
James Jones,WR,GB,MIN,12.00
Kenny Britt,WR,TEN,HOU,12.00
Jason Avant,WR,PHI,DAL,11.90
Jonathan Baldwin,WR,KC,CAR,11.70
LaVon Brazill,WR,IND,DET,11.20
Riley Cooper,WR,PHI,DAL,11.10
Andre Johnson,WR,HOU,TEN,10.60
Dwayne Bowe,WR,KC,CAR,10.40
Antonio Brown,WR,PIT,BAL,10.20
Malcom Floyd,WR,LAC,CIN,10.10
Emmanuel Sanders,WR,PIT,BAL,10.00
Steve Johnson,WR,BUF,JAX,9.80
Julio Jones,WR,ATL,NO,9.80
Josh Morgan,WR,WAS,NYG,9.70
Andrew Hawkins,WR,CIN,LAC,9.70
Mike Wallace,WR,PIT,BAL,9.40
Hakeem Nicks,WR,NYG,WAS,9.30
Reggie Wayne,WR,IND,DET,9.10
Stephen Hill,WR,NYJ,ARI,9.00
Greg Little,WR,CLE,OAK,8.80
Mario Manningham,WR,SF,LAR,8.70
Jason Witten,TE,DAL,PHI,19.80
Martellus Bennett,TE,NYG,WAS,19.20
Jacob Tamme,TE,DEN,TB,17.90
Aaron Hernandez,TE,NE,MIA,17.70
Kyle Rudolph,TE,MIN,GB,17.10
Tony Gonzalez,TE,ATL,NO,15.80
Tony Moeaki,TE,KC,CAR,15.40
Brent Celek,TE,PHI,DAL,14.30
Benjamin Watson,TE,CLE,OAK,14.00
Brandon Pettigrew,TE,DET,IND,13.30
Jermaine Gresham,TE,CIN,LAC,12.50
Jermichael Finley,TE,GB,MIN,12.00
Greg Olsen,TE,CAR,KC,11.70
Dallas Clark,TE,TB,DEN,11.10
Antonio Gates,TE,LAC,CIN,10.90
Marcedes Lewis,TE,JAX,BUF,10.80
Jeff Cumberland,TE,NYJ,ARI,10.50
Jimmy Graham,TE,NO,ATL,9.90
Coby Fleener,TE,IND,DET,9.60
Jared Cook,TE,TEN,HOU,9.10
Tony Scheffler,TE,DET,IND,8.50
Lance Kendricks,TE,LAR,SF,8.20
Scott Chandler,TE,BUF,JAX,8.10
James Casey,TE,HOU,TEN,7.50
Owen Daniels,TE,HOU,TEN,7.30
Dwayne Allen,TE,IND,DET,7.00
Rob Housler,TE,ARI,NYJ,5.50
Jordan Cameron,TE,CLE,OAK,5.00
Charles Clay,TE,MIA,NE,4.60
Tom Crabtree,TE,GB,MIN,4.00
Luke Stocker,TE,TB,DEN,3.90
Dustin Keller,TE,NYJ,ARI,3.70
Vernon Davis,TE,SF,LAR,3.50
Dennis Pitta,TE,BAL,PIT,2.90
Evan Rodriguez,TE,CHI,SEA,2.80
Zach Miller,TE,SEA,CHI,2.70
Bear Pascoe,TE,NYG,WAS,2.60
Anthony Fasano,TE,MIA,NE,2.40
Logan Paulsen,TE,WAS,NYG,2.10
Anthony McCoy,TE,SEA,CHI,2.10
Delanie Walker,TE,SF,LAR,1.70
Garrett Graham,TE,HOU,TEN,1.70
Will Heller,TE,DET,IND,1.50
