,Player,Position,Team,Opponent,Points,PlayerID
0,Blake Bortles,QB,JAX,TB,32.22,00-0031407
1,Andy Dalton,QB,CIN,SEA,31.04,00-0027973
2,Tom Brady,QB,NE,DAL,25.3,00-0019596
3,Joe Flacco,QB,BAL,CLE,24.6,00-0026158
4,Philip Rivers,QB,LAC,PIT,24.6,00-0022942
5,Brian Hoyer,QB,HOU,IND,23.88,00-0026625
6,Tyrod Taylor,QB,BUF,TEN,23.36,00-0028118
7,Sam Bradford,QB,PHI,NO,22.62,00-0027854
8,Drew Brees,QB,NO,PHI,21.3,00-0020531
9,Colin Kaepernick,QB,SF,NYG,20.78,00-0027974
10,Jay Cutler,QB,CHI,KC,18.58,00-0024226
11,Aaron Rodgers,QB,GB,LAR,18.54,00-0023459
12,Carson Palmer,QB,ARI,DET,18.34,00-0021429
13,Matt Hasselbeck,QB,IND,HOU,16.22,00-0007091
14,Jameis Winston,QB,TB,JAX,15.26,00-0031503
15,Russell Wilson,QB,SEA,CIN,13.62,00-0029263
16,Michael Vick,QB,PIT,LAC,13.52,
17,Alex Smith,QB,KC,CHI,13.34,00-0023436
18,Derek Carr,QB,OAK,DEN,11.86,00-0031280
19,Marcus Mariota,QB,TEN,BUF,11.18,00-0032268
20,Kirk Cousins,QB,WAS,ATL,10.86,00-0029604
21,Dan Orlovsky,QB,DET,ARI,10.64,00-0023578
22,Matt Ryan,QB,ATL,WAS,9.16,00-0026143
23,Matthew Stafford,QB,DET,ARI,8.72,00-0026498
24,Peyton Manning,QB,DEN,OAK,8.64,00-0010346
25,Brandon Weeden,QB,DAL,NE,8.28,00-0029677
26,Nick Foles,QB,LA,GB,5.84,00-0029567
27,Ryan Mallett,QB,HOU,IND,1.0,00-0028012
28,Drew Stanton,QB,ARI,DET,0.1,00-0025430
29,Luke McCown,QB,NO,PHI,0.0,00-0022864
30,EJ Manuel,QB,BUF,TEN,0.0,00-0030526
31,BJ Daniels,QB,SEA,CIN,0.0,
32,Jimmy Garoppolo,QB,NE,DAL,-0.2,00-0031345
