Player,Position,Team,Opponent,Points
Blake Bortles,QB,JAX,TB,32.22
Andy Dalton,QB,CIN,SEA,31.04
Tom Brady,QB,NE,DAL,25.30
Joe Flacco,QB,BAL,CLE,24.60
Philip Rivers,QB,LAC,PIT,24.60
Brian Hoyer,QB,HOU,IND,23.88
Tyrod Taylor,QB,BUF,TEN,23.36
Sam Bradford,QB,PHI,NO,22.62
Drew Brees,QB,NO,PHI,21.30
Colin Kaepernick,QB,SF,NYG,20.78
Jay Cutler,QB,CHI,KC,18.58
Aaron Rodgers,QB,GB,LAR,18.54
Carson Palmer,QB,ARI,DET,18.34
Matt Hasselbeck,QB,IND,HOU,16.22
Jameis Winston,QB,TB,JAX,15.26
Russell Wilson,QB,SEA,CIN,13.62
Michael Vick,QB,PIT,LAC,13.52
Alex Smith,QB,KC,CHI,13.34
Derek Carr,QB,OAK,DEN,11.86
Marcus Mariota,QB,TEN,BUF,11.18
Kirk Cousins,QB,WAS,ATL,10.86
Dan Orlovsky,QB,DET,ARI,10.64
Matt Ryan,QB,ATL,WAS,9.16
Matthew Stafford,QB,DET,ARI,8.72
Peyton Manning,QB,DEN,OAK,8.64
Brandon Weeden,QB,DAL,NE,8.28
Nick Foles,QB,LAR,GB,5.84
Ryan Mallett,QB,HOU,IND,1.00
Drew Stanton,QB,ARI,DET,0.10
Luke McCown,QB,NO,PHI,0.00
EJ Manuel,QB,BUF,TEN,0.00
BJ Daniels,QB,SEA,CIN,0.00
Jimmy Garoppolo,QB,NE,DAL,-0.20
Anquan Boldin,WR,SF,NYG,27.70
Allen Robinson,WR,JAX,TB,26.20
Andre Johnson,WR,IND,HOU,25.70
Allen Hurns,WR,JAX,TB,25.60
Julian Edelman,WR,NE,DAL,25.00
Brandin Cooks,WR,NO,PHI,24.70
Julio Jones,WR,ATL,WAS,23.70
Willie Snead,WR,NO,PHI,23.10
Emmanuel Sanders,WR,DEN,OAK,23.10
Marquess Wilson,WR,CHI,KC,20.50
Jaelen Strong,WR,HOU,IND,19.30
Josh Huff,WR,PHI,NO,17.80
Lance Moore,WR,DET,ARI,17.50
John Brown,WR,ARI,DET,17.30
Larry Fitzgerald,WR,ARI,DET,16.80
Jamison Crowder,WR,WAS,ATL,16.70
Jeremy Maclin,WR,KC,CHI,16.50
James Jones,WR,GB,LAR,15.70
Golden Tate,WR,DET,ARI,15.20
Chris Hogan,WR,BUF,TEN,14.36
Travis Benjamin,WR,CLE,BAL,14.30
Markus Wheaton,WR,PIT,LAC,14.20
Andrew Hawkins,WR,CLE,BAL,13.90
TY Hilton,WR,IND,HOU,13.80
AJ Green,WR,CIN,SEA,13.80
Dwayne Harris,WR,NYG,SF,13.20
Mohamed Sanu,WR,CIN,SEA,11.90
Jermaine Kearse,WR,SEA,CIN,11.80
Kamar Aiken,WR,BAL,CLE,11.80
Calvin Johnson,WR,DET,ARI,11.70
Keenan Allen,WR,LAC,PIT,11.70
Taylor Gabriel,WR,CLE,BAL,11.50
Marvin Jones,WR,CIN,SEA,11.10
De'Anthony Thomas,WR,KC,CHI,10.90
Tavon Austin,WR,LAR,GB,10.80
Demaryius Thomas,WR,DEN,OAK,10.50
Bryan Walters,WR,JAX,TB,10.40
Stedman Bailey,WR,LAR,GB,10.30
Doug Baldwin,WR,SEA,CIN,10.00
Michael Crabtree,WR,OAK,DEN,9.40
Jordan Matthews,WR,PHI,NO,9.40
Cameron Meredith,WR,CHI,KC,9.20
Rueben Randle,WR,NYG,SF,9.20
Josh Bellamy,WR,CHI,KC,9.10
Amari Cooper,WR,OAK,DEN,8.90
Pierre Garcon,WR,WAS,ATL,8.10
Cole Beasley,WR,DAL,NE,8.00
Malcom Floyd,WR,LAC,PIT,7.80
Tyler Eifert,TE,CIN,SEA,29.00
Jacob Tamme,TE,ATL,WAS,17.40
