Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,Caleb Sturgis,K,5,PHI,NO,4,4,100,41,3,4,0.00,2015
2,Stephen Gostkowski,K,5,NE,DAL,3,3,100,57,3,3,0.00,2015
3,Travis Coons,K,5,CLE,BAL,4,4,100,43,1,1,0.00,2015
4,Connor Barth,K,5,TB,JAX,3,3,100,47,3,3,0.00,2015
5,Brandon McManus,K,5,DEN,OAK,3,3,100,52,1,1,0.00,2015
6,Josh Brown,K,5,NYG,SF,3,3,100,41,3,3,0.00,2015
7,Josh Lambo,K,5,LAC,PIT,2,3,67,54,2,2,0.00,2015
8,Adam Vinatieri,K,5,IND,HOU,2,2,100,48,3,3,0.00,2015
9,Mike Nugent,K,5,CIN,SEA,2,2,100,42,3,3,0.00,2015
10,Dustin Hopkins,K,5,WAS,ATL,2,3,67,52,1,1,0.00,2015
11,Phil Dawson,K,5,SF,NYG,2,2,100,43,3,3,0.00,2015
12,Nick Novak,K,5,HOU,IND,2,2,100,49,2,2,0.00,2015
13,Dan Bailey,K,5,DAL,NE,2,2,100,51,0,0,0.00,2015
14,Jason Myers,K,5,JAX,TB,1,1,100,31,4,4,0.00,2015
15,Ryan Succop,K,5,TEN,BUF,2,2,100,41,1,1,0.00,2015
16,Matt Bryant,K,5,ATL,WAS,2,4,50,42,1,1,0.00,2015
17,Mason Crosby,K,5,GB,LAR,1,1,100,35,3,3,0.00,2015
18,Justin Tucker,K,5,BAL,CLE,1,2,50,23,3,3,0.00,2015
19,Steven Hauschka,K,5,SEA,CIN,1,1,100,24,3,3,0.00,2015
20,Robbie Gould,K,5,CHI,KC,2,2,100,44,0,0,0.00,2015
21,Sebastian Janikowski,K,5,OAK,DEN,1,3,33,50,1,1,0.00,2015
22,Chandler Catanzaro,K,5,ARI,DET,0,0,0,0,6,6,0.00,2015
23,Chris Boswell,K,5,PIT,LAC,1,1,100,47,3,3,0.00,2015
24,Zach Hocker,K,5,NO,PHI,1,1,100,21,2,2,0.00,2015
25,Cairo Santos,K,5,KC,CHI,1,3,33,35,2,2,0.00,2015
26,Matt Prater,K,5,DET,ARI,1,1,100,40,2,2,0.00,2015
27,Greg Zuerlein,K,5,LAR,GB,1,4,25,42,1,1,0.00,2015
28,Dan Carpenter,K,5,BUF,TEN,0,0,0,0,2,2,0.00,2015
29,Billy Cundiff,K,5,BUF,TEN,0,0,0,0,0,0,0.00,2015
