Rank,Player,Position,Week,Team,Opponent,Targets,Rec,RecPctRecYds,RecTDs,Long,YdsTarget,YdsPerRec,RushAtt,RushYds,RushTD,Fumbles,FumLost,Points,Year
1,DeAndre Hopkins,WR,5,HOU,IND,14,11,79,169,0,34,12,15,0,0,0,0,0,30.90,2015
2,Odell Beckham Jr,WR,5,NYG,SF,11,7,64,121,1,49,11,17,1,3,0,0,0,28.40,2015
3,Anquan Boldin,WR,5,SF,NYG,12,8,67,107,1,37,9,13,0,0,0,0,0,27.70,2015
4,Allen Robinson,WR,5,JAX,TB,9,7,78,72,2,21,8,10,0,0,0,0,0,26.20,2015
5,Andre Johnson,WR,5,IND,HOU,7,6,86,77,2,24,11,13,0,0,0,0,0,25.70,2015
6,Allen Hurns,WR,5,JAX,TB,6,5,83,116,1,59,19,23,0,0,0,0,0,25.60,2015
7,Julian Edelman,WR,5,NE,DAL,5,4,80,120,1,59,24,30,0,0,0,0,0,25.00,2015
8,Brandin Cooks,WR,5,NO,PHI,9,5,56,107,1,46,12,21,0,0,0,0,0,24.70,2015
9,Julio Jones,WR,5,ATL,WAS,10,5,50,67,0,20,7,13,0,0,2,1,0,23.70,2015
10,Willie Snead,WR,5,NO,PHI,11,6,55,141,0,59,13,24,0,0,0,0,0,23.10,2015
11,Emmanuel Sanders,WR,5,DEN,OAK,12,9,75,111,0,45,9,12,0,0,0,0,0,23.10,2015
12,Marquess Wilson,WR,5,CHI,KC,8,6,75,85,1,33,11,14,0,0,0,0,0,20.50,2015
13,Jaelen Strong,WR,5,HOU,IND,2,2,100,53,2,42,27,27,0,0,0,0,0,19.30,2015
14,Josh Huff,WR,5,PHI,NO,5,4,80,78,1,41,16,20,0,0,0,0,0,17.80,2015
15,Lance Moore,WR,5,DET,ARI,8,6,75,55,1,22,7,9,0,0,0,0,0,17.50,2015
16,John Brown,WR,5,ARI,DET,4,4,100,73,1,49,18,18,0,0,0,0,0,17.30,2015
17,Larry Fitzgerald,WR,5,ARI,DET,7,5,71,58,1,26,8,12,0,0,0,0,0,16.80,2015
18,Jamison Crowder,WR,5,WAS,ATL,8,8,100,87,0,26,11,11,1,0,0,1,0,16.70,2015
19,Jeremy Maclin,WR,5,KC,CHI,12,8,67,85,0,23,7,11,0,0,0,0,0,16.50,2015
20,James Jones,WR,5,GB,LAR,3,2,67,77,1,65,26,39,0,0,0,0,0,15.70,2015
21,Golden Tate,WR,5,DET,ARI,18,8,44,74,0,21,4,9,1,8,0,1,1,15.20,2015
22,Chris Hogan,WR,5,BUF,TEN,3,3,100,52,1,46,17,17,0,0,0,0,0,14.36,2015
23,Travis Benjamin,WR,5,CLE,BAL,12,6,50,83,0,25,7,14,0,0,0,0,0,14.30,2015
24,Markus Wheaton,WR,5,PIT,LAC,3,1,33,72,1,72,24,72,0,0,0,0,0,14.20,2015
25,Andrew Hawkins,WR,5,CLE,BAL,9,7,78,49,0,22,5,7,0,0,0,0,0,13.90,2015
26,TY Hilton,WR,5,IND,HOU,9,5,56,88,0,43,10,18,0,0,0,0,0,13.80,2015
27,AJ Green,WR,5,CIN,SEA,8,6,75,78,0,22,10,13,0,0,0,0,0,13.80,2015
28,Dwayne Harris,WR,5,NYG,SF,8,6,75,72,0,24,9,12,0,0,0,0,0,13.20,2015
29,Mohamed Sanu,WR,5,CIN,SEA,5,5,100,69,0,25,14,14,0,0,0,0,0,11.90,2015
30,Jermaine Kearse,WR,5,SEA,CIN,3,2,67,38,1,30,13,19,0,0,0,0,0,11.80,2015
31,Kamar Aiken,WR,5,BAL,CLE,9,4,44,78,0,48,9,20,0,0,0,0,0,11.80,2015
32,Calvin Johnson,WR,5,DET,ARI,7,5,71,67,0,23,10,13,0,0,0,0,0,11.70,2015
33,Keenan Allen,WR,5,LAC,PIT,10,6,60,57,0,20,6,10,0,0,0,0,0,11.70,2015
34,Taylor Gabriel,WR,5,CLE,BAL,5,4,80,75,0,56,15,19,0,0,0,0,0,11.50,2015
35,Marvin Jones,WR,5,CIN,SEA,8,5,63,61,0,44,8,12,0,0,0,0,0,11.10,2015
36,De'Anthony Thomas,WR,5,KC,CHI,3,2,67,24,1,19,8,12,1,5,0,0,0,10.90,2015
37,Tavon Austin,WR,5,LAR,GB,5,2,40,6,1,5,1,3,3,22,0,0,0,10.80,2015
38,Demaryius Thomas,WR,5,DEN,OAK,8,5,63,55,0,17,7,11,0,0,0,0,0,10.50,2015
39,Bryan Walters,WR,5,JAX,TB,4,4,100,64,0,24,16,16,0,0,0,0,0,10.40,2015
40,Stedman Bailey,WR,5,LAR,GB,5,3,60,73,0,68,15,24,0,0,0,0,0,10.30,2015
41,Doug Baldwin,WR,5,SEA,CIN,3,3,100,70,0,46,23,23,0,0,0,0,0,10.00,2015
42,Michael Crabtree,WR,5,OAK,DEN,9,4,44,54,0,25,6,14,0,0,0,0,0,9.40,2015
43,Jordan Matthews,WR,5,PHI,NO,7,5,71,44,0,18,6,9,0,0,0,0,0,9.40,2015
44,Cameron Meredith,WR,5,CHI,KC,4,4,100,52,0,20,13,13,0,0,0,0,0,9.20,2015
45,Rueben Randle,WR,5,NYG,SF,6,5,83,42,0,16,7,8,0,0,0,0,0,9.20,2015
