Player,Position,Team,Opponent,Points
Philip Rivers,QB,LAC,DAL,30.04
Matt Ryan,QB,ATL,NE,26.84
Alex Smith,QB,KC,NYG,25.22
Jay Cutler,QB,CHI,DET,24.58
Matt Schaub,QB,HOU,SEA,23.70
Tom Brady,QB,NE,ATL,23.44
Ben Roethlisberger,QB,PIT,MIN,20.32
Andrew Luck,QB,IND,JAX,19.88
Joe Flacco,QB,BAL,BUF,19.88
Jake Locker,QB,TEN,NYJ,19.66
Brian Hoyer,QB,CLE,CIN,19.46
Tony Romo,QB,DAL,LAC,19.34
Matthew Stafford,QB,DET,CHI,18.48
Matt Cassel,QB,MIN,PIT,18.42
Colin Kaepernick,QB,SF,LAR,14.78
Ryan Tannehill,QB,MIA,NO,14.76
Robert Griffin III,QB,WAS,OAK,14.08
Michael Vick,QB,PHI,DEN,14.02
Carson Palmer,QB,ARI,TB,12.52
Geno Smith,QB,NYJ,TEN,12.26
Russell Wilson,QB,SEA,HOU,11.62
Eli Manning,QB,NYG,KC,10.88
Matt Flynn,QB,OAK,WAS,10.48
Sam Bradford,QB,LAR,SF,9.68
Mike Glennon,QB,TB,ARI,8.62
Ryan Fitzpatrick,QB,TEN,NYJ,8.12
EJ Manuel,QB,BUF,BAL,7.78
Andy Dalton,QB,CIN,CLE,7.54
Nick Foles,QB,PHI,DEN,5.96
Blaine Gabbert,QB,JAX,IND,5.16
Matt Hasselbeck,QB,IND,JAX,1.48
Brock Osweiler,QB,DEN,PHI,0.70
Colt McCoy,QB,SF,LAR,0.00
Joe Webb,QB,MIN,PIT,0.00
Luke McCown,QB,NO,MIA,0.00
Chase Daniel,QB,KC,NYG,-0.20
Demaryius Thomas,WR,DEN,PHI,29.60
Nate Washington,WR,TEN,NYJ,29.50
Alshon Jeffery,WR,CHI,DET,29.40
Kenbrell Thompkins,WR,NE,ATL,27.70
Wes Welker,WR,DEN,PHI,26.60
Dez Bryant,WR,DAL,LAC,26.10
Jerricho Cotchery,WR,PIT,MIN,24.30
Greg Jennings,WR,MIN,PIT,24.20
Reggie Wayne,WR,IND,JAX,24.00
Andre Johnson,WR,HOU,SEA,23.00
Jerome Simpson,WR,MIN,PIT,22.40
Julian Edelman,WR,NE,ATL,21.80
Antonio Brown,WR,PIT,MIN,21.80
Anquan Boldin,WR,SF,LAR,20.00
Julio Jones,WR,ATL,NE,19.80
Robert Woods,WR,BUF,BAL,19.30
Larry Fitzgerald,WR,ARI,TB,18.80
Pierre Garcon,WR,WAS,OAK,17.90
Brandon Marshall,WR,CHI,DET,16.90
Marques Colston,WR,NO,MIA,16.60
Dwayne Bowe,WR,KC,NYG,15.80
Calvin Johnson,WR,DET,CHI,14.40
Mike Williams,WR,TB,ARI,13.80
Eric Decker,WR,DEN,PHI,13.80
Michael Floyd,WR,ARI,TB,13.70
Marlon Brown,WR,BAL,BUF,13.40
Brandon Gibson,WR,MIA,NO,13.10
Cecil Shorts,WR,JAX,IND,13.10
Terrance Williams,WR,DAL,LAC,13.10
Keenan Allen,WR,LAC,DAL,13.00
Jeff Maehl,WR,PHI,DEN,12.30
AJ Green,WR,CIN,CLE,12.10
Harry Douglas,WR,ATL,NE,11.80
Josh Gordon,WR,CLE,CIN,11.10
Vincent Brown,WR,LAC,DAL,11.10
Austin Pettis,WR,LAR,SF,10.90
Denarius Moore,WR,OAK,WAS,10.60
Kendall Wright,WR,TEN,NYJ,10.60
Jeremy Kerley,WR,NYJ,TEN,10.50
Damian Williams,WR,TEN,NYJ,10.30
Earl Bennett,WR,CHI,DET,9.90
Ace Sanders,WR,JAX,IND,9.90
Emmanuel Sanders,WR,PIT,MIN,9.70
TY Hilton,WR,IND,JAX,9.10
Deonte Thompson,WR,BAL,BUF,9.00
Chris Givens,WR,LAR,SF,8.90
Leonard Hankerson,WR,WAS,OAK,8.90
Kris Durham,WR,DET,CHI,8.80
Jimmy Graham,TE,NO,MIA,29.00
Jordan Cameron,TE,CLE,CIN,25.10
Coby Fleener,TE,IND,JAX,18.70
Garrett Graham,TE,HOU,SEA,17.90
Sean McGrath,TE,KC,NYG,17.40
Martellus Bennett,TE,CHI,DET,17.00
Charles Clay,TE,MIA,NO,16.20
Kellen Winslow,TE,NYJ,TEN,13.30
Owen Daniels,TE,HOU,SEA,13.20
Heath Miller,TE,PIT,MIN,13.00
Mychal Rivera,TE,OAK,WAS,12.40
Brandon Pettigrew,TE,DET,CHI,12.40
Jeff Cumberland,TE,NYJ,TEN,10.40
Delanie Walker,TE,TEN,NYJ,10.40
Vernon Davis,TE,SF,LAR,9.80
Jason Witten,TE,DAL,LAC,9.30
Tim Wright,TE,TB,ARI,9.10
Brent Celek,TE,PHI,DEN,8.70
Jared Cook,TE,LAR,SF,8.50
Jermaine Gresham,TE,CIN,CLE,8.30
Julius Thomas,TE,DEN,PHI,8.30
Lance Kendricks,TE,LAR,SF,7.60
Benjamin Watson,TE,NO,MIA,7.40
Dallas Clark,TE,BAL,BUF,7.40
Matthew Mulligan,TE,NE,ATL,7.10
Tyler Eifert,TE,CIN,CLE,6.90
Clay Harbor,TE,JAX,IND,5.90
Logan Paulsen,TE,WAS,OAK,5.60
Zach Ertz,TE,PHI,DEN,4.80
Scott Chandler,TE,BUF,BAL,4.80
Kevin Brock,TE,KC,NYG,4.70
Niles Paul,TE,WAS,OAK,4.00
Lee Smith,TE,BUF,BAL,3.80
Rob Housler,TE,ARI,TB,3.30
Tony Scheffler,TE,DET,CHI,3.20
Ed Dickson,TE,BAL,BUF,3.20
Dominique Jones,TE,IND,JAX,3.10
Kyle Rudolph,TE,MIN,PIT,2.60
James Casey,TE,PHI,DEN,2.20
Jim Dray,TE,ARI,TB,2.00
Vance McDonald,TE,SF,LAR,1.90
David Johnson,TE,PIT,MIN,1.80
Jeron Mastrud,TE,OAK,WAS,1.80
Zach Miller,TE,SEA,HOU,1.70
John Phillips,TE,LAC,DAL,1.70
Virgil Green,TE,DEN,PHI,1.50
John Carlson,TE,MIN,PIT,1.40
Levine Toilolo,TE,ATL,NE,1.40
Reggie Bush,RB,DET,CHI,30.30
Adrian Peterson,RB,MIN,PIT,29.00
Danny Woodhead,RB,LAC,DAL,25.60
Le'Veon Bell,RB,PIT,MIN,24.40
Jamaal Charles,RB,KC,NYG,23.70
Frank Gore,RB,SF,LAR,23.30
Matt Forte,RB,CHI,DET,22.70
Marshawn Lynch,RB,SEA,HOU,22.30
Rashad Jennings,RB,OAK,WAS,19.60
Roy Helu,RB,WAS,OAK,16.40
Knowshon Moreno,RB,DEN,PHI,16.10
Chris Ogbonnaya,RB,CLE,CIN,15.80
Dexter McCluster,RB,KC,NYG,15.80
Jacquizz Rodgers,RB,ATL,NE,14.80
Fred Jackson,RB,BUF,BAL,14.70
Ryan Mathews,RB,LAC,DAL,14.30
DeMarco Murray,RB,DAL,LAC,14.20
Lamar Miller,RB,MIA,NO,13.80
Bilal Powell,RB,NYJ,TEN,13.80
Trent Richardson,RB,IND,JAX,13.60
Giovani Bernard,RB,CIN,CLE,13.50
Chris Polk,RB,PHI,DEN,13.20
Kendall Hunter,RB,SF,LAR,12.80
LeGarrette Blount,RB,NE,ATL,12.40
LeSean McCoy,RB,PHI,DEN,10.40
Stevan Ridley,RB,NE,ATL,9.90
Donald Brown,RB,IND,JAX,9.60
Doug Martin,RB,TB,ARI,9.10
Pierre Thomas,RB,NO,MIA,8.80
David Wilson,RB,NYG,KC,8.30
Andre Ellington,RB,ARI,TB,8.10
Bryce Brown,RB,PHI,DEN,8.00
CJ Spiller,RB,BUF,BAL,7.70
Ronnie Hillman,RB,DEN,PHI,7.70
Joique Bell,RB,DET,CHI,7.20
Alfred Morris,RB,WAS,OAK,7.10
Anthony Dixon,RB,SF,LAR,6.60
Tommy Bohanon,FB,NYJ,TEN,6.40
Marcus Thigpen,RB,MIA,NO,6.00
Rashard Mendenhall,RB,ARI,TB,5.40
Benjamin Cunningham,RB,LAR,SF,5.30
Bruce Miller,FB,SF,LAR,5.20
Chris Johnson,RB,TEN,NYJ,5.10
Bobby Rainey,RB,CLE,CIN,4.90
Willis McGahee,RB,CLE,CIN,4.60
Ben Tate,RB,HOU,SEA,4.50
Jason Snelling,RB,ATL,NE,4.40
Jackie Battle,FB,TEN,NYJ,4.20
Matt Prater,K,DEN,PHI,0.00
Blair Walsh,K,MIN,PIT,0.00
Nick Novak,K,LAC,DAL,0.00
Stephen Gostkowski,K,NE,ATL,0.00
Dan Carpenter,K,BUF,BAL,0.00
