Rank,Player,Position,Week,Team,Opponent,Comp,PassAtt,CompPct,PassYds,PassYdsPerAtt,PassTD,Interceptions,QBRating,RushAtt,RushYds,RushYdsPerAtt,RushTD,Points,Year
1,Drew Brees,QB,4,NO,MIA,30,39,77,413,11,4,0,145,4,2,1,0,35.72,2013
2,Peyton Manning,QB,4,DEN,PHI,28,34,82,327,10,4,0,146,0,0,0,0,32.08,2013
3,Philip Rivers,QB,4,LAC,DAL,35,42,83,401,10,3,1,120,0,0,0,0,30.04,2013
4,Matt Ryan,QB,4,ATL,NE,34,54,63,421,8,2,1,92,0,0,0,0,26.84,2013
5,Alex Smith,QB,4,KC,NYG,24,41,59,288,7,3,2,84,7,37,5,0,25.22,2013
6,Jay Cutler,QB,4,CHI,DET,27,47,57,317,7,2,3,66,1,9,9,0,24.58,2013
7,Matt Schaub,QB,4,HOU,SEA,31,49,63,355,7,2,2,82,1,5,5,0,23.70,2013
8,Tom Brady,QB,4,NE,ATL,20,31,65,316,10,2,0,120,5,-2,0,0,23.44,2013
9,Ben Roethlisberger,QB,4,PIT,MIN,36,51,71,383,8,1,1,91,0,0,0,0,20.32,2013
10,Andrew Luck,QB,4,IND,JAX,21,35,60,257,7,2,1,90,2,26,13,0,19.88,2013
11,Joe Flacco,QB,4,BAL,BUF,25,50,50,347,7,2,5,46,0,0,0,0,19.88,2013
12,Jake Locker,QB,4,TEN,NYJ,18,24,75,149,6,3,0,130,3,17,6,0,19.66,2013
13,Brian Hoyer,QB,4,CLE,CIN,25,38,66,269,7,2,0,104,4,7,2,0,19.46,2013
14,Tony Romo,QB,4,DAL,LAC,27,37,73,246,7,2,0,109,1,15,15,0,19.34,2013
15,Matthew Stafford,QB,4,DET,CHI,23,35,66,242,7,1,1,83,5,8,2,1,18.48,2013
16,Matt Cassel,QB,4,MIN,PIT,16,25,64,248,10,2,0,123,2,5,3,0,18.42,2013
17,Colin Kaepernick,QB,4,SF,LAR,15,23,65,167,7,2,0,116,3,11,4,0,14.78,2013
18,Ryan Tannehill,QB,4,MIA,NO,22,35,63,249,7,1,3,58,4,48,12,0,14.76,2013
19,Robert Griffin III,QB,4,WAS,OAK,18,31,58,227,7,1,0,92,3,10,3,0,14.08,2013
20,Michael Vick,QB,4,PHI,DEN,14,27,52,248,9,0,0,84,8,41,5,0,14.02,2013
21,Carson Palmer,QB,4,ARI,TB,21,38,55,248,7,1,2,62,4,6,2,0,12.52,2013
22,Geno Smith,QB,4,NYJ,TEN,23,34,68,289,9,1,2,79,3,7,2,0,12.26,2013
23,Russell Wilson,QB,4,SEA,HOU,12,23,52,123,5,0,1,50,10,77,8,0,11.62,2013
24,Eli Manning,QB,4,NYG,KC,18,37,49,217,6,1,1,65,2,12,6,0,10.88,2013
25,Matt Flynn,QB,4,OAK,WAS,21,32,66,227,7,1,1,84,3,4,1,0,10.48,2013
26,Sam Bradford,QB,4,LAR,SF,19,41,46,202,5,1,1,59,3,-4,-1,0,9.68,2013
27,Mike Glennon,QB,4,TB,ARI,24,43,56,193,5,1,2,56,2,-1,-1,0,8.62,2013
28,Ryan Fitzpatrick,QB,4,TEN,NYJ,3,8,38,108,14,1,0,125,2,-2,-1,0,8.12,2013
29,EJ Manuel,QB,4,BUF,BAL,10,22,46,167,8,1,2,49,11,1,0,0,7.78,2013
30,Andy Dalton,QB,4,CIN,CLE,23,42,55,206,5,0,1,58,4,13,3,0,7.54,2013
31,Nick Foles,QB,4,PHI,DEN,3,4,75,49,12,1,0,155,0,0,0,0,5.96,2013
32,Blaine Gabbert,QB,4,JAX,IND,17,32,53,179,6,0,3,31,2,10,5,0,5.16,2013
33,Matt Hasselbeck,QB,4,IND,JAX,2,3,67,37,12,0,0,109,0,0,0,0,1.48,2013
34,Brock Osweiler,QB,4,DEN,PHI,2,3,67,10,3,0,0,72,2,3,2,0,0.70,2013
35,Colt McCoy,QB,4,SF,LAR,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
36,Joe Webb,QB,4,MIN,PIT,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
37,Luke McCown,QB,4,NO,MIA,0,0,0,0,0,0,0,0,0,0,0,0,0.00,2013
38,Chase Daniel,QB,4,KC,NYG,0,0,0,0,0,0,0,0,2,-2,-1,0,-0.20,2013
