Rank,Player,Position,Week,Team,Opponent,TFL,Sacks,QBHits,Interceptions,FumRec,Safeties,DefTD,ReturnTD,PtsAllowed,Points,Year
1,Indianapolis Colts,DST,4,IND,JAX,5,4,9,3,0,0,1,0,3,23.00,2013
2,Tennessee Titans,DST,4,TEN,NYJ,5,5,11,2,2,0,1,0,13,23.00,2013
3,Kansas City Chiefs,DST,4,KC,NYG,4,3,6,1,2,0,0,1,7,19.00,2013
4,Washington Redskins,DST,4,WAS,OAK,7,7,7,1,1,0,1,0,14,18.00,2013
5,Denver Broncos,DST,4,DEN,PHI,5,3,6,0,0,0,0,2,20,18.00,2013
6,Seattle Seahawks,DST,4,SEA,HOU,6,4,12,2,1,0,1,0,20,17.00,2013
7,Detroit Lions,DST,4,DET,CHI,4,3,6,3,1,0,1,0,32,16.00,2013
8,Buffalo Bills,DST,4,BUF,BAL,4,4,12,5,0,0,0,0,20,15.00,2013
9,Cleveland Browns,DST,4,CLE,CIN,2,2,2,1,1,0,0,0,6,13.00,2013
10,New Orleans Saints,DST,4,NO,MIA,6,4,10,3,1,0,0,0,17,13.00,2013
11,San Francisco 49ers,DST,4,SF,LAR,6,5,8,1,1,0,0,0,11,13.00,2013
12,Arizona Cardinals,DST,4,ARI,TB,11,2,8,2,1,0,0,0,10,12.00,2013
13,Oakland Raiders,DST,4,OAK,WAS,5,1,5,0,1,0,0,1,24,12.00,2013
14,Tampa Bay Buccaneers,DST,4,TB,ARI,4,1,3,2,1,0,0,0,13,11.00,2013
15,Houston Texans,DST,4,HOU,SEA,5,5,10,1,1,0,0,0,23,10.00,2013
16,Minnesota Vikings,DST,4,MIN,PIT,4,5,5,1,1,0,0,0,27,9.00,2013
17,Baltimore Ravens,DST,4,BAL,BUF,5,2,5,2,1,0,0,0,23,8.00,2013
18,Dallas Cowboys,DST,4,DAL,LAC,3,1,1,1,0,0,1,0,30,8.00,2013
19,Chicago Bears,DST,4,CHI,DET,3,1,1,1,2,0,0,0,40,6.00,2013
20,New York Giants,DST,4,NYG,KC,2,1,3,2,1,0,0,0,31,6.00,2013
21,Los Angeles Chargers,DST,4,LAC,DAL,5,3,3,0,1,0,0,0,21,6.00,2013
22,Cincinnati Bengals,DST,4,CIN,CLE,5,3,6,0,0,0,0,0,17,6.00,2013
23,New England Patriots,DST,4,NE,ATL,2,2,5,1,0,0,0,0,23,4.00,2013
24,Jacksonville Jaguars,DST,4,JAX,IND,4,2,10,1,0,0,0,0,37,3.00,2013
25,Los Angeles Rams,DST,4,LAR,SF,4,2,4,0,2,0,0,0,35,2.00,2013
26,New York Jets,DST,4,NYJ,TEN,6,2,3,0,0,0,0,0,38,1.00,2013
27,Miami Dolphins,DST,4,MIA,NO,7,2,3,0,1,0,0,0,38,0.00,2013
28,Pittsburgh Steelers,DST,4,PIT,MIN,1,1,0,0,0,0,0,0,34,0.00,2013
29,Atlanta Falcons,DST,4,ATL,NE,3,0,2,0,0,0,0,0,30,-1.00,2013
30,Philadelphia Eagles,DST,4,PHI,DEN,3,1,2,0,0,0,0,0,52,-3.00,2013
