Rank,Player,Position,Week,Team,Opponent,FGMade,FGAtt,FGPct,FGLong,XPMade,XPAtt,Points,Year
1,David Akers,K,4,DET,CHI,4,4,100,43,4,4,0.00,2013
2,Adam Vinatieri,K,4,IND,JAX,3,3,100,46,4,4,0.00,2013
3,Blair Walsh,K,4,MIN,PIT,2,3,67,54,4,4,0.00,2013
4,Matt Prater,K,4,DEN,PHI,1,1,100,53,7,7,0.00,2013
5,Nick Novak,K,4,LAC,DAL,3,3,100,42,3,3,0.00,2013
6,Stephen Gostkowski,K,4,NE,ATL,3,3,100,49,3,3,0.00,2013
7,Steven Hauschka,K,4,SEA,HOU,3,3,100,48,2,2,0.00,2013
8,Dan Carpenter,K,4,BUF,BAL,3,3,100,27,2,2,0.00,2013
9,Matt Bryant,K,4,ATL,NE,3,3,100,45,2,2,0.00,2013
10,Robbie Gould,K,4,CHI,DET,3,3,100,34,1,1,0.00,2013
11,Shaun Suisham,K,4,PIT,MIN,2,2,100,28,3,3,0.00,2013
12,Ryan Succop,K,4,KC,NYG,1,1,100,51,4,4,0.00,2013
13,Randy Bullock,K,4,HOU,SEA,2,2,100,42,2,2,0.00,2013
14,Justin Tucker,K,4,BAL,BUF,2,2,100,35,2,2,0.00,2013
15,Rob Bironas,K,4,TEN,NYJ,1,1,100,26,5,5,0.00,2013
16,Alex Henery,K,4,PHI,DEN,2,3,67,35,2,2,0.00,2013
17,Garrett Hartley,K,4,NO,MIA,1,2,50,29,5,5,0.00,2013
18,Billy Cundiff,K,4,CLE,CIN,1,3,33,51,2,2,0.00,2013
19,Jay Feely,K,4,ARI,TB,2,2,100,42,1,1,0.00,2013
20,Nick Folk,K,4,NYJ,TEN,2,2,100,47,1,1,0.00,2013
21,Mike Nugent,K,4,CIN,CLE,2,2,100,43,0,0,0.00,2013
22,John Potter,K,4,WAS,OAK,1,1,100,25,3,3,0.00,2013
23,Phil Dawson,K,4,SF,LAR,0,2,0,0,5,5,0.00,2013
24,Josh Scobee,K,4,JAX,IND,1,1,100,53,0,0,0.00,2013
25,Caleb Sturgis,K,4,MIA,NO,1,1,100,34,2,2,0.00,2013
26,Rian Lindell,K,4,TB,ARI,1,1,100,50,1,1,0.00,2013
27,Greg Zuerlein,K,4,LAR,SF,1,1,100,40,0,0,0.00,2013
28,Dan Bailey,K,4,DAL,LAC,0,1,0,0,3,3,0.00,2013
29,Sebastian Janikowski,K,4,OAK,WAS,0,1,0,0,2,2,0.00,2013
30,Josh Brown,K,4,NYG,KC,0,1,0,0,1,1,0.00,2013
