,Player,Position,Team,Opponent,Points,PlayerID
0,Jason Campbell,QB,WAS,NO,28.58,00-0023460
1,Drew Brees,QB,NO,WAS,26.76,00-0020531
2,Philip Rivers,QB,LAC,CLE,25.92,00-0022942
3,Aaron Rodgers,QB,GB,BAL,23.52,00-0023459
4,Alex Smith,QB,SF,SEA,23.5,00-0023436
5,Kurt Warner,QB,ARI,MIN,23.3,00-0017200
6,Chad Henne,QB,MIA,NE,23.3,00-0026197
7,Tom Brady,QB,NE,MIA,23.08,00-0019596
8,Brady Quinn,QB,CLE,LAC,22.64,00-0025409
9,David Garrard,QB,JAX,HOU,18.82,00-0021231
10,Ben Roethlisberger,QB,PIT,OAK,18.82,00-0022924
11,Vince Young,QB,TEN,IND,18.24,00-0024218
12,Matt Hasselbeck,QB,SEA,SF,18.02,00-0007091
13,Brett Favre,QB,MIN,ARI,17.0,00-0005106
14,Eli Manning,QB,NYG,DAL,16.44,00-0022803
15,Donovan McNabb,QB,PHI,ATL,15.22,00-0011022
16,Peyton Manning,QB,IND,TEN,14.6,00-0010346
17,Josh Freeman,QB,TB,CAR,13.84,00-0026993
18,Michael Vick,QB,PHI,ATL,13.62,
19,Kyle Orton,QB,DEN,KC,12.2,00-0023541
20,Matt Schaub,QB,HOU,JAX,11.98,00-0022787
21,Chris Redman,QB,ATL,PHI,11.4,00-0019709
22,Carson Palmer,QB,CIN,DET,10.5,00-0021429
23,Jay Cutler,QB,CHI,LAR,9.52,00-0024226
24,Mark Sanchez,QB,NYJ,BUF,8.96,00-0026898
25,Joe Flacco,QB,BAL,GB,8.08,00-0026158
26,Matthew Stafford,QB,DET,CIN,7.52,00-0026498
27,Matt Moore,QB,CAR,TB,5.34,00-0025708
28,Ryan Fitzpatrick,QB,BUF,NYJ,5.12,00-0023682
29,Kyle Boller,QB,LA,CHI,3.52,00-0022164
30,Matt Cassel,QB,KC,DEN,3.06,00-0023662
31,Daunte Culpepper,QB,DET,CIN,2.66,00-0003739
32,Brodie Croyle,QB,KC,DEN,2.0,00-0024300
33,Rex Grossman,QB,HOU,JAX,1.22,00-0022121
34,Kellen Clemens,QB,NYJ,BUF,0.86,00-0024264
35,Seneca Wallace,QB,SEA,SF,0.28,00-0022055
36,Mark Brunell,QB,NO,WAS,0.0,00-0002110
37,Matt Flynn,QB,GB,BAL,0.0,00-0026349
38,Kevin Kolb,QB,PHI,ATL,0.0,00-0025423
39,Pat White,QB,MIA,NE,0.0,00-0027020
40,Chris Simms,QB,DEN,KC,-0.4,00-0022005
41,Louis Murphy,WR,OAK,PIT,31.8,00-0027089
42,Chad Johnson,WR,CIN,DET,31.7,00-0020397
43,Larry Fitzgerald,WR,ARI,MIN,31.3,00-0022921
44,Robert Meachem,WR,NO,WAS,31.2,00-0025414
45,Davone Bess,WR,MIA,NE,30.7,00-0026000
46,Wes Welker,WR,NE,MIA,29.7,00-0022427
47,Miles Austin,WR,DAL,NYG,29.4,00-0023921
48,Anquan Boldin,WR,ARI,MIN,28.8,00-0022084
49,Roddy White,WR,ATL,PHI,28.4,00-0023462
50,Calvin Johnson,WR,DET,CIN,27.3,00-0025389
51,Roy Williams,WR,DAL,NYG,24.0,
52,Andre Johnson,WR,HOU,JAX,22.9,00-0022044
53,Brandon Marshall,WR,DEN,KC,22.6,00-0029620
54,Pierre Garcon,WR,IND,TEN,22.6,00-0026345
55,Percy Harvin,WR,MIN,ARI,22.1,00-0026998
56,Steve Smith,WR,NYG,DAL,20.0,
57,Hines Ward,WR,PIT,OAK,19.7,00-0017162
58,Josh Morgan,WR,SF,SEA,19.6,00-0026314
59,Antonio Bryant,WR,TB,CAR,19.6,00-0021191
60,Earl Bennett,WR,CHI,LAR,15.4,00-0026210
61,Sam Aiken,WR,NE,MIA,15.1,00-0021915
62,Randy Moss,WR,NE,MIA,14.6,00-0011754
63,Sidney Rice,WR,MIN,ARI,14.2,00-0025431
64,Brian Hartline,WR,MIA,NE,14.1,00-0027077
65,Kelley Washington,WR,BAL,GB,13.9,00-0022171
66,Greg Jennings,WR,GB,BAL,13.7,00-0024267
67,Kenny Britt,WR,TEN,IND,13.6,00-0027006
68,Braylon Edwards,WR,NYJ,BUF,13.5,00-0023438
69,Chaz Schilens,WR,OAK,PIT,13.5,00-0026366
70,Marques Colston,WR,NO,WAS,12.6,00-0024466
71,Devery Henderson,WR,NO,WAS,12.4,00-0022929
72,Jeremy Maclin,WR,PHI,ATL,12.3,00-0026995
73,Michael Crabtree,WR,SF,SEA,12.0,00-0026986
74,Austin Collie,WR,IND,TEN,11.8,00-0027092
75,Santana Moss,WR,WAS,NO,11.8,00-0020494
76,Hakeem Nicks,WR,NYG,DAL,11.7,00-0027005
77,Antwaan Randle El,WR,WAS,NO,11.3,
78,Donald Driver,WR,GB,BAL,11.1,00-0004541
79,Brian Robiskie,WR,CLE,LAC,10.9,00-0027012
80,Steve Smith,WR,CAR,TB,10.8,
81,Jerricho Cotchery,WR,NYJ,BUF,10.8,00-0022811
82,Maurice Stovall,WR,TB,CAR,10.8,00-0024305
83,Nate Hughes,WR,JAX,HOU,10.5,00-0026100
84,Mohamed Massaquoi,WR,CLE,LAC,10.4,00-0027026
85,Nate Burleson,WR,SEA,SF,10.4,00-0021999
86,JohnnieLee Higgins,WR,OAK,PIT,10.3,
87,Greg Camarillo,WR,MIA,NE,10.1,00-0023408
88,Kevin Walter,WR,HOU,JAX,9.4,00-0021931
89,Jermichael Finley,TE,GB,BAL,26.9,00-0026231
90,Vernon Davis,TE,SF,SEA,26.1,00-0024221
91,Bo Scaife,TE,TEN,IND,16.6,00-0023612
92,Fred Davis,TE,WAS,NO,16.3,00-0026188
93,Tony Gonzalez,TE,ATL,PHI,15.2,00-0006101
94,Evan Moore,TE,CLE,LAC,14.0,00-0026123
95,Anthony Fasano,TE,MIA,NE,11.7,00-0024268
96,Kellen Winslow,TE,TB,CAR,10.9,00-0022922
97,Zach Miller,TE,JAX,HOU,10.4,00-0027125
98,Todd Heap,TE,BAL,GB,10.2,00-0020516
99,Daniel Graham,TE,DEN,KC,10.0,00-0021154
100,Brent Celek,TE,PHI,ATL,9.6,00-0025549
101,Visanthe Shiancoe,TE,MIN,ARI,9.4,00-0022054
102,Ernest Wilford,TE,JAX,HOU,9.1,00-0022901
103,Jeremy Shockey,TE,NO,WAS,8.7,00-0021148
104,Zach Miller,TE,OAK,PIT,8.3,00-0027125
105,Delanie Walker,TE,SF,SEA,6.5,00-0024389
106,David Thomas,TE,NO,WAS,6.1,00-0024301
107,Marcedes Lewis,TE,JAX,HOU,5.7,00-0024243
108,Dallas Clark,TE,IND,TEN,5.5,00-0022165
109,Brad Cottam,TE,KC,DEN,5.1,00-0026216
110,Randy McMichael,TE,LA,CHI,4.8,00-0021236
111,Jeff King,TE,CAR,TB,4.7,00-0024369
112,Deon Butler,TE,SEA,SF,4.2,00-0027063
